participant,task,feature_dimension,feature_relevance,correlation,irrelevant_dim,abs_correlation
"('predict', np.int64(51))",predict,color,relevant,0.7504787743864565,tail,0.7504787743864565
"('predict', np.int64(51))",predict,shape,relevant,0.5360562674188974,tail,0.5360562674188974
"('predict', np.int64(52))",predict,tail,relevant,0.8017837257372731,color,0.8017837257372731
"('predict', np.int64(52))",predict,color,irrelevant,0.0,color,0.0
"('predict', np.int64(52))",predict,shape,relevant,0.40089186286863654,color,0.40089186286863654
"('predict', np.int64(53))",predict,tail,irrelevant,-0.6782890575760281,tail,0.6782890575760281
"('predict', np.int64(53))",predict,color,relevant,0.6782890575760281,tail,0.6782890575760281
"('predict', np.int64(53))",predict,shape,relevant,-0.1849879247934622,tail,0.1849879247934622
"('predict', np.int64(54))",predict,tail,relevant,0.48038446141526137,color,0.48038446141526137
"('predict', np.int64(54))",predict,color,irrelevant,0.26688025634181184,color,0.26688025634181184
"('predict', np.int64(54))",predict,shape,relevant,0.8006407690254356,color,0.8006407690254356
"('predict', np.int64(55))",predict,tail,relevant,0.0,shape,0.0
"('predict', np.int64(55))",predict,color,relevant,0.8980265101338744,shape,0.8980265101338744
"('predict', np.int64(55))",predict,shape,irrelevant,0.0,shape,0.0
"('predict', np.int64(56))",predict,tail,relevant,0.0,color,0.0
"('predict', np.int64(56))",predict,color,irrelevant,-0.19245008972987523,color,0.19245008972987523
"('predict', np.int64(56))",predict,shape,relevant,0.5773502691896257,color,0.5773502691896257
"('predict', np.int64(57))",predict,tail,relevant,-0.04956815970966096,shape,0.04956815970966096
"('predict', np.int64(57))",predict,color,relevant,0.44611343738694864,shape,0.44611343738694864
"('predict', np.int64(57))",predict,shape,irrelevant,-0.14870447912898288,shape,0.14870447912898288
"('predict', np.int64(58))",predict,tail,relevant,-0.09166984970282112,color,0.09166984970282112
"('predict', np.int64(58))",predict,color,irrelevant,-0.27500954910846337,color,0.27500954910846337
"('predict', np.int64(58))",predict,shape,relevant,-0.6416889479197478,color,0.6416889479197478
"('predict', np.int64(59))",predict,tail,relevant,0.562543950463012,color,0.562543950463012
"('predict', np.int64(59))",predict,color,irrelevant,-0.11250879009260238,color,0.11250879009260238
"('predict', np.int64(59))",predict,shape,relevant,-0.3375263702778072,color,0.3375263702778072
"('predict', np.int64(60))",predict,tail,irrelevant,0.0,tail,0.0
"('predict', np.int64(60))",predict,color,relevant,0.1767766952966369,tail,0.1767766952966369
"('predict', np.int64(60))",predict,shape,relevant,0.8838834764831843,tail,0.8838834764831843
"('predict', np.int64(61))",predict,tail,irrelevant,0.4436782547080568,tail,0.4436782547080568
"('predict', np.int64(61))",predict,color,relevant,0.6211495565912796,tail,0.6211495565912796
"('predict', np.int64(61))",predict,shape,relevant,0.4436782547080568,tail,0.4436782547080568
"('predict', np.int64(62))",predict,tail,irrelevant,-0.11867816581938533,tail,0.11867816581938533
"('predict', np.int64(62))",predict,color,relevant,0.8307471607356973,tail,0.8307471607356973
"('predict', np.int64(62))",predict,shape,relevant,0.0,tail,0.0
"('predict', np.int64(63))",predict,tail,relevant,0.17960530202677488,color,0.17960530202677488
"('predict', np.int64(63))",predict,color,irrelevant,-0.17960530202677488,color,0.17960530202677488
"('predict', np.int64(63))",predict,shape,relevant,-0.17960530202677488,color,0.17960530202677488
"('predict', np.int64(64))",predict,tail,irrelevant,-0.3409971697352367,tail,0.3409971697352367
"('predict', np.int64(64))",predict,color,relevant,0.6137949055234261,tail,0.6137949055234261
"('predict', np.int64(64))",predict,shape,relevant,0.20459830184114206,tail,0.20459830184114206
"('predict', np.int64(65))",predict,tail,relevant,0.7537783614444089,color,0.7537783614444089
"('predict', np.int64(65))",predict,color,irrelevant,-0.30151134457776363,color,0.30151134457776363
"('predict', np.int64(65))",predict,shape,relevant,-0.15075567228888181,color,0.15075567228888181
"('predict', np.int64(66))",predict,tail,relevant,0.408248290463863,color,0.408248290463863
"('predict', np.int64(66))",predict,color,irrelevant,0.2041241452319315,color,0.2041241452319315
"('predict', np.int64(66))",predict,shape,relevant,0.2041241452319315,color,0.2041241452319315
"('predict', np.int64(67))",predict,tail,irrelevant,0.15075567228888181,tail,0.15075567228888181
"('predict', np.int64(67))",predict,color,relevant,0.9045340337332908,tail,0.9045340337332908
"('predict', np.int64(67))",predict,shape,relevant,0.0,tail,0.0
"('predict', np.int64(68))",predict,tail,relevant,0.6509445549041193,shape,0.6509445549041193
"('predict', np.int64(68))",predict,color,relevant,0.2603778219616477,shape,0.2603778219616477
"('predict', np.int64(68))",predict,shape,irrelevant,-0.39056673294247163,shape,0.39056673294247163
"('predict', np.int64(69))",predict,tail,irrelevant,-0.5388159060803247,tail,0.5388159060803247
"('predict', np.int64(69))",predict,color,relevant,0.17960530202677488,tail,0.17960530202677488
"('predict', np.int64(69))",predict,shape,relevant,-0.17960530202677488,tail,0.17960530202677488
"('predict', np.int64(70))",predict,tail,relevant,0.4472135954999579,shape,0.4472135954999579
"('predict', np.int64(70))",predict,color,relevant,0.6708203932499369,shape,0.6708203932499369
"('predict', np.int64(70))",predict,shape,irrelevant,-0.22360679774997896,shape,0.22360679774997896
"('predict', np.int64(71))",predict,tail,relevant,-0.5,color,0.5
"('predict', np.int64(71))",predict,color,irrelevant,0.0,color,0.0
"('predict', np.int64(71))",predict,shape,relevant,0.8333333333333333,color,0.8333333333333333
"('predict', np.int64(72))",predict,tail,irrelevant,0.9354143466934853,tail,0.9354143466934853
"('predict', np.int64(72))",predict,color,relevant,0.26726124191242434,tail,0.26726124191242434
"('predict', np.int64(72))",predict,shape,relevant,-0.13363062095621217,tail,0.13363062095621217
"('predict', np.int64(73))",predict,tail,relevant,0.40755575681770734,color,0.40755575681770734
"('predict', np.int64(73))",predict,color,irrelevant,-0.058222250973958195,color,0.058222250973958195
"('predict', np.int64(73))",predict,shape,relevant,0.2911112548697909,color,0.2911112548697909
"('predict', np.int64(74))",predict,tail,relevant,0.7499999999999999,color,0.7499999999999999
"('predict', np.int64(74))",predict,color,irrelevant,0.24999999999999994,color,0.24999999999999994
"('predict', np.int64(74))",predict,shape,relevant,0.4999999999999999,color,0.4999999999999999
"('predict', np.int64(75))",predict,tail,relevant,0.9467292624062574,color,0.9467292624062574
"('predict', np.int64(75))",predict,color,irrelevant,0.08606629658238704,color,0.08606629658238704
"('predict', np.int64(75))",predict,shape,relevant,0.08606629658238704,color,0.08606629658238704
"('predict', np.int64(76))",predict,tail,irrelevant,0.5834599659915782,tail,0.5834599659915782
"('predict', np.int64(76))",predict,color,relevant,0.5834599659915782,tail,0.5834599659915782
"('predict', np.int64(76))",predict,shape,relevant,0.2917299829957891,tail,0.2917299829957891
"('predict', np.int64(77))",predict,tail,irrelevant,0.24413653763134785,tail,0.24413653763134785
"('predict', np.int64(77))",predict,color,relevant,0.08137884587711594,tail,0.08137884587711594
"('predict', np.int64(77))",predict,shape,relevant,0.5696519211398117,tail,0.5696519211398117
"('predict', np.int64(78))",predict,tail,relevant,0.8728715609439696,shape,0.8728715609439696
"('predict', np.int64(78))",predict,color,relevant,0.1091089451179962,shape,0.1091089451179962
"('predict', np.int64(78))",predict,shape,irrelevant,0.3273268353539886,shape,0.3273268353539886
"('predict', np.int64(79))",predict,tail,relevant,0.5773502691896256,shape,0.5773502691896256
"('predict', np.int64(79))",predict,color,relevant,0.6928203230275508,shape,0.6928203230275508
"('predict', np.int64(79))",predict,shape,irrelevant,0.0,shape,0.0
"('predict', np.int64(80))",predict,tail,relevant,0.6405126152203485,shape,0.6405126152203485
"('predict', np.int64(80))",predict,color,relevant,0.6405126152203485,shape,0.6405126152203485
"('predict', np.int64(80))",predict,shape,irrelevant,0.16012815380508713,shape,0.16012815380508713
"('predict', np.int64(81))",predict,tail,relevant,0.37796447300922714,shape,0.37796447300922714
"('predict', np.int64(81))",predict,color,relevant,0.8315218406202998,shape,0.8315218406202998
"('predict', np.int64(81))",predict,shape,irrelevant,-0.37796447300922714,shape,0.37796447300922714
"('predict', np.int64(82))",predict,tail,relevant,-0.629940788348712,shape,0.629940788348712
"('predict', np.int64(82))",predict,color,relevant,-0.629940788348712,shape,0.629940788348712
"('predict', np.int64(82))",predict,shape,irrelevant,-0.1259881576697424,shape,0.1259881576697424
"('predict', np.int64(83))",predict,tail,relevant,0.9449111825230679,color,0.9449111825230679
"('predict', np.int64(83))",predict,color,irrelevant,-0.1889822365046136,color,0.1889822365046136
"('predict', np.int64(83))",predict,shape,relevant,0.0,color,0.0
"('predict', np.int64(84))",predict,tail,relevant,-0.6585855599381419,color,0.6585855599381419
"('predict', np.int64(84))",predict,color,irrelevant,0.0,color,0.0
"('predict', np.int64(84))",predict,shape,relevant,0.10976425998969033,color,0.10976425998969033
"('predict', np.int64(85))",predict,tail,relevant,0.0,shape,0.0
"('predict', np.int64(85))",predict,color,relevant,0.8660254037844386,shape,0.8660254037844386
"('predict', np.int64(85))",predict,shape,irrelevant,0.14433756729740643,shape,0.14433756729740643
"('predict', np.int64(86))",predict,tail,relevant,0.30151134457776363,shape,0.30151134457776363
"('predict', np.int64(86))",predict,color,relevant,0.9045340337332908,shape,0.9045340337332908
"('predict', np.int64(86))",predict,shape,irrelevant,0.0,shape,0.0
"('predict', np.int64(87))",predict,tail,irrelevant,-0.17960530202677488,tail,0.17960530202677488
"('predict', np.int64(87))",predict,color,relevant,-0.17960530202677488,tail,0.17960530202677488
"('predict', np.int64(87))",predict,shape,relevant,-0.8980265101338744,tail,0.8980265101338744
"('predict', np.int64(88))",predict,tail,irrelevant,-0.3779644730092272,tail,0.3779644730092272
"('predict', np.int64(88))",predict,color,relevant,-0.3779644730092272,tail,0.3779644730092272
"('predict', np.int64(88))",predict,shape,relevant,0.0,tail,0.0
"('predict', np.int64(89))",predict,tail,irrelevant,-0.2519763153394848,tail,0.2519763153394848
"('predict', np.int64(89))",predict,color,relevant,0.1259881576697424,tail,0.1259881576697424
"('predict', np.int64(89))",predict,shape,relevant,0.629940788348712,tail,0.629940788348712
"('predict', np.int64(90))",predict,tail,relevant,0.7504787743864565,shape,0.7504787743864565
"('predict', np.int64(90))",predict,color,relevant,0.32163376045133846,shape,0.32163376045133846
"('predict', np.int64(90))",predict,shape,irrelevant,-0.5360562674188974,shape,0.5360562674188974
"('predict', np.int64(91))",predict,tail,irrelevant,0.16012815380508713,tail,0.16012815380508713
"('predict', np.int64(91))",predict,color,relevant,0.9607689228305227,tail,0.9607689228305227
"('predict', np.int64(91))",predict,shape,relevant,0.16012815380508713,tail,0.16012815380508713
"('predict', np.int64(92))",predict,tail,relevant,0.3077935056255462,shape,0.3077935056255462
"('predict', np.int64(92))",predict,color,relevant,0.7181848464596078,shape,0.7181848464596078
"('predict', np.int64(92))",predict,shape,irrelevant,0.5129891760425769,shape,0.5129891760425769
"('predict', np.int64(93))",predict,tail,irrelevant,-0.3617873026462108,tail,0.3617873026462108
"('predict', np.int64(93))",predict,color,relevant,0.6512171447631795,tail,0.6512171447631795
"('predict', np.int64(93))",predict,shape,relevant,0.6512171447631795,tail,0.6512171447631795
"('predict', np.int64(94))",predict,tail,relevant,0.0,color,0.0
"('predict', np.int64(94))",predict,color,irrelevant,-0.26726124191242434,color,0.26726124191242434
"('predict', np.int64(94))",predict,shape,relevant,-0.5345224838248487,color,0.5345224838248487
"('predict', np.int64(95))",predict,tail,irrelevant,0.16666666666666666,tail,0.16666666666666666
"('predict', np.int64(95))",predict,color,relevant,0.8333333333333333,tail,0.8333333333333333
"('predict', np.int64(95))",predict,shape,relevant,0.5,tail,0.5
"('predict', np.int64(96))",predict,tail,irrelevant,,tail,
"('predict', np.int64(96))",predict,color,relevant,,tail,
"('predict', np.int64(96))",predict,shape,relevant,,tail,
"('predict', np.int64(97))",predict,tail,relevant,-0.1690308509457033,shape,0.1690308509457033
"('predict', np.int64(97))",predict,color,relevant,0.0,shape,0.0
"('predict', np.int64(97))",predict,shape,irrelevant,0.5070925528371099,shape,0.5070925528371099
"('predict', np.int64(98))",predict,tail,relevant,-0.4045199174779452,color,0.4045199174779452
"('predict', np.int64(98))",predict,color,irrelevant,-0.4045199174779452,color,0.4045199174779452
"('predict', np.int64(98))",predict,shape,relevant,0.6741998624632419,color,0.6741998624632419
"('predict', np.int64(99))",predict,tail,relevant,0.6644105970267493,color,0.6644105970267493
"('predict', np.int64(99))",predict,color,irrelevant,-0.0949157995752499,color,0.0949157995752499
"('predict', np.int64(99))",predict,shape,relevant,0.6644105970267493,color,0.6644105970267493
"('predict', np.int64(100))",predict,tail,relevant,0.6741998624632419,shape,0.6741998624632419
"('predict', np.int64(100))",predict,color,relevant,0.4045199174779452,shape,0.4045199174779452
"('predict', np.int64(100))",predict,shape,irrelevant,-0.1348399724926484,shape,0.1348399724926484
"('predict', np.int64(101))",predict,tail,relevant,0.5773502691896257,shape,0.5773502691896257
"('predict', np.int64(101))",predict,color,relevant,0.38490017945975047,shape,0.38490017945975047
"('predict', np.int64(101))",predict,shape,irrelevant,-0.19245008972987523,shape,0.19245008972987523
"('predict', np.int64(102))",predict,tail,relevant,0.11250879009260238,shape,0.11250879009260238
"('predict', np.int64(102))",predict,color,relevant,0.7875615306482168,shape,0.7875615306482168
"('predict', np.int64(102))",predict,shape,irrelevant,-0.3375263702778072,shape,0.3375263702778072
"('predict', np.int64(103))",predict,tail,relevant,0.0,color,0.0
"('predict', np.int64(103))",predict,color,irrelevant,0.9999999999999998,color,0.9999999999999998
"('predict', np.int64(103))",predict,shape,relevant,0.0,color,0.0
"('predict', np.int64(104))",predict,tail,irrelevant,0.0,tail,0.0
"('predict', np.int64(104))",predict,color,relevant,0.5773502691896256,tail,0.5773502691896256
"('predict', np.int64(104))",predict,shape,relevant,0.808290376865476,tail,0.808290376865476
"('predict', np.int64(105))",predict,tail,relevant,0.1259881576697424,color,0.1259881576697424
"('predict', np.int64(105))",predict,color,irrelevant,0.37796447300922725,color,0.37796447300922725
"('predict', np.int64(105))",predict,shape,relevant,0.8819171036881969,color,0.8819171036881969
"('predict', np.int64(106))",predict,tail,relevant,0.9438798074485388,shape,0.9438798074485388
"('predict', np.int64(106))",predict,color,relevant,0.0,shape,0.0
"('predict', np.int64(106))",predict,shape,irrelevant,0.0,shape,0.0
"('predict', np.int64(107))",predict,tail,relevant,0.7797693255091694,shape,0.7797693255091694
"('predict', np.int64(107))",predict,color,relevant,0.4962168435058351,shape,0.4962168435058351
"('predict', np.int64(107))",predict,shape,irrelevant,0.21266436150250076,shape,0.21266436150250076
"('predict', np.int64(108))",predict,tail,irrelevant,-0.14586499149789456,tail,0.14586499149789456
"('predict', np.int64(108))",predict,color,relevant,0.4375949744936837,tail,0.4375949744936837
"('predict', np.int64(108))",predict,shape,relevant,0.7293249574894728,tail,0.7293249574894728
"('predict', np.int64(109))",predict,tail,relevant,0.4045199174779452,shape,0.4045199174779452
"('predict', np.int64(109))",predict,color,relevant,0.5393598899705936,shape,0.5393598899705936
"('predict', np.int64(109))",predict,shape,irrelevant,0.2696799449852968,shape,0.2696799449852968
"('predict', np.int64(110))",predict,tail,relevant,-0.20459830184114206,color,0.20459830184114206
"('predict', np.int64(110))",predict,color,irrelevant,-0.4773960376293314,color,0.4773960376293314
"('predict', np.int64(110))",predict,shape,relevant,0.20459830184114206,color,0.20459830184114206
"('predict', np.int64(111))",predict,tail,irrelevant,-0.3824508552957071,tail,0.3824508552957071
"('predict', np.int64(111))",predict,color,relevant,0.2731791823540765,tail,0.2731791823540765
"('predict', np.int64(111))",predict,shape,relevant,0.4917225282373377,tail,0.4917225282373377
"('predict', np.int64(112))",predict,tail,relevant,-0.457495710997814,color,0.457495710997814
"('predict', np.int64(112))",predict,color,irrelevant,-0.30499714066520933,color,0.30499714066520933
"('predict', np.int64(112))",predict,shape,relevant,0.0,color,0.0
"('predict', np.int64(113))",predict,tail,relevant,0.6803360514166088,color,0.6803360514166088
"('predict', np.int64(113))",predict,color,irrelevant,-0.2267786838055363,color,0.2267786838055363
"('predict', np.int64(113))",predict,shape,relevant,0.6803360514166088,color,0.6803360514166088
"('predict', np.int64(114))",predict,tail,irrelevant,0.058222250973958195,tail,0.058222250973958195
"('predict', np.int64(114))",predict,color,relevant,0.7568892626614565,tail,0.7568892626614565
"('predict', np.int64(114))",predict,shape,relevant,-0.058222250973958195,tail,0.058222250973958195
"('predict', np.int64(115))",predict,tail,relevant,0.8006407690254356,color,0.8006407690254356
"('predict', np.int64(115))",predict,color,irrelevant,0.32025630761017426,color,0.32025630761017426
"('predict', np.int64(115))",predict,shape,relevant,0.16012815380508713,color,0.16012815380508713
"('predict', np.int64(116))",predict,tail,irrelevant,-0.4181210050035453,tail,0.4181210050035453
"('predict', np.int64(116))",predict,color,relevant,0.7526178090063815,tail,0.7526178090063815
"('predict', np.int64(116))",predict,shape,relevant,-0.4181210050035453,tail,0.4181210050035453
"('predict', np.int64(117))",predict,tail,irrelevant,0.7499999999999999,tail,0.7499999999999999
"('predict', np.int64(117))",predict,color,relevant,0.24999999999999994,tail,0.24999999999999994
"('predict', np.int64(117))",predict,shape,relevant,0.24999999999999994,tail,0.24999999999999994
"('predict', np.int64(118))",predict,tail,relevant,-0.2955987834492879,shape,0.2955987834492879
"('predict', np.int64(118))",predict,color,relevant,0.6897304947150051,shape,0.6897304947150051
"('predict', np.int64(118))",predict,shape,irrelevant,-0.49266463908214647,shape,0.49266463908214647
"('predict', np.int64(119))",predict,tail,relevant,0.5163977794943222,shape,0.5163977794943222
"('predict', np.int64(119))",predict,color,relevant,0.6454972243679027,shape,0.6454972243679027
"('predict', np.int64(119))",predict,shape,irrelevant,0.0,shape,0.0
"('predict', np.int64(120))",predict,tail,relevant,-0.48038446141526137,shape,0.48038446141526137
"('predict', np.int64(120))",predict,color,relevant,0.8006407690254356,shape,0.8006407690254356
"('predict', np.int64(120))",predict,shape,irrelevant,-0.16012815380508713,shape,0.16012815380508713
"('predict', np.int64(121))",predict,tail,irrelevant,0.37796447300922714,tail,0.37796447300922714
"('predict', np.int64(121))",predict,color,relevant,-0.07559289460184544,tail,0.07559289460184544
"('predict', np.int64(121))",predict,shape,relevant,-0.07559289460184544,tail,0.07559289460184544
"('predict', np.int64(122))",predict,tail,relevant,0.13867504905630726,shape,0.13867504905630726
"('predict', np.int64(122))",predict,color,relevant,0.2773500981126145,shape,0.2773500981126145
"('predict', np.int64(122))",predict,shape,irrelevant,0.554700196225229,shape,0.554700196225229
"('predict', np.int64(123))",predict,tail,irrelevant,0.0,tail,0.0
"('predict', np.int64(123))",predict,color,relevant,0.808290376865476,tail,0.808290376865476
"('predict', np.int64(123))",predict,shape,relevant,0.5773502691896256,tail,0.5773502691896256
"('predict', np.int64(124))",predict,tail,relevant,0.4865336327998411,shape,0.4865336327998411
"('predict', np.int64(124))",predict,color,relevant,0.7645528515426075,shape,0.7645528515426075
"('predict', np.int64(124))",predict,shape,irrelevant,0.3475240234284579,shape,0.3475240234284579
"('predict', np.int64(125))",predict,tail,relevant,0.9176629354822471,color,0.9176629354822471
"('predict', np.int64(125))",predict,color,irrelevant,0.0,color,0.0
"('predict', np.int64(125))",predict,shape,relevant,0.0,color,0.0
"('predict', np.int64(126))",predict,tail,irrelevant,0.5388159060803247,tail,0.5388159060803247
"('predict', np.int64(126))",predict,color,relevant,0.17960530202677488,tail,0.17960530202677488
"('predict', np.int64(126))",predict,shape,relevant,0.17960530202677488,tail,0.17960530202677488
"('predict', np.int64(127))",predict,tail,irrelevant,-0.26726124191242434,tail,0.26726124191242434
"('predict', np.int64(127))",predict,color,relevant,0.5345224838248487,tail,0.5345224838248487
"('predict', np.int64(127))",predict,shape,relevant,0.8017837257372731,tail,0.8017837257372731
"('predict', np.int64(128))",predict,tail,relevant,0.7184212081070995,shape,0.7184212081070995
"('predict', np.int64(128))",predict,color,relevant,0.35921060405354976,shape,0.35921060405354976
"('predict', np.int64(128))",predict,shape,irrelevant,0.35921060405354976,shape,0.35921060405354976
"('predict', np.int64(129))",predict,tail,irrelevant,-0.5,tail,0.5
"('predict', np.int64(129))",predict,color,relevant,-0.16666666666666666,tail,0.16666666666666666
"('predict', np.int64(129))",predict,shape,relevant,0.0,tail,0.0
"('predict', np.int64(130))",predict,tail,irrelevant,0.23735633163877065,tail,0.23735633163877065
"('predict', np.int64(130))",predict,color,relevant,-0.23735633163877065,tail,0.23735633163877065
"('predict', np.int64(130))",predict,shape,relevant,0.712068994916312,tail,0.712068994916312
"('predict', np.int64(131))",predict,tail,relevant,0.46188021535170054,color,0.46188021535170054
"('predict', np.int64(131))",predict,color,irrelevant,0.46188021535170054,color,0.46188021535170054
"('predict', np.int64(131))",predict,shape,relevant,0.6928203230275508,color,0.6928203230275508
"('predict', np.int64(132))",predict,tail,relevant,0.7526178090063815,shape,0.7526178090063815
"('predict', np.int64(132))",predict,color,relevant,0.2508726030021272,shape,0.2508726030021272
"('predict', np.int64(132))",predict,shape,irrelevant,0.5853694070049634,shape,0.5853694070049634
"('predict', np.int64(133))",predict,tail,relevant,0.6454972243679027,shape,0.6454972243679027
"('predict', np.int64(133))",predict,color,relevant,0.6454972243679027,shape,0.6454972243679027
"('predict', np.int64(133))",predict,shape,irrelevant,-0.38729833462074165,shape,0.38729833462074165
"('predict', np.int64(134))",predict,tail,irrelevant,-0.6396021490668313,tail,0.6396021490668313
"('predict', np.int64(134))",predict,color,relevant,0.533001790889026,tail,0.533001790889026
"('predict', np.int64(134))",predict,shape,relevant,0.42640143271122083,tail,0.42640143271122083
"('predict', np.int64(135))",predict,tail,irrelevant,-0.5388159060803247,tail,0.5388159060803247
"('predict', np.int64(135))",predict,color,relevant,0.5388159060803247,tail,0.5388159060803247
"('predict', np.int64(135))",predict,shape,relevant,-0.17960530202677488,tail,0.17960530202677488
"('predict', np.int64(136))",predict,tail,relevant,0.4436782547080568,color,0.4436782547080568
"('predict', np.int64(136))",predict,color,irrelevant,-0.6211495565912796,color,0.6211495565912796
"('predict', np.int64(136))",predict,shape,relevant,0.6211495565912796,color,0.6211495565912796
"('predict', np.int64(137))",predict,tail,relevant,0.8333333333333333,color,0.8333333333333333
"('predict', np.int64(137))",predict,color,irrelevant,0.16666666666666666,color,0.16666666666666666
"('predict', np.int64(137))",predict,shape,relevant,0.5,color,0.5
"('predict', np.int64(138))",predict,tail,irrelevant,-0.8728715609439696,tail,0.8728715609439696
"('predict', np.int64(138))",predict,color,relevant,0.2182178902359924,tail,0.2182178902359924
"('predict', np.int64(138))",predict,shape,relevant,0.1091089451179962,tail,0.1091089451179962
"('predict', np.int64(139))",predict,tail,relevant,0.06579516949597689,color,0.06579516949597689
"('predict', np.int64(139))",predict,color,irrelevant,0.7237468644557458,color,0.7237468644557458
"('predict', np.int64(139))",predict,shape,relevant,-0.06579516949597689,color,0.06579516949597689
"('predict', np.int64(140))",predict,tail,relevant,0.7181848464596078,shape,0.7181848464596078
"('predict', np.int64(140))",predict,color,relevant,0.3077935056255462,shape,0.3077935056255462
"('predict', np.int64(140))",predict,shape,irrelevant,0.5129891760425769,shape,0.5129891760425769
"('predict', np.int64(141))",predict,tail,relevant,0.9393364366277241,color,0.9393364366277241
"('predict', np.int64(141))",predict,color,irrelevant,0.18786728732554484,color,0.18786728732554484
"('predict', np.int64(141))",predict,shape,relevant,-0.18786728732554484,color,0.18786728732554484
"('predict', np.int64(142))",predict,tail,relevant,-0.6644105970267493,color,0.6644105970267493
"('predict', np.int64(142))",predict,color,irrelevant,0.47457899787624946,color,0.47457899787624946
"('predict', np.int64(142))",predict,shape,relevant,-0.28474739872574967,color,0.28474739872574967
"('predict', np.int64(143))",predict,tail,relevant,0.22941573387056177,color,0.22941573387056177
"('predict', np.int64(143))",predict,color,irrelevant,0.22941573387056177,color,0.22941573387056177
"('predict', np.int64(143))",predict,shape,relevant,0.0,color,0.0
"('predict', np.int64(144))",predict,tail,relevant,0.8751899489873673,shape,0.8751899489873673
"('predict', np.int64(144))",predict,color,relevant,0.2917299829957891,shape,0.2917299829957891
"('predict', np.int64(144))",predict,shape,irrelevant,0.2917299829957891,shape,0.2917299829957891
"('predict', np.int64(145))",predict,tail,relevant,0.5696519211398117,color,0.5696519211398117
"('predict', np.int64(145))",predict,color,irrelevant,-0.08137884587711594,color,0.08137884587711594
"('predict', np.int64(145))",predict,shape,relevant,-0.7324096128940435,color,0.7324096128940435
"('predict', np.int64(146))",predict,tail,irrelevant,0.16012815380508713,tail,0.16012815380508713
"('predict', np.int64(146))",predict,color,relevant,0.6405126152203485,tail,0.6405126152203485
"('predict', np.int64(146))",predict,shape,relevant,0.6405126152203485,tail,0.6405126152203485
"('predict', np.int64(147))",predict,tail,relevant,-0.9249396239673109,color,0.9249396239673109
"('predict', np.int64(147))",predict,color,irrelevant,0.1849879247934622,color,0.1849879247934622
"('predict', np.int64(147))",predict,shape,relevant,0.06166264159782073,color,0.06166264159782073
"('predict', np.int64(148))",predict,tail,irrelevant,-0.17960530202677488,tail,0.17960530202677488
"('predict', np.int64(148))",predict,color,relevant,-0.5388159060803247,tail,0.5388159060803247
"('predict', np.int64(148))",predict,shape,relevant,0.17960530202677488,tail,0.17960530202677488
"('predict', np.int64(149))",predict,tail,irrelevant,0.35921060405354976,tail,0.35921060405354976
"('predict', np.int64(149))",predict,color,relevant,0.8980265101338744,tail,0.8980265101338744
"('predict', np.int64(149))",predict,shape,relevant,0.0,tail,0.0
"('predict', np.int64(150))",predict,tail,relevant,0.4886777774252209,shape,0.4886777774252209
"('predict', np.int64(150))",predict,color,relevant,0.6108472217815261,shape,0.6108472217815261
"('predict', np.int64(150))",predict,shape,irrelevant,-0.4886777774252209,shape,0.4886777774252209
