task,conditionOrder,item,testing_responses,relevant_dim,irrelevant_dim,stripes_high,feet_high,fertility_score,error,abs_error,stripes,feet
accommodate,172,E_F,7.0,stripes,feet,E,C,8.25,-1.25,1.25,E,F
accommodate,147,W_C,4.0,feet,stripes,W,F,4.75,-0.75,0.75,W,C
accommodate,147,E_F,9.0,feet,stripes,W,F,6.0,3.0,3.0,E,F
accommodate,147,W_F,10.0,feet,stripes,W,F,9.25,0.75,0.75,W,F
accommodate,147,E_C,10.0,feet,stripes,W,F,5.0,5.0,5.0,E,C
accommodate,18,W_F,7.0,stripes,feet,W,F,7.75,-0.75,0.75,W,F
accommodate,18,E_F,3.0,stripes,feet,W,F,3.0,0.0,0.0,E,F
accommodate,18,E_C,3.0,stripes,feet,W,F,2.5,0.5,0.5,E,C
accommodate,18,W_C,9.0,stripes,feet,W,F,6.0,3.0,3.0,W,C
accommodate,134,E_F,2.0,stripes,feet,W,C,2.75,-0.75,0.75,E,F
accommodate,134,W_F,5.0,stripes,feet,W,C,7.0,-2.0,2.0,W,F
accommodate,134,W_C,9.0,stripes,feet,W,C,7.75,1.25,1.25,W,C
accommodate,134,E_C,4.0,stripes,feet,W,C,3.5,0.5,0.5,E,C
accommodate,129,E_F,6.0,feet,stripes,E,C,4.25,1.75,1.75,E,F
accommodate,129,W_C,8.0,feet,stripes,E,C,8.5,-0.5,0.5,W,C
accommodate,129,E_C,10.0,feet,stripes,E,C,9.0,1.0,1.0,E,C
accommodate,129,W_F,4.0,feet,stripes,E,C,2.75,1.25,1.25,W,F
accommodate,7,E_F,7.0,feet,stripes,W,F,6.0,1.0,1.0,E,F
accommodate,7,W_C,5.0,feet,stripes,W,F,3.75,1.25,1.25,W,C
accommodate,7,E_C,4.0,feet,stripes,W,F,3.5,0.5,0.5,E,C
accommodate,7,W_F,9.0,feet,stripes,W,F,6.75,2.25,2.25,W,F
accommodate,26,W_F,6.0,stripes,feet,W,C,5.0,1.0,1.0,W,F
accommodate,26,W_C,9.0,stripes,feet,W,C,8.75,0.25,0.25,W,C
accommodate,26,E_F,1.0,stripes,feet,W,C,2.0,-1.0,1.0,E,F
accommodate,26,E_C,3.0,stripes,feet,W,C,3.75,-0.75,0.75,E,C
accommodate,235,W_C,6.0,feet,stripes,W,F,4.75,1.25,1.25,W,C
accommodate,235,W_F,7.0,feet,stripes,W,F,7.75,-0.75,0.75,W,F
accommodate,235,E_C,3.0,feet,stripes,W,F,3.5,-0.5,0.5,E,C
accommodate,235,E_F,4.0,feet,stripes,W,F,4.5,-0.5,0.5,E,F
accommodate,49,E_F,6.0,feet,stripes,E,C,5.0,1.0,1.0,E,F
accommodate,49,E_C,9.0,feet,stripes,E,C,7.75,1.25,1.25,E,C
accommodate,49,W_F,3.0,feet,stripes,E,C,4.0,-1.0,1.0,W,F
accommodate,49,W_C,5.0,feet,stripes,E,C,7.75,-2.75,2.75,W,C
accommodate,261,W_F,2.0,feet,stripes,W,C,3.75,-1.75,1.75,W,F
accommodate,261,E_C,7.0,feet,stripes,W,C,6.75,0.25,0.25,E,C
accommodate,261,E_F,2.0,feet,stripes,W,C,1.25,0.75,0.75,E,F
accommodate,261,W_C,6.0,feet,stripes,W,C,7.5,-1.5,1.5,W,C
accommodate,205,E_C,7.0,feet,stripes,E,C,6.5,0.5,0.5,E,C
accommodate,205,E_F,3.0,feet,stripes,E,C,5.0,-2.0,2.0,E,F
accommodate,205,W_C,8.0,feet,stripes,E,C,6.0,2.0,2.0,W,C
accommodate,205,W_F,4.0,feet,stripes,E,C,4.5,-0.5,0.5,W,F
accommodate,56,W_F,2.0,stripes,feet,E,C,1.5,0.5,0.5,W,F
accommodate,56,W_C,3.0,stripes,feet,E,C,3.5,-0.5,0.5,W,C
accommodate,56,E_F,4.0,stripes,feet,E,C,5.25,-1.25,1.25,E,F
accommodate,56,E_C,8.0,stripes,feet,E,C,7.0,1.0,1.0,E,C
accommodate,42,E_F,5.0,stripes,feet,W,C,3.0,2.0,2.0,E,F
accommodate,42,W_C,6.0,stripes,feet,W,C,6.5,-0.5,0.5,W,C
accommodate,42,W_F,7.0,stripes,feet,W,C,5.25,1.75,1.75,W,F
accommodate,42,E_C,3.0,stripes,feet,W,C,3.75,-0.75,0.75,E,C
accommodate,2,W_F,5.0,stripes,feet,W,C,6.25,-1.25,1.25,W,F
accommodate,2,E_F,2.0,stripes,feet,W,C,2.5,-0.5,0.5,E,F
accommodate,2,W_C,9.0,stripes,feet,W,C,8.25,0.75,0.75,W,C
accommodate,2,E_C,5.0,stripes,feet,W,C,2.25,2.75,2.75,E,C
accommodate,252,W_C,3.0,stripes,feet,E,F,2.0,1.0,1.0,W,C
accommodate,252,E_C,9.0,stripes,feet,E,F,7.5,1.5,1.5,E,C
accommodate,252,E_F,7.0,stripes,feet,E,F,6.5,0.5,0.5,E,F
accommodate,252,W_F,4.0,stripes,feet,E,F,4.75,-0.75,0.75,W,F
accommodate,290,E_F,6.0,stripes,feet,W,C,2.5,3.5,3.5,E,F
accommodate,290,E_C,6.0,stripes,feet,W,C,4.0,2.0,2.0,E,C
accommodate,290,W_C,4.0,stripes,feet,W,C,6.75,-2.75,2.75,W,C
accommodate,290,W_F,9.0,stripes,feet,W,C,6.5,2.5,2.5,W,F
accommodate,260,W_F,1.0,stripes,feet,E,C,2.75,-1.75,1.75,W,F
accommodate,260,W_C,4.0,stripes,feet,E,C,3.5,0.5,0.5,W,C
accommodate,260,E_C,8.0,stripes,feet,E,C,7.5,0.5,0.5,E,C
accommodate,260,E_F,5.0,stripes,feet,E,C,5.75,-0.75,0.75,E,F
accommodate,230,W_C,7.0,stripes,feet,W,F,7.0,0.0,0.0,W,C
accommodate,230,E_C,2.0,stripes,feet,W,F,3.0,-1.0,1.0,E,C
accommodate,230,W_F,9.0,stripes,feet,W,F,7.5,1.5,1.5,W,F
accommodate,230,E_F,5.0,stripes,feet,W,F,4.25,0.75,0.75,E,F
accommodate,187,W_C,3.0,feet,stripes,E,F,2.75,0.25,0.25,W,C
accommodate,187,W_F,5.0,feet,stripes,E,F,7.0,-2.0,2.0,W,F
accommodate,187,E_C,5.0,feet,stripes,E,F,5.5,-0.5,0.5,E,C
accommodate,187,E_F,9.0,feet,stripes,E,F,6.5,2.5,2.5,E,F
accommodate,188,W_C,5.0,stripes,feet,E,F,5.0,0.0,0.0,W,C
accommodate,188,E_F,9.0,stripes,feet,E,F,8.0,1.0,1.0,E,F
accommodate,188,E_C,8.0,stripes,feet,E,F,6.0,2.0,2.0,E,C
accommodate,188,W_F,5.0,stripes,feet,E,F,5.75,-0.75,0.75,W,F
accommodate,232,E_F,6.0,stripes,feet,E,F,7.5,-1.5,1.5,E,F
accommodate,232,E_C,7.0,stripes,feet,E,F,6.5,0.5,0.5,E,C
accommodate,232,W_C,5.0,stripes,feet,E,F,4.0,1.0,1.0,W,C
accommodate,232,W_F,8.0,stripes,feet,E,F,5.0,3.0,3.0,W,F
accommodate,92,W_C,3.0,stripes,feet,E,C,4.5,-1.5,1.5,W,C
accommodate,92,W_F,5.0,stripes,feet,E,C,3.75,1.25,1.25,W,F
accommodate,92,E_F,8.0,stripes,feet,E,C,6.75,1.25,1.25,E,F
accommodate,92,E_C,6.0,stripes,feet,E,C,7.5,-1.5,1.5,E,C
accommodate,214,E_F,3.0,stripes,feet,W,C,4.25,-1.25,1.25,E,F
accommodate,214,W_F,5.0,stripes,feet,W,C,6.0,-1.0,1.0,W,F
accommodate,214,E_C,4.0,stripes,feet,W,C,4.0,0.0,0.0,E,C
accommodate,214,W_C,8.0,stripes,feet,W,C,7.75,0.25,0.25,W,C
accommodate,138,E_F,7.0,stripes,feet,W,C,4.25,2.75,2.75,E,F
accommodate,138,E_C,3.0,stripes,feet,W,C,5.0,-2.0,2.0,E,C
accommodate,138,W_C,4.0,stripes,feet,W,C,7.5,-3.5,3.5,W,C
accommodate,138,W_F,6.0,stripes,feet,W,C,6.5,-0.5,0.5,W,F
accommodate,217,W_F,7.0,feet,stripes,W,C,6.0,1.0,1.0,W,F
accommodate,217,E_F,4.0,feet,stripes,W,C,3.5,0.5,0.5,E,F
accommodate,217,E_C,7.0,feet,stripes,W,C,7.25,-0.25,0.25,E,C
accommodate,217,W_C,9.0,feet,stripes,W,C,8.5,0.5,0.5,W,C
accommodate,64,W_F,8.0,stripes,feet,E,F,3.5,4.5,4.5,W,F
accommodate,64,E_C,6.0,stripes,feet,E,F,6.25,-0.25,0.25,E,C
accommodate,64,W_C,7.0,stripes,feet,E,F,3.5,3.5,3.5,W,C
accommodate,64,E_F,9.0,stripes,feet,E,F,7.75,1.25,1.25,E,F
accommodate,211,E_F,9.0,feet,stripes,E,F,8.75,0.25,0.25,E,F
accommodate,211,W_C,2.0,feet,stripes,E,F,3.25,-1.25,1.25,W,C
accommodate,211,W_F,4.0,feet,stripes,E,F,5.5,-1.5,1.5,W,F
accommodate,211,E_C,7.0,feet,stripes,E,F,2.5,4.5,4.5,E,C
accommodate,221,W_C,8.0,feet,stripes,W,C,8.0,0.0,0.0,W,C
accommodate,221,E_F,4.0,feet,stripes,W,C,2.5,1.5,1.5,E,F
accommodate,221,E_C,9.0,feet,stripes,W,C,5.75,3.25,3.25,E,C
accommodate,221,W_F,2.0,feet,stripes,W,C,3.0,-1.0,1.0,W,F
accommodate,47,W_C,2.0,feet,stripes,E,F,3.0,-1.0,1.0,W,C
accommodate,47,E_F,9.0,feet,stripes,E,F,7.5,1.5,1.5,E,F
accommodate,47,W_F,4.0,feet,stripes,E,F,6.0,-2.0,2.0,W,F
accommodate,47,E_C,5.0,feet,stripes,E,F,3.25,1.75,1.75,E,C
accommodate,218,E_F,3.0,stripes,feet,W,F,5.25,-2.25,2.25,E,F
accommodate,218,E_C,4.0,stripes,feet,W,F,3.0,1.0,1.0,E,C
accommodate,218,W_C,8.0,stripes,feet,W,F,5.0,3.0,3.0,W,C
accommodate,218,W_F,8.0,stripes,feet,W,F,7.5,0.5,0.5,W,F
accommodate,273,E_F,4.0,feet,stripes,W,C,3.25,0.75,0.75,E,F
accommodate,273,W_F,1.0,feet,stripes,W,C,4.0,-3.0,3.0,W,F
accommodate,273,W_C,6.0,feet,stripes,W,C,8.0,-2.0,2.0,W,C
accommodate,273,E_C,10.0,feet,stripes,W,C,7.5,2.5,2.5,E,C
accommodate,278,W_F,7.0,stripes,feet,W,C,8.25,-1.25,1.25,W,F
accommodate,278,E_F,2.0,stripes,feet,W,C,2.0,0.0,0.0,E,F
accommodate,278,W_C,8.0,stripes,feet,W,C,6.5,1.5,1.5,W,C
accommodate,278,E_C,1.0,stripes,feet,W,C,4.75,-3.75,3.75,E,C
accommodate,267,W_C,9.0,feet,stripes,E,F,3.25,5.75,5.75,W,C
accommodate,267,W_F,3.0,feet,stripes,E,F,7.0,-4.0,4.0,W,F
accommodate,267,E_F,8.0,feet,stripes,E,F,8.0,0.0,0.0,E,F
accommodate,267,E_C,6.0,feet,stripes,E,F,5.0,1.0,1.0,E,C
accommodate,160,W_F,7.0,stripes,feet,E,F,4.75,2.25,2.25,W,F
accommodate,160,E_F,9.0,stripes,feet,E,F,8.0,1.0,1.0,E,F
accommodate,160,W_C,3.0,stripes,feet,E,F,3.25,-0.25,0.25,W,C
accommodate,160,E_C,6.0,stripes,feet,E,F,6.5,-0.5,0.5,E,C
accommodate,74,W_F,9.0,stripes,feet,W,F,8.75,0.25,0.25,W,F
accommodate,74,E_C,4.0,stripes,feet,W,F,2.75,1.25,1.25,E,C
accommodate,74,W_C,8.0,stripes,feet,W,F,6.25,1.75,1.75,W,C
accommodate,74,E_F,5.0,stripes,feet,W,F,3.5,1.5,1.5,E,F
accommodate,195,E_F,10.0,feet,stripes,E,F,8.0,2.0,2.0,E,F
accommodate,195,W_F,7.0,feet,stripes,E,F,6.5,0.5,0.5,W,F
accommodate,195,W_C,5.0,feet,stripes,E,F,4.0,1.0,1.0,W,C
accommodate,195,E_C,5.0,feet,stripes,E,F,4.75,0.25,0.25,E,C
accommodate,128,E_F,9.0,stripes,feet,E,F,8.5,0.5,0.5,E,F
accommodate,128,W_F,4.0,stripes,feet,E,F,3.25,0.75,0.75,W,F
accommodate,128,E_C,7.0,stripes,feet,E,F,5.75,1.25,1.25,E,C
accommodate,128,W_C,5.0,stripes,feet,E,F,4.25,0.75,0.75,W,C
accommodate,110,E_F,6.0,stripes,feet,W,C,2.75,3.25,3.25,E,F
accommodate,110,W_F,8.0,stripes,feet,W,C,6.0,2.0,2.0,W,F
accommodate,110,E_C,4.0,stripes,feet,W,C,4.75,-0.75,0.75,E,C
accommodate,110,W_C,6.0,stripes,feet,W,C,6.5,-0.5,0.5,W,C
accommodate,102,W_F,7.0,stripes,feet,W,F,7.5,-0.5,0.5,W,F
accommodate,102,E_C,4.0,stripes,feet,W,F,3.0,1.0,1.0,E,C
accommodate,102,E_F,2.0,stripes,feet,W,F,3.0,-1.0,1.0,E,F
accommodate,102,W_C,9.0,stripes,feet,W,F,6.5,2.5,2.5,W,C
accommodate,100,E_F,5.0,stripes,feet,E,C,6.75,-1.75,1.75,E,F
accommodate,100,W_F,5.0,stripes,feet,E,C,3.0,2.0,2.0,W,F
accommodate,100,W_C,5.0,stripes,feet,E,C,5.5,-0.5,0.5,W,C
accommodate,100,E_C,5.0,stripes,feet,E,C,6.75,-1.75,1.75,E,C
accommodate,199,W_F,7.0,feet,stripes,E,F,6.75,0.25,0.25,W,F
accommodate,199,W_C,4.0,feet,stripes,E,F,2.75,1.25,1.25,W,C
accommodate,199,E_F,9.0,feet,stripes,E,F,7.5,1.5,1.5,E,F
accommodate,199,E_C,3.0,feet,stripes,E,F,3.25,-0.25,0.25,E,C
accommodate,131,E_C,7.0,feet,stripes,W,F,2.25,4.75,4.75,E,C
accommodate,131,W_C,8.0,feet,stripes,W,F,4.0,4.0,4.0,W,C
accommodate,131,W_F,8.0,feet,stripes,W,F,8.25,-0.25,0.25,W,F
accommodate,131,E_F,6.0,feet,stripes,W,F,5.5,0.5,0.5,E,F
accommodate,140,W_C,3.0,stripes,feet,E,C,3.0,0.0,0.0,W,C
accommodate,140,E_F,8.0,stripes,feet,E,C,7.5,0.5,0.5,E,F
accommodate,140,E_C,8.0,stripes,feet,E,C,9.0,-1.0,1.0,E,C
accommodate,140,W_F,3.0,stripes,feet,E,C,3.0,0.0,0.0,W,F
accommodate,127,W_F,4.0,feet,stripes,W,F,6.0,-2.0,2.0,W,F
accommodate,127,E_C,5.0,feet,stripes,W,F,2.25,2.75,2.75,E,C
accommodate,127,W_C,1.0,feet,stripes,W,F,3.25,-2.25,2.25,W,C
accommodate,127,E_F,7.0,feet,stripes,W,F,6.0,1.0,1.0,E,F
accommodate,280,W_F,4.0,stripes,feet,E,F,3.25,0.75,0.75,W,F
accommodate,280,E_F,9.0,stripes,feet,E,F,8.25,0.75,0.75,E,F
accommodate,280,E_C,5.0,stripes,feet,E,F,6.0,-1.0,1.0,E,C
accommodate,280,W_C,2.0,stripes,feet,E,F,3.0,-1.0,1.0,W,C
accommodate,265,E_C,7.0,feet,stripes,E,C,8.0,-1.0,1.0,E,C
accommodate,265,W_C,4.0,feet,stripes,E,C,5.75,-1.75,1.75,W,C
accommodate,265,E_F,6.0,feet,stripes,E,C,3.5,2.5,2.5,E,F
accommodate,265,W_F,4.0,feet,stripes,E,C,3.25,0.75,0.75,W,F
accommodate,279,E_F,7.0,feet,stripes,E,F,8.25,-1.25,1.25,E,F
accommodate,279,W_F,7.0,feet,stripes,E,F,8.25,-1.25,1.25,W,F
accommodate,279,E_C,4.0,feet,stripes,E,F,4.25,-0.25,0.25,E,C
accommodate,279,W_C,9.0,feet,stripes,E,F,2.0,7.0,7.0,W,C
accommodate,238,W_F,7.0,stripes,feet,W,C,6.5,0.5,0.5,W,F
accommodate,238,W_C,10.0,stripes,feet,W,C,8.75,1.25,1.25,W,C
accommodate,238,E_F,2.0,stripes,feet,W,C,3.75,-1.75,1.75,E,F
accommodate,238,E_C,7.0,stripes,feet,W,C,3.25,3.75,3.75,E,C
accommodate,178,E_F,5.0,stripes,feet,W,F,3.0,2.0,2.0,E,F
accommodate,178,W_C,8.0,stripes,feet,W,F,5.75,2.25,2.25,W,C
accommodate,178,W_F,10.0,stripes,feet,W,F,8.0,2.0,2.0,W,F
accommodate,178,E_C,3.0,stripes,feet,W,F,3.75,-0.75,0.75,E,C
accommodate,35,E_C,3.0,feet,stripes,E,F,3.75,-0.75,0.75,E,C
accommodate,35,W_F,10.0,feet,stripes,E,F,6.5,3.5,3.5,W,F
accommodate,35,W_C,6.0,feet,stripes,E,F,4.25,1.75,1.75,W,C
accommodate,35,E_F,8.0,feet,stripes,E,F,8.0,0.0,0.0,E,F
accommodate,52,W_F,4.0,stripes,feet,E,C,4.0,0.0,0.0,W,F
accommodate,52,W_C,4.0,stripes,feet,E,C,5.25,-1.25,1.25,W,C
accommodate,52,E_F,8.0,stripes,feet,E,C,7.75,0.25,0.25,E,F
accommodate,52,E_C,9.0,stripes,feet,E,C,7.75,1.25,1.25,E,C
accommodate,229,E_F,5.0,feet,stripes,W,C,2.75,2.25,2.25,E,F
accommodate,229,W_C,1.0,feet,stripes,W,C,6.25,-5.25,5.25,W,C
accommodate,229,W_F,6.0,feet,stripes,W,C,3.0,3.0,3.0,W,F
accommodate,229,E_C,2.0,feet,stripes,W,C,5.5,-3.5,3.5,E,C
accommodate,10,W_C,6.0,stripes,feet,W,C,6.75,-0.75,0.75,W,C
accommodate,10,E_F,3.0,stripes,feet,W,C,3.0,0.0,0.0,E,F
accommodate,10,W_F,5.0,stripes,feet,W,C,6.25,-1.25,1.25,W,F
accommodate,10,E_C,4.0,stripes,feet,W,C,4.75,-0.75,0.75,E,C
accommodate,65,W_C,5.0,feet,stripes,E,C,7.5,-2.5,2.5,W,C
accommodate,65,W_F,3.0,feet,stripes,E,C,2.5,0.5,0.5,W,F
accommodate,65,E_F,4.0,feet,stripes,E,C,4.0,0.0,0.0,E,F
accommodate,65,E_C,9.0,feet,stripes,E,C,7.75,1.25,1.25,E,C
accommodate,289,E_C,9.0,feet,stripes,E,C,6.5,2.5,2.5,E,C
accommodate,289,W_F,1.0,feet,stripes,E,C,1.5,-0.5,0.5,W,F
accommodate,289,W_C,9.0,feet,stripes,E,C,7.0,2.0,2.0,W,C
accommodate,289,E_F,2.0,feet,stripes,E,C,3.5,-1.5,1.5,E,F
accommodate,253,E_F,6.0,feet,stripes,E,C,3.0,3.0,3.0,E,F
accommodate,253,E_C,8.0,feet,stripes,E,C,8.5,-0.5,0.5,E,C
accommodate,253,W_F,3.0,feet,stripes,E,C,4.0,-1.0,1.0,W,F
accommodate,253,W_C,6.0,feet,stripes,E,C,5.75,0.25,0.25,W,C
accommodate,59,W_C,3.0,feet,stripes,W,F,5.0,-2.0,2.0,W,C
accommodate,59,E_C,6.0,feet,stripes,W,F,4.0,2.0,2.0,E,C
accommodate,59,E_F,10.0,feet,stripes,W,F,7.75,2.25,2.25,E,F
accommodate,59,W_F,4.0,feet,stripes,W,F,8.25,-4.25,4.25,W,F
accommodate,68,E_F,7.0,stripes,feet,E,C,6.75,0.25,0.25,E,F
accommodate,68,W_C,4.0,stripes,feet,E,C,3.5,0.5,0.5,W,C
accommodate,68,W_F,3.0,stripes,feet,E,C,2.0,1.0,1.0,W,F
accommodate,68,E_C,9.0,stripes,feet,E,C,8.75,0.25,0.25,E,C
accommodate,95,E_C,4.0,feet,stripes,W,F,4.0,0.0,0.0,E,C
accommodate,95,E_F,8.0,feet,stripes,W,F,7.5,0.5,0.5,E,F
accommodate,95,W_F,8.0,feet,stripes,W,F,9.0,-1.0,1.0,W,F
accommodate,95,W_C,3.0,feet,stripes,W,F,3.5,-0.5,0.5,W,C
accommodate,268,E_C,9.0,stripes,feet,E,C,7.5,1.5,1.5,E,C
accommodate,268,W_C,5.0,stripes,feet,E,C,3.75,1.25,1.25,W,C
accommodate,268,E_F,8.0,stripes,feet,E,C,7.0,1.0,1.0,E,F
accommodate,268,W_F,2.0,stripes,feet,E,C,3.25,-1.25,1.25,W,F
accommodate,234,W_F,3.0,stripes,feet,W,C,7.25,-4.25,4.25,W,F
accommodate,234,W_C,6.0,stripes,feet,W,C,7.75,-1.75,1.75,W,C
accommodate,234,E_F,8.0,stripes,feet,W,C,3.75,4.25,4.25,E,F
accommodate,234,E_C,9.0,stripes,feet,W,C,5.0,4.0,4.0,E,C
accommodate,101,W_F,4.0,feet,stripes,W,C,3.0,1.0,1.0,W,F
accommodate,101,W_C,6.0,feet,stripes,W,C,7.25,-1.25,1.25,W,C
accommodate,101,E_C,5.0,feet,stripes,W,C,6.75,-1.75,1.75,E,C
accommodate,101,E_F,8.0,feet,stripes,W,C,1.75,6.25,6.25,E,F
accommodate,116,E_F,5.0,stripes,feet,E,F,6.5,-1.5,1.5,E,F
accommodate,116,E_C,9.0,stripes,feet,E,F,7.0,2.0,2.0,E,C
accommodate,116,W_C,4.0,stripes,feet,E,F,1.75,2.25,2.25,W,C
accommodate,116,W_F,1.0,stripes,feet,E,F,4.0,-3.0,3.0,W,F
accommodate,264,W_C,4.0,stripes,feet,E,F,3.0,1.0,1.0,W,C
accommodate,264,E_F,8.0,stripes,feet,E,F,7.0,1.0,1.0,E,F
accommodate,264,E_C,6.0,stripes,feet,E,F,7.0,-1.0,1.0,E,C
accommodate,264,W_F,5.0,stripes,feet,E,F,5.25,-0.25,0.25,W,F
accommodate,46,W_C,9.0,stripes,feet,W,C,9.0,0.0,0.0,W,C
accommodate,46,E_C,4.0,stripes,feet,W,C,5.75,-1.75,1.75,E,C
accommodate,46,W_F,4.0,stripes,feet,W,C,7.25,-3.25,3.25,W,F
accommodate,46,E_F,1.0,stripes,feet,W,C,2.75,-1.75,1.75,E,F
accommodate,112,W_F,4.0,stripes,feet,E,C,2.0,2.0,2.0,W,F
accommodate,112,E_F,8.0,stripes,feet,E,C,7.5,0.5,0.5,E,F
accommodate,112,E_C,7.0,stripes,feet,E,C,7.75,-0.75,0.75,E,C
accommodate,112,W_C,3.0,stripes,feet,E,C,4.0,-1.0,1.0,W,C
accommodate,21,W_F,2.0,feet,stripes,E,C,3.0,-1.0,1.0,W,F
accommodate,21,W_C,8.0,feet,stripes,E,C,6.5,1.5,1.5,W,C
accommodate,21,E_C,9.0,feet,stripes,E,C,8.25,0.75,0.75,E,C
accommodate,21,E_F,6.0,feet,stripes,E,C,3.0,3.0,3.0,E,F
accommodate,81,E_C,6.0,feet,stripes,W,C,6.25,-0.25,0.25,E,C
accommodate,81,W_C,10.0,feet,stripes,W,C,9.0,1.0,1.0,W,C
accommodate,81,W_F,6.0,feet,stripes,W,C,4.5,1.5,1.5,W,F
accommodate,81,E_F,2.0,feet,stripes,W,C,2.25,-0.25,0.25,E,F
accommodate,291,W_C,5.0,feet,stripes,W,F,4.25,0.75,0.75,W,C
accommodate,291,E_F,7.0,feet,stripes,W,F,7.25,-0.25,0.25,E,F
accommodate,291,E_C,3.0,feet,stripes,W,F,4.0,-1.0,1.0,E,C
accommodate,291,W_F,9.0,feet,stripes,W,F,8.25,0.75,0.75,W,F
accommodate,156,E_F,8.0,stripes,feet,E,C,7.5,0.5,0.5,E,F
accommodate,156,W_C,4.0,stripes,feet,E,C,4.75,-0.75,0.75,W,C
accommodate,156,E_C,9.0,stripes,feet,E,C,9.5,-0.5,0.5,E,C
accommodate,156,W_F,4.0,stripes,feet,E,C,4.25,-0.25,0.25,W,F
accommodate,295,E_C,1.0,feet,stripes,W,F,2.5,-1.5,1.5,E,C
accommodate,295,E_F,7.0,feet,stripes,W,F,8.0,-1.0,1.0,E,F
accommodate,295,W_C,4.0,feet,stripes,W,F,6.0,-2.0,2.0,W,C
accommodate,295,W_F,10.0,feet,stripes,W,F,9.0,1.0,1.0,W,F
accommodate,67,W_C,5.0,feet,stripes,E,F,3.25,1.75,1.75,W,C
accommodate,67,W_F,5.0,feet,stripes,E,F,8.25,-3.25,3.25,W,F
accommodate,67,E_C,3.0,feet,stripes,E,F,5.75,-2.75,2.75,E,C
accommodate,67,E_F,9.0,feet,stripes,E,F,8.0,1.0,1.0,E,F
accommodate,104,E_C,6.0,stripes,feet,E,C,8.0,-2.0,2.0,E,C
accommodate,104,W_F,7.0,stripes,feet,E,C,5.0,2.0,2.0,W,F
accommodate,104,E_F,7.0,stripes,feet,E,C,6.25,0.75,0.75,E,F
accommodate,104,W_C,4.0,stripes,feet,E,C,4.25,-0.25,0.25,W,C
accommodate,37,W_C,6.0,feet,stripes,E,C,7.0,-1.0,1.0,W,C
accommodate,37,E_F,5.0,feet,stripes,E,C,3.5,1.5,1.5,E,F
accommodate,37,E_C,9.0,feet,stripes,E,C,7.75,1.25,1.25,E,C
accommodate,37,W_F,3.0,feet,stripes,E,C,2.5,0.5,0.5,W,F
accommodate,186,E_C,3.0,stripes,feet,W,F,2.75,0.25,0.25,E,C
accommodate,186,W_C,8.0,stripes,feet,W,F,7.0,1.0,1.0,W,C
accommodate,186,W_F,8.0,stripes,feet,W,F,8.25,-0.25,0.25,W,F
accommodate,186,E_F,3.0,stripes,feet,W,F,3.5,-0.5,0.5,E,F
accommodate,165,E_F,5.0,feet,stripes,E,C,4.75,0.25,0.25,E,F
accommodate,165,E_C,9.0,feet,stripes,E,C,7.75,1.25,1.25,E,C
accommodate,165,W_F,3.0,feet,stripes,E,C,3.0,0.0,0.0,W,F
accommodate,165,W_C,6.0,feet,stripes,E,C,7.25,-1.25,1.25,W,C
accommodate,204,W_C,5.0,stripes,feet,E,C,3.75,1.25,1.25,W,C
accommodate,204,E_F,3.0,stripes,feet,E,C,7.25,-4.25,4.25,E,F
accommodate,204,W_F,7.0,stripes,feet,E,C,2.25,4.75,4.75,W,F
accommodate,204,E_C,9.0,stripes,feet,E,C,8.75,0.25,0.25,E,C
accommodate,32,W_C,4.0,stripes,feet,E,C,4.25,-0.25,0.25,W,C
accommodate,32,W_F,5.0,stripes,feet,E,C,2.75,2.25,2.25,W,F
accommodate,32,E_C,9.0,stripes,feet,E,C,8.5,0.5,0.5,E,C
accommodate,32,E_F,10.0,stripes,feet,E,C,7.5,2.5,2.5,E,F
accommodate,93,E_C,8.0,feet,stripes,W,C,7.25,0.75,0.75,E,C
accommodate,93,E_F,5.0,feet,stripes,W,C,2.5,2.5,2.5,E,F
accommodate,93,W_C,4.0,feet,stripes,W,C,7.25,-3.25,3.25,W,C
accommodate,93,W_F,2.0,feet,stripes,W,C,3.75,-1.75,1.75,W,F
accommodate,153,E_C,8.0,feet,stripes,W,C,7.25,0.75,0.75,E,C
accommodate,153,W_F,4.0,feet,stripes,W,C,3.75,0.25,0.25,W,F
accommodate,153,W_C,9.0,feet,stripes,W,C,8.5,0.5,0.5,W,C
accommodate,153,E_F,4.0,feet,stripes,W,C,3.75,0.25,0.25,E,F
accommodate,71,E_F,4.0,feet,stripes,W,F,6.0,-2.0,2.0,E,F
accommodate,71,W_F,6.0,feet,stripes,W,F,6.0,0.0,0.0,W,F
accommodate,71,W_C,4.0,feet,stripes,W,F,3.5,0.5,0.5,W,C
accommodate,71,E_C,2.0,feet,stripes,W,F,2.25,-0.25,0.25,E,C
accommodate,207,E_C,3.0,feet,stripes,E,F,3.25,-0.25,0.25,E,C
accommodate,207,W_F,5.0,feet,stripes,E,F,6.0,-1.0,1.0,W,F
accommodate,207,E_F,6.0,feet,stripes,E,F,8.25,-2.25,2.25,E,F
accommodate,207,W_C,8.0,feet,stripes,E,F,3.75,4.25,4.25,W,C
accommodate,133,W_F,2.0,feet,stripes,E,C,3.5,-1.5,1.5,W,F
accommodate,133,W_C,5.0,feet,stripes,E,C,7.5,-2.5,2.5,W,C
accommodate,133,E_C,10.0,feet,stripes,E,C,9.75,0.25,0.25,E,C
