participant,task,task_explanation_group,explanation_type,has_causal_explanation,relevant_dim,irrelevant_dim,stripes_high,feet_high,feet_discrete_slider.response,feature_dimension,feature_importance,time,feature_relevance
110,predict,predict,,,stripes,feet,W,C,Yes,stripes,0.0,end,relevant
29,predict,predict,,,feet,stripes,E,C,Yes,stripes,0.0,end,irrelevant
285,predict,predict,,,feet,stripes,E,C,No,stripes,0.0,end,irrelevant
161,predict,predict,,,feet,stripes,W,C,Yes,stripes,-2.0,end,irrelevant
235,predict,predict,,,feet,stripes,W,F,Yes,stripes,0.0,end,irrelevant
78,predict,predict,,,stripes,feet,W,C,Yes,stripes,6.0,end,relevant
197,predict,predict,,,feet,stripes,W,C,Yes,stripes,0.0,end,irrelevant
265,predict,predict,,,feet,stripes,E,C,Yes,stripes,3.0,end,irrelevant
86,predict,predict,,,stripes,feet,W,F,No,stripes,5.0,end,relevant
226,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,feet,0.0,mid,irrelevant
210,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,feet,-7.0,mid,irrelevant
269,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,feet,6.0,mid,relevant
215,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,6.0,mid,relevant
83,accommodate,accommodate_none,none,False,feet,stripes,E,F,No,feet,0.0,mid,relevant
171,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,7.0,mid,relevant
157,accommodate,accommodate_causal,feet,True,feet,stripes,W,C,Yes,feet,6.0,mid,relevant
1,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,6.0,mid,relevant
122,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,7.0,mid,irrelevant
149,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,7.0,mid,relevant
262,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,-7.0,mid,irrelevant
244,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,feet,0.0,mid,irrelevant
175,accommodate,accommodate_causal,both,True,feet,stripes,E,F,Yes,feet,6.0,mid,relevant
208,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,feet,5.0,mid,irrelevant
283,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,6.0,mid,relevant
143,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,7.0,mid,relevant
119,accommodate,accommodate_causal,feet,True,feet,stripes,E,F,Yes,feet,5.0,mid,relevant
19,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,5.0,mid,relevant
170,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,0.0,mid,irrelevant
297,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,feet,0.0,mid,relevant
285,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,5.0,mid,relevant
227,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,-5.0,mid,relevant
174,accommodate,accommodate_causal,both,True,stripes,feet,W,F,Yes,feet,7.0,mid,irrelevant
89,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,feet,6.0,mid,relevant
287,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,-5.0,mid,relevant
6,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,feet,0.0,mid,irrelevant
27,accommodate,accommodate_causal,feet,True,feet,stripes,E,F,Yes,feet,0.0,mid,relevant
124,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,4.0,mid,irrelevant
158,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,3.0,mid,irrelevant
150,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,4.0,mid,irrelevant
96,accommodate,accommodate_causal,both,True,stripes,feet,E,C,Yes,feet,6.0,mid,irrelevant
84,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,-3.0,mid,irrelevant
179,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,5.0,mid,relevant
30,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,0.0,mid,irrelevant
151,accommodate,accommodate_none,none,False,feet,stripes,W,F,No,feet,0.0,mid,relevant
86,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,7.0,mid,irrelevant
69,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,0.0,mid,relevant
29,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,7.0,mid,relevant
16,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,4.0,mid,irrelevant
286,accommodate,accommodate_causal,stripes,True,stripes,feet,W,F,Yes,feet,5.0,mid,irrelevant
88,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,feet,5.0,mid,irrelevant
75,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,6.0,mid,relevant
242,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,-2.0,mid,irrelevant
79,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,6.0,mid,relevant
182,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,3.0,mid,irrelevant
117,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,6.0,mid,relevant
196,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,5.0,mid,irrelevant
193,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,5.0,mid,relevant
53,accommodate,accommodate_causal,feet,True,feet,stripes,W,C,Yes,feet,6.0,mid,relevant
34,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,feet,0.0,mid,irrelevant
114,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,feet,0.0,mid,irrelevant
103,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,6.0,mid,relevant
58,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,feet,0.0,mid,irrelevant
228,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,feet,0.0,mid,irrelevant
51,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,5.0,mid,relevant
130,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,feet,0.0,mid,irrelevant
163,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,5.0,mid,relevant
236,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,feet,0.0,mid,irrelevant
159,accommodate,accommodate_causal,feet,True,feet,stripes,E,F,Yes,feet,-7.0,mid,relevant
202,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,0.0,mid,irrelevant
248,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,feet,0.0,mid,irrelevant
132,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,feet,0.0,mid,irrelevant
11,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,5.0,mid,relevant
190,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,0.0,mid,irrelevant
80,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,feet,-4.0,mid,irrelevant
223,accommodate,accommodate_causal,stripes,True,feet,stripes,E,F,Yes,feet,0.0,mid,relevant
13,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,5.0,mid,relevant
111,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,5.0,mid,relevant
219,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,6.0,mid,relevant
201,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,feet,4.0,mid,relevant
5,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,5.0,mid,relevant
255,accommodate,accommodate_causal,stripes,True,feet,stripes,W,F,Yes,feet,0.0,mid,relevant
181,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,-4.0,mid,relevant
125,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,0.0,mid,relevant
162,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,0.0,mid,irrelevant
198,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,feet,0.0,mid,irrelevant
293,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,7.0,mid,relevant
9,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,6.0,mid,relevant
176,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,5.0,mid,irrelevant
85,accommodate,accommodate_causal,feet,True,feet,stripes,W,C,Yes,feet,6.0,mid,relevant
139,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,0.0,mid,relevant
271,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,-5.0,mid,relevant
4,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,5.0,mid,irrelevant
231,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,6.0,mid,relevant
224,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,feet,-7.0,mid,irrelevant
87,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,6.0,mid,relevant
189,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,5.0,mid,relevant
135,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,6.0,mid,relevant
70,accommodate,accommodate_causal,both,True,stripes,feet,W,F,Yes,feet,5.0,mid,irrelevant
115,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,5.0,mid,relevant
197,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,5.0,mid,relevant
209,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,feet,6.0,mid,relevant
191,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,5.0,mid,relevant
50,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,0.0,mid,irrelevant
91,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,3.0,mid,relevant
61,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,3.0,mid,relevant
164,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,feet,4.0,mid,irrelevant
48,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,6.0,mid,irrelevant
106,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,-3.0,mid,irrelevant
148,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,feet,0.0,mid,irrelevant
136,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,0.0,mid,irrelevant
94,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,5.0,mid,irrelevant
222,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,feet,0.0,mid,irrelevant
14,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,feet,0.0,mid,irrelevant
97,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,5.0,mid,relevant
281,accommodate,accommodate_none,none,False,feet,stripes,E,C,No,feet,0.0,mid,relevant
62,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,0.0,mid,irrelevant
258,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,5.0,mid,irrelevant
257,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,7.0,mid,relevant
17,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,4.0,mid,relevant
212,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,0.0,mid,irrelevant
294,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,0.0,mid,irrelevant
168,accommodate,accommodate_causal,both,True,stripes,feet,E,C,Yes,feet,6.0,mid,irrelevant
194,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,0.0,mid,irrelevant
185,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,7.0,mid,relevant
288,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,feet,0.0,mid,irrelevant
121,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,feet,7.0,mid,relevant
78,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,0.0,mid,irrelevant
57,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,0.0,mid,relevant
259,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,6.0,mid,relevant
120,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,-3.0,mid,irrelevant
90,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,feet,0.0,mid,irrelevant
180,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,feet,4.0,mid,irrelevant
22,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,0.0,mid,irrelevant
145,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,6.0,mid,relevant
123,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,2.0,mid,relevant
220,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,feet,4.0,mid,irrelevant
40,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,feet,0.0,mid,irrelevant
82,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,4.0,mid,irrelevant
54,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,3.0,mid,irrelevant
155,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,7.0,mid,relevant
105,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,5.0,mid,relevant
237,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,feet,6.0,mid,relevant
173,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,5.0,mid,relevant
25,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,7.0,mid,relevant
299,accommodate,accommodate_causal,both,True,feet,stripes,E,F,Yes,feet,4.0,mid,relevant
108,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,feet,0.0,mid,irrelevant
245,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,-6.0,mid,relevant
247,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,6.0,mid,relevant
72,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,4.0,mid,irrelevant
266,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,feet,0.0,mid,irrelevant
243,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,6.0,mid,relevant
249,accommodate,accommodate_none,none,False,feet,stripes,E,C,No,feet,4.0,mid,relevant
63,accommodate,accommodate_causal,both,True,feet,stripes,W,F,Yes,feet,-7.0,mid,relevant
38,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,0.0,mid,irrelevant
60,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,feet,4.0,mid,irrelevant
256,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,0.0,mid,irrelevant
184,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,6.0,mid,irrelevant
23,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,-5.0,mid,relevant
277,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,0.0,mid,relevant
141,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,7.0,mid,relevant
33,accommodate,accommodate_causal,both,True,feet,stripes,E,C,Yes,feet,5.0,mid,relevant
213,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,-4.0,mid,relevant
233,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,7.0,mid,relevant
12,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,5.0,mid,irrelevant
41,accommodate,accommodate_none,none,False,feet,stripes,E,C,No,feet,0.0,mid,relevant
126,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,-6.0,mid,irrelevant
39,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,5.0,mid,relevant
137,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,feet,7.0,mid,relevant
73,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,7.0,mid,relevant
246,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,0.0,mid,irrelevant
274,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,-5.0,mid,irrelevant
113,accommodate,accommodate_causal,feet,True,feet,stripes,E,C,Yes,feet,7.0,mid,relevant
172,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,feet,0.0,mid,irrelevant
147,accommodate,accommodate_causal,both,True,feet,stripes,W,F,Yes,feet,7.0,mid,relevant
18,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,-3.0,mid,irrelevant
134,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,-2.0,mid,irrelevant
129,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,7.0,mid,relevant
7,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,4.0,mid,relevant
26,accommodate,accommodate_causal,feet,True,stripes,feet,W,C,Yes,feet,4.0,mid,irrelevant
235,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,0.0,mid,relevant
49,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,6.0,mid,relevant
261,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,5.0,mid,relevant
205,accommodate,accommodate_causal,both,True,feet,stripes,E,C,Yes,feet,6.0,mid,relevant
56,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,feet,5.0,mid,irrelevant
42,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,feet,0.0,mid,irrelevant
2,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,4.0,mid,irrelevant
252,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,-4.0,mid,irrelevant
290,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,0.0,mid,irrelevant
260,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,feet,0.0,mid,irrelevant
230,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,0.0,mid,irrelevant
187,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,-5.0,mid,relevant
188,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,6.0,mid,irrelevant
232,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,6.0,mid,irrelevant
92,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,feet,-4.0,mid,irrelevant
214,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,0.0,mid,irrelevant
138,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,0.0,mid,irrelevant
217,accommodate,accommodate_none,none,False,feet,stripes,W,C,No,feet,0.0,mid,relevant
64,accommodate,accommodate_causal,both,True,stripes,feet,E,F,Yes,feet,0.0,mid,irrelevant
211,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,-5.0,mid,relevant
221,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,6.0,mid,relevant
47,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,4.0,mid,relevant
218,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,feet,-6.0,mid,irrelevant
273,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,4.0,mid,relevant
278,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,feet,5.0,mid,irrelevant
267,accommodate,accommodate_none,none,False,feet,stripes,E,F,No,feet,0.0,mid,relevant
160,accommodate,accommodate_causal,both,True,stripes,feet,E,F,Yes,feet,5.0,mid,irrelevant
74,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,2.0,mid,irrelevant
195,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,6.0,mid,relevant
128,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,feet,0.0,mid,irrelevant
110,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,-5.0,mid,irrelevant
102,accommodate,accommodate_causal,both,True,stripes,feet,W,F,Yes,feet,-3.0,mid,irrelevant
100,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,feet,0.0,mid,irrelevant
199,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,6.0,mid,relevant
131,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,4.0,mid,relevant
140,accommodate,accommodate_causal,both,True,stripes,feet,E,C,No,feet,0.0,mid,irrelevant
127,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,5.0,mid,relevant
280,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,6.0,mid,irrelevant
265,accommodate,accommodate_none,none,False,feet,stripes,E,C,No,feet,6.0,mid,relevant
279,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,5.0,mid,relevant
238,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,-6.0,mid,irrelevant
178,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,5.0,mid,irrelevant
35,accommodate,accommodate_causal,both,True,feet,stripes,E,F,Yes,feet,6.0,mid,relevant
52,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,feet,7.0,mid,irrelevant
229,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,-2.0,mid,relevant
10,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,feet,-3.0,mid,irrelevant
65,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,0.0,mid,relevant
289,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,6.0,mid,relevant
253,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,0.0,mid,relevant
59,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,5.0,mid,relevant
68,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,feet,0.0,mid,irrelevant
95,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,5.0,mid,relevant
268,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,feet,6.0,mid,irrelevant
234,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,6.0,mid,irrelevant
101,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,5.0,mid,relevant
116,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,-5.0,mid,irrelevant
264,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,5.0,mid,irrelevant
46,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,2.0,mid,irrelevant
112,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,feet,3.0,mid,irrelevant
21,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,5.0,mid,relevant
81,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,feet,7.0,mid,relevant
291,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,5.0,mid,relevant
156,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,feet,0.0,mid,irrelevant
295,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,0.0,mid,relevant
67,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,-4.0,mid,relevant
104,accommodate,accommodate_causal,feet,True,stripes,feet,E,C,Yes,feet,4.0,mid,irrelevant
37,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,6.0,mid,relevant
186,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,feet,0.0,mid,irrelevant
165,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,5.0,mid,relevant
204,accommodate,accommodate_none,none,False,stripes,feet,E,C,No,feet,4.0,mid,irrelevant
32,accommodate,accommodate_causal,none,True,stripes,feet,E,C,Yes,feet,-3.0,mid,irrelevant
93,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,6.0,mid,relevant
153,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,5.0,mid,relevant
71,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,5.0,mid,relevant
207,accommodate,accommodate_causal,stripes,True,feet,stripes,E,F,No,feet,0.0,mid,relevant
133,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,6.0,mid,relevant
36,accommodate,accommodate_none,none,False,stripes,feet,E,F,No,feet,0.0,mid,irrelevant
206,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,6.0,mid,irrelevant
169,accommodate,accommodate_causal,none,True,feet,stripes,E,C,Yes,feet,5.0,mid,relevant
300,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,5.0,mid,irrelevant
24,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,feet,4.0,mid,irrelevant
250,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,-3.0,mid,irrelevant
161,accommodate,accommodate_causal,both,True,feet,stripes,W,C,Yes,feet,7.0,mid,relevant
109,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,6.0,mid,relevant
152,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,feet,-5.0,mid,irrelevant
296,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,6.0,mid,irrelevant
43,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,6.0,mid,relevant
107,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,7.0,mid,relevant
241,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,7.0,mid,relevant
66,accommodate,accommodate_none,none,False,stripes,feet,W,C,Yes,feet,-4.0,mid,irrelevant
146,accommodate,accommodate_none,none,False,stripes,feet,W,F,No,feet,4.0,mid,irrelevant
31,accommodate,accommodate_none,none,False,feet,stripes,E,F,Yes,feet,5.0,mid,relevant
55,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,0.0,mid,relevant
251,accommodate,accommodate_none,none,False,feet,stripes,E,F,No,feet,0.0,mid,relevant
166,accommodate,accommodate_causal,stripes,True,stripes,feet,W,F,Yes,feet,0.0,mid,irrelevant
99,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,5.0,mid,relevant
44,accommodate,accommodate_none,none,False,stripes,feet,E,C,Yes,feet,5.0,mid,irrelevant
118,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,3.0,mid,irrelevant
216,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,0.0,mid,irrelevant
183,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,0.0,mid,relevant
20,accommodate,accommodate_causal,none,True,stripes,feet,E,C,Yes,feet,-6.0,mid,irrelevant
282,accommodate,accommodate_none,none,False,stripes,feet,W,F,Yes,feet,5.0,mid,irrelevant
239,accommodate,accommodate_causal,both,True,feet,stripes,E,F,Yes,feet,5.0,mid,relevant
15,accommodate,accommodate_none,none,False,feet,stripes,E,F,No,feet,0.0,mid,relevant
203,accommodate,accommodate_none,none,False,feet,stripes,W,F,No,feet,0.0,mid,relevant
276,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,2.0,mid,irrelevant
45,accommodate,accommodate_none,none,False,feet,stripes,E,C,Yes,feet,6.0,mid,relevant
200,accommodate,accommodate_none,none,False,stripes,feet,E,F,Yes,feet,3.0,mid,irrelevant
225,accommodate,accommodate_causal,both,True,feet,stripes,W,C,No,feet,4.0,mid,relevant
3,accommodate,accommodate_none,none,False,feet,stripes,W,F,Yes,feet,6.0,mid,relevant
98,accommodate,accommodate_none,none,False,stripes,feet,W,C,No,feet,0.0,mid,irrelevant
77,accommodate,accommodate_none,none,False,feet,stripes,W,C,Yes,feet,7.0,mid,relevant
