participant,task,relevant_dim,irrelevant_dim,stripes_high,feet_high,feet_discrete_slider.response,cogpro_explain,cogpro_predict,feature_dimension,feature_importance,feature_relevance,abs_feature_importance
183,accommodate,feet,stripes,E,F,No,7.0,2.0,stripes,0.0,irrelevant,0.0
184,accommodate,stripes,feet,E,F,No,6.0,7.0,stripes,7.0,relevant,7.0
185,accommodate,stripes,feet,E,F,Yes,4.0,4.0,stripes,-5.0,relevant,5.0
186,accommodate,stripes,feet,E,C,Yes,7.0,7.0,stripes,0.0,relevant,0.0
187,accommodate,feet,stripes,E,C,No,6.0,3.0,stripes,0.0,irrelevant,0.0
188,accommodate,stripes,feet,W,C,Yes,6.0,6.0,stripes,0.0,relevant,0.0
189,accommodate,feet,stripes,W,C,No,7.0,7.0,stripes,5.0,irrelevant,5.0
190,accommodate,stripes,feet,E,C,No,3.0,5.0,stripes,0.0,relevant,0.0
191,accommodate,feet,stripes,E,F,Yes,6.0,6.0,stripes,-3.0,irrelevant,3.0
192,accommodate,stripes,feet,W,F,No,1.0,1.0,stripes,0.0,relevant,0.0
193,accommodate,stripes,feet,W,F,No,4.0,5.0,stripes,-5.0,relevant,5.0
194,accommodate,feet,stripes,E,C,No,5.0,5.0,stripes,5.0,irrelevant,5.0
195,accommodate,feet,stripes,W,F,Yes,5.0,5.0,stripes,3.0,irrelevant,3.0
196,accommodate,feet,stripes,E,F,Yes,7.0,7.0,stripes,1.0,irrelevant,1.0
197,accommodate,feet,stripes,W,F,Yes,7.0,7.0,stripes,5.0,irrelevant,5.0
198,accommodate,stripes,feet,E,F,Yes,5.0,2.0,stripes,0.0,relevant,0.0
199,accommodate,feet,stripes,E,C,Yes,4.0,6.0,stripes,5.0,irrelevant,5.0
200,accommodate,stripes,feet,W,C,No,1.0,7.0,stripes,6.0,relevant,6.0
201,accommodate,feet,stripes,E,C,No,3.0,4.0,stripes,0.0,irrelevant,0.0
202,accommodate,stripes,feet,W,F,Yes,6.0,7.0,stripes,6.0,relevant,6.0
203,accommodate,stripes,feet,W,C,No,5.0,6.0,stripes,5.0,relevant,5.0
204,accommodate,stripes,feet,E,C,Yes,4.0,6.0,stripes,5.0,relevant,5.0
205,accommodate,feet,stripes,E,F,No,2.0,1.0,stripes,0.0,irrelevant,0.0
206,accommodate,feet,stripes,E,C,Yes,3.0,6.0,stripes,3.0,irrelevant,3.0
207,accommodate,feet,stripes,E,C,No,1.0,1.0,stripes,0.0,irrelevant,0.0
208,accommodate,feet,stripes,E,C,Yes,7.0,7.0,stripes,0.0,irrelevant,0.0
209,accommodate,feet,stripes,W,F,Yes,3.0,1.0,stripes,4.0,irrelevant,4.0
210,accommodate,stripes,feet,E,C,No,4.0,6.0,stripes,0.0,relevant,0.0
211,accommodate,stripes,feet,E,C,Yes,6.0,6.0,stripes,0.0,relevant,0.0
212,accommodate,feet,stripes,W,F,No,7.0,6.0,stripes,0.0,irrelevant,0.0
213,accommodate,feet,stripes,E,C,No,6.0,4.0,stripes,0.0,irrelevant,0.0
214,accommodate,feet,stripes,W,C,Yes,6.0,5.0,stripes,3.0,irrelevant,3.0
215,accommodate,stripes,feet,E,F,Yes,4.0,5.0,stripes,6.0,relevant,6.0
216,accommodate,stripes,feet,W,F,No,6.0,2.0,stripes,7.0,relevant,7.0
217,accommodate,feet,stripes,E,C,Yes,1.0,7.0,stripes,0.0,irrelevant,0.0
218,accommodate,stripes,feet,W,F,Yes,2.0,7.0,stripes,4.0,relevant,4.0
219,accommodate,stripes,feet,W,F,Yes,7.0,7.0,stripes,0.0,relevant,0.0
220,predict,feet,stripes,W,C,No,6.0,2.0,stripes,0.0,irrelevant,0.0
221,predict,stripes,feet,W,C,No,2.0,4.0,stripes,-6.0,relevant,6.0
222,predict,feet,stripes,E,F,No,4.0,4.0,stripes,4.0,irrelevant,4.0
223,predict,feet,stripes,W,C,Yes,7.0,7.0,stripes,3.0,irrelevant,3.0
224,predict,stripes,feet,W,F,Yes,6.0,6.0,stripes,5.0,relevant,5.0
225,predict,stripes,feet,E,C,Yes,6.0,6.0,stripes,6.0,relevant,6.0
226,predict,stripes,feet,E,C,No,7.0,7.0,stripes,0.0,relevant,0.0
227,predict,feet,stripes,E,C,No,3.0,7.0,stripes,0.0,irrelevant,0.0
228,predict,stripes,feet,W,F,No,3.0,7.0,stripes,0.0,relevant,0.0
229,predict,feet,stripes,W,F,Yes,5.0,5.0,stripes,0.0,irrelevant,0.0
230,predict,feet,stripes,W,F,Yes,6.0,6.0,stripes,1.0,irrelevant,1.0
231,predict,stripes,feet,E,C,Yes,6.0,3.0,stripes,7.0,relevant,7.0
232,predict,feet,stripes,W,C,No,5.0,7.0,stripes,0.0,irrelevant,0.0
233,predict,stripes,feet,E,C,Yes,4.0,5.0,stripes,5.0,relevant,5.0
234,predict,stripes,feet,E,C,No,4.0,7.0,stripes,0.0,relevant,0.0
235,predict,feet,stripes,E,C,Yes,2.0,6.0,stripes,0.0,irrelevant,0.0
236,predict,stripes,feet,E,C,No,7.0,7.0,stripes,0.0,relevant,0.0
237,predict,feet,stripes,W,F,No,2.0,2.0,stripes,0.0,irrelevant,0.0
238,predict,feet,stripes,W,F,No,2.0,4.0,stripes,5.0,irrelevant,5.0
239,predict,stripes,feet,W,C,Yes,6.0,7.0,stripes,-6.0,relevant,6.0
240,predict,stripes,feet,W,C,No,5.0,5.0,stripes,-5.0,relevant,5.0
241,predict,feet,stripes,E,F,No,4.0,5.0,stripes,-3.0,irrelevant,3.0
242,predict,feet,stripes,W,F,No,3.0,3.0,stripes,-6.0,irrelevant,6.0
243,predict,stripes,feet,E,F,No,1.0,1.0,stripes,0.0,relevant,0.0
244,predict,feet,stripes,W,C,Yes,5.0,3.0,stripes,0.0,irrelevant,0.0
245,predict,stripes,feet,E,C,No,2.0,2.0,stripes,0.0,relevant,0.0
246,predict,stripes,feet,E,C,No,4.0,5.0,stripes,6.0,relevant,6.0
247,predict,feet,stripes,W,F,No,3.0,3.0,stripes,-5.0,irrelevant,5.0
248,predict,feet,stripes,W,F,Yes,5.0,3.0,stripes,-5.0,irrelevant,5.0
249,predict,stripes,feet,E,F,No,4.0,1.0,stripes,0.0,relevant,0.0
250,predict,feet,stripes,E,C,Yes,7.0,7.0,stripes,-7.0,irrelevant,7.0
251,predict,stripes,feet,E,F,No,7.0,3.0,stripes,7.0,relevant,7.0
252,predict,stripes,feet,E,F,Yes,7.0,6.0,stripes,0.0,relevant,0.0
253,predict,feet,stripes,W,F,Yes,3.0,2.0,stripes,4.0,irrelevant,4.0
254,predict,stripes,feet,E,C,Yes,5.0,6.0,stripes,-6.0,relevant,6.0
255,predict,stripes,feet,E,F,Yes,2.0,5.0,stripes,2.0,relevant,2.0
256,predict,feet,stripes,E,C,Yes,2.0,7.0,stripes,0.0,irrelevant,0.0
257,predict,stripes,feet,E,F,No,7.0,7.0,stripes,6.0,relevant,6.0
258,predict,feet,stripes,W,F,No,3.0,7.0,stripes,0.0,irrelevant,0.0
259,predict,feet,stripes,E,F,No,5.0,7.0,stripes,5.0,irrelevant,5.0
260,predict,stripes,feet,E,C,Yes,7.0,7.0,stripes,7.0,relevant,7.0
261,predict,stripes,feet,E,F,No,4.0,3.0,stripes,5.0,relevant,5.0
262,predict,stripes,feet,E,C,Yes,3.0,4.0,stripes,5.0,relevant,5.0
263,predict,feet,stripes,W,F,No,7.0,7.0,stripes,0.0,irrelevant,0.0
264,predict,feet,stripes,E,C,No,3.0,3.0,stripes,0.0,irrelevant,0.0
265,predict,stripes,feet,E,F,Yes,2.0,4.0,stripes,5.0,relevant,5.0
266,predict,feet,stripes,W,F,No,7.0,7.0,stripes,0.0,irrelevant,0.0
267,predict,feet,stripes,W,C,Yes,2.0,6.0,stripes,0.0,irrelevant,0.0
268,predict,stripes,feet,E,F,Yes,7.0,7.0,stripes,0.0,relevant,0.0
269,predict,stripes,feet,E,F,No,5.0,7.0,stripes,7.0,relevant,7.0
270,predict,stripes,feet,E,F,No,2.0,6.0,stripes,-4.0,relevant,4.0
271,predict,stripes,feet,E,C,No,2.0,2.0,stripes,0.0,relevant,0.0
272,predict,stripes,feet,E,C,No,5.0,7.0,stripes,5.0,relevant,5.0
273,predict,feet,stripes,W,C,Yes,4.0,3.0,stripes,-4.0,irrelevant,4.0
274,predict,feet,stripes,E,F,Yes,4.0,6.0,stripes,5.0,irrelevant,5.0
275,predict,stripes,feet,W,F,Yes,6.0,5.0,stripes,6.0,relevant,6.0
276,predict,feet,stripes,W,F,Yes,5.0,5.0,stripes,2.0,irrelevant,2.0
277,predict,feet,stripes,W,C,Yes,7.0,7.0,stripes,0.0,irrelevant,0.0
278,predict,feet,stripes,E,C,Yes,3.0,7.0,stripes,0.0,irrelevant,0.0
279,predict,feet,stripes,E,C,Yes,1.0,7.0,stripes,0.0,irrelevant,0.0
280,predict,feet,stripes,W,C,No,2.0,4.0,stripes,-3.0,irrelevant,3.0
281,predict,feet,stripes,W,C,No,1.0,7.0,stripes,-6.0,irrelevant,6.0
282,predict,stripes,feet,E,C,No,7.0,7.0,stripes,0.0,relevant,0.0
283,predict,stripes,feet,E,C,Yes,6.0,7.0,stripes,5.0,relevant,5.0
284,predict,feet,stripes,W,C,Yes,6.0,4.0,stripes,7.0,irrelevant,7.0
285,predict,feet,stripes,W,F,No,6.0,5.0,stripes,-6.0,irrelevant,6.0
286,predict,stripes,feet,W,F,No,1.0,1.0,stripes,0.0,relevant,0.0
287,predict,stripes,feet,W,F,No,2.0,7.0,stripes,6.0,relevant,6.0
288,predict,stripes,feet,W,C,Yes,2.0,2.0,stripes,6.0,relevant,6.0
289,predict,stripes,feet,E,F,No,3.0,7.0,stripes,5.0,relevant,5.0
290,predict,feet,stripes,E,F,No,2.0,1.0,stripes,0.0,irrelevant,0.0
291,predict,feet,stripes,E,C,No,5.0,5.0,stripes,6.0,irrelevant,6.0
292,predict,feet,stripes,W,F,No,5.0,6.0,stripes,-2.0,irrelevant,2.0
293,predict,feet,stripes,E,C,No,7.0,3.0,stripes,0.0,irrelevant,0.0
294,predict,stripes,feet,E,C,No,5.0,5.0,stripes,6.0,relevant,6.0
295,predict,stripes,feet,E,C,No,3.0,7.0,stripes,3.0,relevant,3.0
296,predict,feet,stripes,E,F,No,3.0,4.0,stripes,0.0,irrelevant,0.0
297,predict,stripes,feet,E,C,Yes,2.0,7.0,stripes,-6.0,relevant,6.0
298,predict,stripes,feet,E,F,No,3.0,5.0,stripes,0.0,relevant,0.0
299,predict,feet,stripes,E,F,No,6.0,7.0,stripes,3.0,irrelevant,3.0
300,predict,feet,stripes,W,C,Yes,6.0,6.0,stripes,0.0,irrelevant,0.0
301,predict,stripes,feet,W,F,Yes,6.0,7.0,stripes,6.0,relevant,6.0
302,predict,feet,stripes,W,C,No,3.0,3.0,stripes,0.0,irrelevant,0.0
303,predict,stripes,feet,W,C,Yes,6.0,6.0,stripes,6.0,relevant,6.0
304,predict,feet,stripes,W,F,No,5.0,6.0,stripes,-6.0,irrelevant,6.0
305,predict,stripes,feet,W,F,Yes,3.0,5.0,stripes,-6.0,relevant,6.0
306,predict,feet,stripes,W,C,No,7.0,7.0,stripes,0.0,irrelevant,0.0
307,predict,stripes,feet,E,C,No,2.0,2.0,stripes,0.0,relevant,0.0
308,predict,feet,stripes,W,F,No,7.0,7.0,stripes,4.0,irrelevant,4.0
309,predict,feet,stripes,W,C,Yes,3.0,6.0,stripes,3.0,irrelevant,3.0
310,predict,stripes,feet,E,C,No,2.0,7.0,stripes,6.0,relevant,6.0
311,predict,stripes,feet,E,C,Yes,6.0,6.0,stripes,0.0,relevant,0.0
312,predict,stripes,feet,E,C,No,7.0,7.0,stripes,6.0,relevant,6.0
313,predict,feet,stripes,W,C,No,2.0,5.0,stripes,0.0,irrelevant,0.0
314,predict,stripes,feet,W,F,Yes,6.0,7.0,stripes,6.0,relevant,6.0
315,predict,stripes,feet,W,C,Yes,7.0,7.0,stripes,-7.0,relevant,7.0
316,predict,stripes,feet,E,C,Yes,4.0,5.0,stripes,6.0,relevant,6.0
317,predict,stripes,feet,W,F,No,4.0,4.0,stripes,0.0,relevant,0.0
318,predict,feet,stripes,E,F,Yes,3.0,4.0,stripes,0.0,irrelevant,0.0
319,predict,stripes,feet,E,C,Yes,3.0,7.0,stripes,7.0,relevant,7.0
320,predict,stripes,feet,W,F,Yes,7.0,1.0,stripes,5.0,relevant,5.0
321,predict,stripes,feet,E,C,No,3.0,5.0,stripes,5.0,relevant,5.0
322,predict,feet,stripes,E,F,Yes,3.0,6.0,stripes,0.0,irrelevant,0.0
323,predict,feet,stripes,W,F,No,1.0,1.0,stripes,0.0,irrelevant,0.0
324,predict,feet,stripes,W,F,Yes,6.0,5.0,stripes,4.0,irrelevant,4.0
325,predict,stripes,feet,W,C,No,1.0,4.0,stripes,0.0,relevant,0.0
326,predict,stripes,feet,E,C,No,1.0,1.0,stripes,0.0,relevant,0.0
327,predict,feet,stripes,E,C,No,6.0,5.0,stripes,5.0,irrelevant,5.0
328,predict,feet,stripes,W,F,No,6.0,6.0,stripes,0.0,irrelevant,0.0
329,predict,feet,stripes,E,F,Yes,4.0,3.0,stripes,7.0,irrelevant,7.0
330,predict,stripes,feet,E,C,Yes,1.0,1.0,stripes,0.0,relevant,0.0
331,predict,feet,stripes,E,C,Yes,4.0,5.0,stripes,5.0,irrelevant,5.0
332,predict,feet,stripes,E,C,No,5.0,5.0,stripes,0.0,irrelevant,0.0
333,predict,feet,stripes,E,C,No,6.0,6.0,stripes,6.0,irrelevant,6.0
334,predict,stripes,feet,W,F,Yes,5.0,2.0,stripes,3.0,relevant,3.0
335,predict,feet,stripes,W,F,No,3.0,7.0,stripes,-7.0,irrelevant,7.0
336,predict,feet,stripes,W,C,No,1.0,7.0,stripes,7.0,irrelevant,7.0
337,predict,feet,stripes,E,F,Yes,6.0,6.0,stripes,6.0,irrelevant,6.0
338,predict,feet,stripes,E,C,No,4.0,6.0,stripes,-5.0,irrelevant,5.0
339,predict,feet,stripes,W,F,Yes,5.0,6.0,stripes,-5.0,irrelevant,5.0
340,predict,feet,stripes,W,F,Yes,1.0,2.0,stripes,-5.0,irrelevant,5.0
341,predict,feet,stripes,E,C,No,6.0,5.0,stripes,5.0,irrelevant,5.0
342,predict,feet,stripes,E,F,Yes,6.0,5.0,stripes,5.0,irrelevant,5.0
343,predict,stripes,feet,W,F,No,1.0,1.0,stripes,0.0,relevant,0.0
344,predict,feet,stripes,W,F,Yes,3.0,3.0,stripes,-4.0,irrelevant,4.0
345,predict,stripes,feet,W,F,Yes,6.0,7.0,stripes,6.0,relevant,6.0
346,predict,feet,stripes,E,C,Yes,5.0,7.0,stripes,3.0,irrelevant,3.0
347,predict,stripes,feet,W,C,No,5.0,3.0,stripes,0.0,relevant,0.0
348,predict,stripes,feet,E,F,No,1.0,1.0,stripes,0.0,relevant,0.0
349,predict,stripes,feet,W,F,Yes,6.0,7.0,stripes,0.0,relevant,0.0
350,predict,feet,stripes,E,F,Yes,2.0,7.0,stripes,5.0,irrelevant,5.0
351,predict,feet,stripes,E,F,No,4.0,5.0,stripes,0.0,irrelevant,0.0
352,predict,stripes,feet,E,C,No,3.0,6.0,stripes,6.0,relevant,6.0
353,predict,stripes,feet,E,F,No,1.0,2.0,stripes,0.0,relevant,0.0
354,predict,stripes,feet,W,F,No,2.0,3.0,stripes,0.0,relevant,0.0
355,predict,stripes,feet,E,C,Yes,6.0,7.0,stripes,0.0,relevant,0.0
356,predict,stripes,feet,E,C,No,2.0,4.0,stripes,0.0,relevant,0.0
357,predict,stripes,feet,E,C,No,5.0,5.0,stripes,4.0,relevant,4.0
358,predict,feet,stripes,W,F,No,2.0,5.0,stripes,0.0,irrelevant,0.0
359,predict,feet,stripes,E,F,No,7.0,7.0,stripes,0.0,irrelevant,0.0
360,predict,stripes,feet,W,F,Yes,7.0,7.0,stripes,-7.0,relevant,7.0
361,predict,stripes,feet,W,F,No,5.0,3.0,stripes,0.0,relevant,0.0
362,predict,feet,stripes,W,F,No,5.0,4.0,stripes,0.0,irrelevant,0.0
363,predict,stripes,feet,W,C,No,2.0,2.0,stripes,0.0,relevant,0.0
364,predict,stripes,feet,W,F,No,4.0,4.0,stripes,0.0,relevant,0.0
365,predict,feet,stripes,E,F,Yes,2.0,6.0,stripes,0.0,irrelevant,0.0
366,predict,feet,stripes,W,C,Yes,6.0,6.0,stripes,4.0,irrelevant,4.0
367,predict,stripes,feet,W,F,Yes,4.0,7.0,stripes,0.0,relevant,0.0
368,predict,feet,stripes,E,F,No,5.0,5.0,stripes,0.0,irrelevant,0.0
369,predict,feet,stripes,W,C,No,3.0,7.0,stripes,4.0,irrelevant,4.0
370,predict,stripes,feet,W,F,No,2.0,2.0,stripes,6.0,relevant,6.0
371,predict,stripes,feet,W,C,No,1.0,1.0,stripes,0.0,relevant,0.0
372,predict,stripes,feet,W,F,Yes,7.0,7.0,stripes,4.0,relevant,4.0
373,predict,feet,stripes,E,F,No,2.0,4.0,stripes,0.0,irrelevant,0.0
374,predict,feet,stripes,E,F,No,4.0,7.0,stripes,0.0,irrelevant,0.0
375,predict,feet,stripes,E,F,Yes,2.0,6.0,stripes,3.0,irrelevant,3.0
376,predict,stripes,feet,E,F,No,1.0,7.0,stripes,6.0,relevant,6.0
377,predict,stripes,feet,E,F,Yes,5.0,5.0,stripes,5.0,relevant,5.0
378,predict,feet,stripes,E,C,Yes,4.0,7.0,stripes,0.0,irrelevant,0.0
379,predict,stripes,feet,W,F,No,4.0,4.0,stripes,0.0,relevant,0.0
380,predict,feet,stripes,E,F,No,5.0,3.0,stripes,5.0,irrelevant,5.0
381,predict,stripes,feet,W,F,Yes,2.0,7.0,stripes,5.0,relevant,5.0
382,predict,stripes,feet,W,F,No,5.0,1.0,stripes,0.0,relevant,0.0
383,predict,stripes,feet,W,C,Yes,6.0,7.0,stripes,-6.0,relevant,6.0
384,predict,stripes,feet,W,F,Yes,4.0,6.0,stripes,-6.0,relevant,6.0
385,predict,stripes,feet,E,F,Yes,6.0,6.0,stripes,0.0,relevant,0.0
386,predict,stripes,feet,W,C,No,7.0,7.0,stripes,3.0,relevant,3.0
387,predict,stripes,feet,W,C,Yes,6.0,6.0,stripes,0.0,relevant,0.0
388,predict,feet,stripes,E,F,Yes,4.0,6.0,stripes,0.0,irrelevant,0.0
389,predict,stripes,feet,E,F,Yes,5.0,6.0,stripes,0.0,relevant,0.0
390,predict,stripes,feet,E,F,Yes,5.0,5.0,stripes,6.0,relevant,6.0
391,predict,feet,stripes,E,C,Yes,6.0,6.0,stripes,0.0,irrelevant,0.0
392,predict,feet,stripes,E,C,Yes,7.0,7.0,stripes,0.0,irrelevant,0.0
393,predict,feet,stripes,E,C,No,5.0,4.0,stripes,0.0,irrelevant,0.0
394,predict,feet,stripes,W,C,No,4.0,7.0,stripes,0.0,irrelevant,0.0
395,predict,feet,stripes,E,C,Yes,2.0,6.0,stripes,6.0,irrelevant,6.0
396,predict,feet,stripes,E,F,Yes,4.0,6.0,stripes,2.0,irrelevant,2.0
397,predict,feet,stripes,W,F,Yes,7.0,7.0,stripes,-6.0,irrelevant,6.0
398,predict,feet,stripes,E,F,Yes,5.0,7.0,stripes,7.0,irrelevant,7.0
399,predict,feet,stripes,W,F,No,1.0,1.0,stripes,0.0,irrelevant,0.0
400,predict,feet,stripes,E,C,No,1.0,7.0,stripes,0.0,irrelevant,0.0
401,predict,stripes,feet,W,C,Yes,7.0,6.0,stripes,0.0,relevant,0.0
402,predict,stripes,feet,W,F,Yes,7.0,5.0,stripes,6.0,relevant,6.0
403,predict,stripes,feet,E,F,Yes,1.0,7.0,stripes,4.0,relevant,4.0
404,predict,feet,stripes,W,F,Yes,4.0,7.0,stripes,4.0,irrelevant,4.0
405,predict,feet,stripes,E,C,Yes,7.0,7.0,stripes,3.0,irrelevant,3.0
406,predict,stripes,feet,W,C,Yes,6.0,6.0,stripes,0.0,relevant,0.0
407,predict,stripes,feet,E,F,No,5.0,7.0,stripes,0.0,relevant,0.0
408,predict,feet,stripes,W,C,Yes,6.0,6.0,stripes,-3.0,irrelevant,3.0
409,predict,stripes,feet,W,C,No,1.0,7.0,stripes,7.0,relevant,7.0
410,predict,stripes,feet,E,C,No,5.0,5.0,stripes,0.0,relevant,0.0
411,predict,feet,stripes,E,C,Yes,5.0,7.0,stripes,0.0,irrelevant,0.0
412,predict,feet,stripes,E,F,Yes,5.0,3.0,stripes,0.0,irrelevant,0.0
413,predict,feet,stripes,W,C,No,6.0,7.0,stripes,0.0,irrelevant,0.0
414,predict,feet,stripes,E,C,Yes,2.0,5.0,stripes,0.0,irrelevant,0.0
415,predict,feet,stripes,W,C,No,5.0,6.0,stripes,0.0,irrelevant,0.0
416,predict,stripes,feet,W,F,No,6.0,6.0,stripes,0.0,relevant,0.0
417,predict,feet,stripes,W,C,No,1.0,7.0,stripes,3.0,irrelevant,3.0
418,predict,stripes,feet,E,C,No,4.0,5.0,stripes,5.0,relevant,5.0
419,predict,feet,stripes,E,C,No,2.0,3.0,stripes,4.0,irrelevant,4.0
420,predict,feet,stripes,E,C,No,5.0,6.0,stripes,3.0,irrelevant,3.0
421,predict,stripes,feet,W,C,No,1.0,6.0,stripes,0.0,relevant,0.0
422,predict,stripes,feet,W,C,Yes,4.0,5.0,stripes,-5.0,relevant,5.0
423,predict,stripes,feet,W,C,No,1.0,2.0,stripes,0.0,relevant,0.0
424,predict,feet,stripes,E,C,Yes,3.0,7.0,stripes,-3.0,irrelevant,3.0
425,predict,stripes,feet,W,C,No,3.0,2.0,stripes,0.0,relevant,0.0
426,predict,feet,stripes,W,F,Yes,7.0,7.0,stripes,0.0,irrelevant,0.0
427,predict,stripes,feet,W,C,Yes,3.0,3.0,stripes,0.0,relevant,0.0
428,predict,stripes,feet,W,F,No,1.0,1.0,stripes,0.0,relevant,0.0
429,predict,stripes,feet,W,F,No,2.0,1.0,stripes,0.0,relevant,0.0
430,predict,stripes,feet,W,F,Yes,4.0,6.0,stripes,0.0,relevant,0.0
431,predict,feet,stripes,W,C,Yes,3.0,4.0,stripes,6.0,irrelevant,6.0
432,predict,stripes,feet,W,F,Yes,5.0,7.0,stripes,7.0,relevant,7.0
433,predict,feet,stripes,E,C,Yes,6.0,6.0,stripes,6.0,irrelevant,6.0
434,predict,feet,stripes,W,C,Yes,5.0,7.0,stripes,-4.0,irrelevant,4.0
435,predict,stripes,feet,W,F,No,3.0,4.0,stripes,0.0,relevant,0.0
436,predict,stripes,feet,W,F,Yes,1.0,7.0,stripes,-7.0,relevant,7.0
437,predict,feet,stripes,E,F,No,3.0,5.0,stripes,0.0,irrelevant,0.0
438,predict,feet,stripes,W,C,Yes,6.0,5.0,stripes,-5.0,irrelevant,5.0
