participant,task,task_explanation_group,explanation_type,has_causal_explanation,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_discrete_slider.response,feature_dimension,feature_importance,feature_relevance
219,predict,predict,,,wing,color,tail,No,color,0.0,relevant
120,predict,predict,,,color,tail,wing,Yes,color,3.0,relevant
128,predict,predict,,,color,tail,wing,Yes,color,6.0,relevant
17,predict,predict,,,wing,tail,color,Yes,color,0.0,irrelevant
5,predict,predict,,,wing,tail,color,No,color,4.0,irrelevant
88,predict,predict,,,tail,color,wing,Yes,color,-5.0,relevant
217,predict,predict,,,tail,wing,color,Yes,color,4.0,irrelevant
155,predict,predict,,,wing,color,tail,Yes,color,-4.0,relevant
33,predict,predict,,,tail,wing,color,Yes,color,5.0,irrelevant
69,predict,predict,,,wing,tail,color,Yes,color,6.0,irrelevant
105,predict,predict,,,wing,tail,color,No,color,4.0,irrelevant
126,predict,predict,,,tail,color,wing,Yes,color,4.0,relevant
14,predict,predict,,,color,tail,wing,Yes,color,0.0,relevant
107,predict,predict,,,color,wing,tail,No,color,0.0,relevant
191,predict,predict,,,color,wing,tail,Yes,color,3.0,relevant
141,predict,predict,,,wing,tail,color,Yes,color,6.0,irrelevant
200,predict,predict,,,tail,color,wing,Yes,color,3.0,relevant
195,predict,predict,,,color,wing,tail,No,color,4.0,relevant
150,predict,predict,,,color,tail,wing,Yes,color,7.0,relevant
77,predict,predict,,,tail,wing,color,Yes,color,-4.0,irrelevant
165,predict,predict,,,wing,tail,color,Yes,color,0.0,irrelevant
209,predict,predict,,,tail,wing,color,Yes,color,4.0,irrelevant
11,predict,predict,,,color,wing,tail,Yes,color,5.0,relevant
137,predict,predict,,,tail,wing,color,Yes,color,2.0,irrelevant
136,predict,predict,,,color,tail,wing,Yes,color,4.0,relevant
194,predict,predict,,,tail,color,wing,Yes,color,5.0,relevant
37,predict,predict,,,tail,wing,color,Yes,color,4.0,irrelevant
193,predict,predict,,,wing,tail,color,Yes,color,3.0,irrelevant
161,predict,predict,,,tail,wing,color,No,color,0.0,irrelevant
171,predict,predict,,,color,wing,tail,Yes,color,-6.0,relevant
32,predict,predict,,,tail,color,wing,Yes,color,6.0,relevant
142,predict,predict,,,color,tail,wing,Yes,color,7.0,relevant
163,predict,predict,,,color,wing,tail,Yes,color,0.0,relevant
53,predict,predict,,,wing,tail,color,Yes,color,0.0,irrelevant
106,predict,predict,,,color,tail,wing,Yes,color,3.0,relevant
109,predict,predict,,,wing,tail,color,Yes,color,0.0,irrelevant
16,predict,predict,,,color,tail,wing,Yes,color,7.0,relevant
104,predict,predict,,,color,tail,wing,Yes,color,0.0,relevant
22,predict,predict,,,color,tail,wing,Yes,color,7.0,relevant
26,predict,predict,,,color,tail,wing,No,color,-2.0,relevant
132,predict,predict,,,color,tail,wing,Yes,color,5.0,relevant
103,predict,predict,,,wing,color,tail,Yes,color,7.0,relevant
196,predict,predict,,,tail,color,wing,Yes,color,6.0,relevant
62,predict,predict,,,color,tail,wing,No,color,0.0,relevant
204,predict,predict,,,color,tail,wing,Yes,color,6.0,relevant
188,predict,predict,,,color,tail,wing,Yes,color,5.0,relevant
61,predict,predict,,,wing,tail,color,Yes,color,3.0,irrelevant
47,predict,predict,,,wing,color,tail,Yes,color,0.0,relevant
25,predict,predict,,,tail,wing,color,Yes,color,3.0,irrelevant
122,predict,predict,,,tail,color,wing,Yes,color,3.0,relevant
43,predict,predict,,,color,wing,tail,Yes,color,3.0,relevant
45,predict,predict,,,wing,tail,color,Yes,color,0.0,irrelevant
212,predict,predict,,,color,tail,wing,Yes,color,-3.0,relevant
164,predict,predict,,,tail,color,wing,Yes,color,4.0,relevant
71,predict,predict,,,color,wing,tail,Yes,color,-5.0,relevant
143,predict,predict,,,color,wing,tail,Yes,color,5.0,relevant
135,predict,predict,,,color,wing,tail,Yes,color,0.0,relevant
156,predict,predict,,,tail,color,wing,Yes,color,4.0,relevant
117,predict,predict,,,wing,tail,color,Yes,color,2.0,irrelevant
31,predict,predict,,,color,wing,tail,Yes,color,5.0,relevant
112,predict,predict,,,tail,color,wing,Yes,color,5.0,relevant
95,predict,predict,,,wing,color,tail,Yes,color,0.0,relevant
211,predict,predict,,,color,wing,tail,Yes,color,-3.0,relevant
66,predict,predict,,,color,tail,wing,No,color,5.0,relevant
19,predict,predict,,,wing,color,tail,Yes,color,5.0,relevant
152,predict,predict,,,color,tail,wing,Yes,color,0.0,relevant
140,predict,predict,,,color,tail,wing,Yes,color,-3.0,relevant
28,predict,predict,,,tail,color,wing,Yes,color,3.0,relevant
114,predict,predict,,,tail,color,wing,No,color,4.0,relevant
54,predict,predict,,,color,tail,wing,Yes,color,0.0,relevant
111,predict,predict,,,color,wing,tail,Yes,color,4.0,relevant
133,predict,predict,,,wing,tail,color,Yes,color,-2.0,irrelevant
67,predict,predict,,,color,wing,tail,Yes,color,2.0,relevant
130,predict,predict,,,tail,color,wing,No,color,0.0,relevant
187,predict,predict,,,color,wing,tail,Yes,color,3.0,relevant
162,predict,predict,,,tail,color,wing,Yes,color,3.0,relevant
36,predict,predict,,,tail,color,wing,Yes,color,6.0,relevant
116,predict,predict,,,color,tail,wing,No,color,3.0,relevant
213,predict,predict,,,wing,tail,color,Yes,color,0.0,irrelevant
208,predict,predict,,,tail,color,wing,Yes,color,0.0,relevant
148,predict,predict,,,color,tail,wing,Yes,color,4.0,relevant
56,predict,predict,,,color,tail,wing,Yes,color,3.0,relevant
75,predict,predict,,,wing,color,tail,Yes,color,2.0,relevant
7,predict,predict,,,wing,color,tail,No,color,0.0,relevant
154,predict,predict,,,tail,color,wing,Yes,color,4.0,relevant
83,predict,predict,,,wing,color,tail,Yes,color,1.0,relevant
158,predict,predict,,,color,tail,wing,Yes,color,6.0,relevant
121,predict,predict,,,tail,wing,color,Yes,color,6.0,irrelevant
92,predict,predict,,,tail,color,wing,Yes,color,5.0,relevant
192,predict,predict,,,tail,color,wing,No,color,0.0,relevant
55,predict,predict,,,wing,color,tail,Yes,color,5.0,relevant
139,predict,predict,,,wing,color,tail,No,color,0.0,relevant
183,predict,predict,,,color,wing,tail,Yes,color,6.0,relevant
178,predict,predict,,,tail,color,wing,Yes,color,6.0,relevant
172,predict,predict,,,color,tail,wing,Yes,color,0.0,relevant
4,predict,predict,,,color,tail,wing,Yes,color,6.0,relevant
18,predict,predict,,,color,tail,wing,No,color,5.0,relevant
216,accommodate,accommodate_causal,both,True,tail,color,wing,Yes,wing,6.0,irrelevant
31,accommodate,accommodate_causal,color,True,color,wing,tail,No,wing,6.0,relevant
142,accommodate,accommodate_causal,wing,True,color,tail,wing,Yes,wing,0.0,irrelevant
18,accommodate,accommodate_none,none,False,color,tail,wing,No,wing,5.0,irrelevant
62,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,7.0,irrelevant
152,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,4.0,irrelevant
21,accommodate,accommodate_causal,wing,True,tail,wing,color,Yes,wing,6.0,relevant
30,accommodate,accommodate_none,none,False,tail,color,wing,No,wing,0.0,irrelevant
93,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,-5.0,relevant
90,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,4.0,irrelevant
133,accommodate,accommodate_none,none,False,wing,tail,color,Yes,wing,6.0,relevant
162,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,-4.0,irrelevant
169,accommodate,accommodate_none,none,False,wing,tail,color,Yes,wing,6.0,relevant
191,accommodate,accommodate_none,none,False,color,wing,tail,No,wing,3.0,relevant
127,accommodate,accommodate_none,none,False,color,wing,tail,Yes,wing,-5.0,relevant
6,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,-3.0,irrelevant
201,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,2.0,relevant
219,accommodate,accommodate_none,none,False,wing,color,tail,Yes,wing,-5.0,relevant
16,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,6.0,irrelevant
132,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,1.0,irrelevant
135,accommodate,accommodate_none,none,False,color,wing,tail,Yes,wing,5.0,relevant
153,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,0.0,relevant
119,accommodate,accommodate_causal,wing,True,color,wing,tail,Yes,wing,-5.0,relevant
12,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,0.0,irrelevant
167,accommodate,accommodate_causal,wing,True,color,wing,tail,No,wing,0.0,relevant
159,accommodate,accommodate_none,none,False,color,wing,tail,Yes,wing,0.0,relevant
146,accommodate,accommodate_causal,tail,True,color,tail,wing,Yes,wing,2.0,irrelevant
150,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,5.0,irrelevant
140,accommodate,accommodate_none,none,False,color,tail,wing,No,wing,5.0,irrelevant
24,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,0.0,irrelevant
61,accommodate,accommodate_none,none,False,wing,tail,color,No,wing,5.0,relevant
64,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,0.0,irrelevant
83,accommodate,accommodate_none,none,False,wing,color,tail,Yes,wing,5.0,relevant
38,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,6.0,irrelevant
97,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,5.0,relevant
164,accommodate,accommodate_none,none,False,tail,color,wing,No,wing,0.0,irrelevant
131,accommodate,accommodate_none,none,False,wing,color,tail,Yes,wing,4.0,relevant
78,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,7.0,irrelevant
180,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,7.0,irrelevant
156,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,3.0,irrelevant
19,accommodate,accommodate_none,none,False,wing,color,tail,Yes,wing,-5.0,relevant
107,accommodate,accommodate_none,none,False,color,wing,tail,Yes,wing,2.0,relevant
99,accommodate,accommodate_none,none,False,color,wing,tail,No,wing,5.0,relevant
202,accommodate,accommodate_none,none,False,tail,color,wing,No,wing,0.0,irrelevant
185,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,5.0,relevant
58,accommodate,accommodate_none,none,False,color,tail,wing,No,wing,5.0,irrelevant
60,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,3.0,irrelevant
109,accommodate,accommodate_causal,tail,True,wing,tail,color,Yes,wing,3.0,relevant
160,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,2.0,irrelevant
17,accommodate,accommodate_none,none,False,wing,tail,color,Yes,wing,6.0,relevant
34,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,6.0,irrelevant
102,accommodate,accommodate_causal,tail,True,tail,color,wing,No,wing,3.0,irrelevant
192,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,0.0,irrelevant
26,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,0.0,irrelevant
203,accommodate,accommodate_none,none,False,wing,color,tail,Yes,wing,5.0,relevant
57,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,5.0,relevant
200,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,3.0,irrelevant
11,accommodate,accommodate_causal,tail,True,color,wing,tail,Yes,wing,6.0,relevant
176,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,5.0,irrelevant
104,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,6.0,irrelevant
32,accommodate,accommodate_none,none,False,tail,color,wing,No,wing,-2.0,irrelevant
177,accommodate,accommodate_none,none,False,wing,tail,color,Yes,wing,5.0,relevant
28,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,2.0,irrelevant
29,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,0.0,relevant
15,accommodate,accommodate_none,none,False,color,wing,tail,Yes,wing,-4.0,relevant
189,accommodate,accommodate_causal,both,True,tail,wing,color,Yes,wing,5.0,relevant
179,accommodate,accommodate_none,none,False,color,wing,tail,No,wing,0.0,relevant
82,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,-3.0,irrelevant
130,accommodate,accommodate_none,none,False,tail,color,wing,No,wing,1.0,irrelevant
214,accommodate,accommodate_causal,wing,True,tail,color,wing,No,wing,-4.0,irrelevant
117,accommodate,accommodate_none,none,False,wing,tail,color,Yes,wing,2.0,relevant
196,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,-5.0,irrelevant
52,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,0.0,irrelevant
73,accommodate,accommodate_causal,tail,True,tail,wing,color,Yes,wing,7.0,relevant
42,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,4.0,irrelevant
155,accommodate,accommodate_none,none,False,wing,color,tail,No,wing,-6.0,relevant
205,accommodate,accommodate_none,none,False,wing,tail,color,Yes,wing,4.0,relevant
103,accommodate,accommodate_none,none,False,wing,color,tail,Yes,wing,3.0,relevant
89,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,5.0,relevant
59,accommodate,accommodate_none,none,False,color,wing,tail,Yes,wing,0.0,relevant
51,accommodate,accommodate_none,none,False,wing,color,tail,No,wing,6.0,relevant
141,accommodate,accommodate_causal,wing,True,wing,tail,color,Yes,wing,5.0,relevant
37,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,0.0,relevant
124,accommodate,accommodate_causal,wing,True,tail,color,wing,Yes,wing,3.0,irrelevant
157,accommodate,accommodate_none,none,False,wing,tail,color,Yes,wing,6.0,relevant
154,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,3.0,irrelevant
170,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,0.0,irrelevant
66,accommodate,accommodate_causal,wing,True,color,tail,wing,No,wing,0.0,irrelevant
79,accommodate,accommodate_none,none,False,wing,color,tail,Yes,wing,0.0,relevant
96,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,4.0,irrelevant
77,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,0.0,relevant
100,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,6.0,irrelevant
4,accommodate,accommodate_none,none,False,color,tail,wing,No,wing,-5.0,irrelevant
209,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,4.0,relevant
75,accommodate,accommodate_none,none,False,wing,color,tail,Yes,wing,-6.0,relevant
95,accommodate,accommodate_none,none,False,wing,color,tail,No,wing,4.0,relevant
198,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,0.0,irrelevant
126,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,5.0,irrelevant
120,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,-6.0,irrelevant
46,accommodate,accommodate_none,none,False,color,tail,wing,No,wing,0.0,irrelevant
114,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,0.0,irrelevant
143,accommodate,accommodate_none,none,False,color,wing,tail,No,wing,7.0,relevant
14,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,3.0,irrelevant
206,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,0.0,irrelevant
39,accommodate,accommodate_none,none,False,color,wing,tail,Yes,wing,5.0,relevant
63,accommodate,accommodate_causal,both,True,color,wing,tail,Yes,wing,-3.0,relevant
56,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,4.0,irrelevant
105,accommodate,accommodate_none,none,False,wing,tail,color,Yes,wing,7.0,relevant
218,accommodate,accommodate_causal,wing,True,tail,color,wing,No,wing,5.0,irrelevant
151,accommodate,accommodate_causal,wing,True,wing,color,tail,No,wing,0.0,relevant
71,accommodate,accommodate_none,none,False,color,wing,tail,No,wing,5.0,relevant
181,accommodate,accommodate_causal,wing,True,tail,wing,color,Yes,wing,0.0,relevant
48,accommodate,accommodate_none,none,False,tail,color,wing,No,wing,0.0,irrelevant
106,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,-3.0,irrelevant
111,accommodate,accommodate_none,none,False,color,wing,tail,Yes,wing,0.0,relevant
193,accommodate,accommodate_none,none,False,wing,tail,color,No,wing,5.0,relevant
81,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,5.0,relevant
92,accommodate,accommodate_causal,color,True,tail,color,wing,Yes,wing,4.0,irrelevant
54,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,5.0,irrelevant
40,accommodate,accommodate_causal,wing,True,color,tail,wing,No,wing,0.0,irrelevant
145,accommodate,accommodate_none,none,False,wing,tail,color,Yes,wing,5.0,relevant
3,accommodate,accommodate_none,none,False,color,wing,tail,No,wing,6.0,relevant
123,accommodate,accommodate_none,none,False,wing,color,tail,Yes,wing,0.0,relevant
7,accommodate,accommodate_none,none,False,wing,color,tail,Yes,wing,6.0,relevant
74,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,6.0,irrelevant
165,accommodate,accommodate_none,none,False,wing,tail,color,No,wing,4.0,relevant
183,accommodate,accommodate_none,none,False,color,wing,tail,No,wing,5.0,relevant
27,accommodate,accommodate_none,none,False,wing,color,tail,No,wing,0.0,relevant
112,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,4.0,irrelevant
91,accommodate,accommodate_none,none,False,color,wing,tail,No,wing,4.0,relevant
84,accommodate,accommodate_none,none,False,color,tail,wing,No,wing,0.0,irrelevant
208,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,0.0,irrelevant
187,accommodate,accommodate_none,none,False,color,wing,tail,No,wing,0.0,relevant
25,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,0.0,relevant
43,accommodate,accommodate_none,none,False,color,wing,tail,No,wing,0.0,relevant
136,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,-6.0,irrelevant
98,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,4.0,irrelevant
197,accommodate,accommodate_none,none,False,wing,tail,color,Yes,wing,5.0,relevant
129,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,4.0,relevant
204,accommodate,accommodate_causal,wing,True,color,tail,wing,Yes,wing,6.0,irrelevant
85,accommodate,accommodate_none,none,False,wing,tail,color,No,wing,6.0,relevant
1,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,2.0,relevant
195,accommodate,accommodate_none,none,False,color,wing,tail,No,wing,5.0,relevant
53,accommodate,accommodate_none,none,False,wing,tail,color,Yes,wing,6.0,relevant
184,accommodate,accommodate_causal,wing,True,tail,color,wing,No,wing,0.0,irrelevant
199,accommodate,accommodate_none,none,False,color,wing,tail,Yes,wing,7.0,relevant
158,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,5.0,irrelevant
9,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,4.0,relevant
163,accommodate,accommodate_none,none,False,color,wing,tail,Yes,wing,0.0,relevant
76,accommodate,accommodate_causal,wing,True,color,tail,wing,Yes,wing,-3.0,irrelevant
137,accommodate,accommodate_none,none,False,tail,wing,color,No,wing,5.0,relevant
8,accommodate,accommodate_none,none,False,color,tail,wing,No,wing,-6.0,irrelevant
174,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,-2.0,irrelevant
175,accommodate,accommodate_none,none,False,wing,color,tail,Yes,wing,3.0,relevant
217,accommodate,accommodate_causal,wing,True,tail,wing,color,No,wing,0.0,relevant
110,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,2.0,irrelevant
122,accommodate,accommodate_none,none,False,tail,color,wing,No,wing,0.0,irrelevant
69,accommodate,accommodate_none,none,False,wing,tail,color,Yes,wing,5.0,relevant
211,accommodate,accommodate_none,none,False,color,wing,tail,Yes,wing,0.0,relevant
86,accommodate,accommodate_causal,both,True,color,tail,wing,Yes,wing,-6.0,irrelevant
47,accommodate,accommodate_causal,none,True,wing,color,tail,Yes,wing,2.0,relevant
161,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,6.0,relevant
173,accommodate,accommodate_none,none,False,tail,wing,color,No,wing,6.0,relevant
212,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,0.0,irrelevant
50,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,4.0,irrelevant
147,accommodate,accommodate_none,none,False,wing,color,tail,Yes,wing,0.0,relevant
55,accommodate,accommodate_none,none,False,wing,color,tail,Yes,wing,5.0,relevant
171,accommodate,accommodate_none,none,False,color,wing,tail,Yes,wing,0.0,relevant
72,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,7.0,irrelevant
41,accommodate,accommodate_none,none,False,wing,tail,color,No,wing,6.0,relevant
138,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,5.0,irrelevant
213,accommodate,accommodate_causal,tail,True,wing,tail,color,Yes,wing,5.0,relevant
108,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,0.0,irrelevant
194,accommodate,accommodate_causal,color,True,tail,color,wing,Yes,wing,-6.0,irrelevant
118,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,3.0,irrelevant
67,accommodate,accommodate_none,none,False,color,wing,tail,Yes,wing,-6.0,relevant
44,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,6.0,irrelevant
139,accommodate,accommodate_causal,both,True,wing,color,tail,Yes,wing,7.0,relevant
116,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,3.0,irrelevant
101,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,5.0,relevant
5,accommodate,accommodate_none,none,False,wing,tail,color,Yes,wing,3.0,relevant
134,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,3.0,irrelevant
20,accommodate,accommodate_causal,wing,True,color,tail,wing,No,wing,-4.0,irrelevant
121,accommodate,accommodate_causal,tail,True,tail,wing,color,Yes,wing,7.0,relevant
80,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,3.0,irrelevant
65,accommodate,accommodate_none,none,False,wing,tail,color,Yes,wing,3.0,relevant
172,accommodate,accommodate_causal,wing,True,color,tail,wing,Yes,wing,3.0,irrelevant
70,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,0.0,irrelevant
166,accommodate,accommodate_none,none,False,color,tail,wing,No,wing,5.0,irrelevant
128,accommodate,accommodate_none,none,False,color,tail,wing,No,wing,4.0,irrelevant
207,accommodate,accommodate_none,none,False,color,wing,tail,Yes,wing,0.0,relevant
35,accommodate,accommodate_causal,wing,True,wing,color,tail,Yes,wing,-3.0,relevant
149,accommodate,accommodate_none,none,False,tail,wing,color,Yes,wing,7.0,relevant
190,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,3.0,irrelevant
168,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,6.0,irrelevant
215,accommodate,accommodate_none,none,False,wing,color,tail,Yes,wing,6.0,relevant
45,accommodate,accommodate_none,none,False,wing,tail,color,Yes,wing,6.0,relevant
33,accommodate,accommodate_causal,both,True,tail,wing,color,Yes,wing,6.0,relevant
36,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,7.0,irrelevant
88,accommodate,accommodate_causal,tail,True,tail,color,wing,Yes,wing,0.0,irrelevant
68,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,4.0,irrelevant
115,accommodate,accommodate_none,none,False,color,wing,tail,Yes,wing,6.0,relevant
220,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,0.0,irrelevant
144,accommodate,accommodate_causal,both,True,tail,color,wing,Yes,wing,6.0,irrelevant
148,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,-6.0,irrelevant
188,accommodate,accommodate_none,none,False,color,tail,wing,Yes,wing,-6.0,irrelevant
22,accommodate,accommodate_none,none,False,color,tail,wing,No,wing,4.0,irrelevant
178,accommodate,accommodate_none,none,False,tail,color,wing,Yes,wing,0.0,irrelevant
125,accommodate,accommodate_none,none,False,tail,wing,color,No,wing,5.0,relevant
215,predict,predict,,,wing,color,tail,No,wing,5.0,relevant
68,predict,predict,,,color,tail,wing,Yes,wing,0.0,irrelevant
12,predict,predict,,,color,tail,wing,Yes,wing,6.0,irrelevant
214,predict,predict,,,tail,color,wing,No,wing,-4.0,irrelevant
197,predict,predict,,,wing,tail,color,Yes,wing,0.0,relevant
202,predict,predict,,,tail,color,wing,Yes,wing,0.0,irrelevant
82,predict,predict,,,color,tail,wing,Yes,wing,5.0,irrelevant
201,predict,predict,,,tail,wing,color,No,wing,0.0,relevant
59,predict,predict,,,color,wing,tail,Yes,wing,0.0,relevant
125,predict,predict,,,tail,wing,color,Yes,wing,0.0,relevant
167,predict,predict,,,color,wing,tail,Yes,wing,-6.0,relevant
29,predict,predict,,,tail,wing,color,Yes,wing,6.0,relevant
42,predict,predict,,,color,tail,wing,Yes,wing,5.0,irrelevant
146,predict,predict,,,color,tail,wing,No,wing,0.0,irrelevant
169,predict,predict,,,wing,tail,color,Yes,wing,5.0,relevant
9,predict,predict,,,tail,wing,color,Yes,wing,0.0,relevant
216,predict,predict,,,tail,color,wing,Yes,wing,-4.0,irrelevant
70,predict,predict,,,color,tail,wing,Yes,wing,0.0,irrelevant
1,predict,predict,,,tail,wing,color,Yes,wing,3.0,relevant
207,predict,predict,,,color,wing,tail,No,wing,3.0,relevant
108,predict,predict,,,color,tail,wing,No,wing,2.0,irrelevant
15,predict,predict,,,color,wing,tail,Yes,wing,5.0,relevant
80,predict,predict,,,color,tail,wing,Yes,wing,5.0,irrelevant
48,predict,predict,,,tail,color,wing,No,wing,0.0,irrelevant
119,predict,predict,,,color,wing,tail,No,wing,0.0,relevant
199,predict,predict,,,color,wing,tail,Yes,wing,5.0,relevant
138,predict,predict,,,color,tail,wing,No,wing,5.0,irrelevant
99,predict,predict,,,color,wing,tail,Yes,wing,-4.0,relevant
166,predict,predict,,,color,tail,wing,Yes,wing,0.0,irrelevant
198,predict,predict,,,color,tail,wing,Yes,wing,-4.0,irrelevant
181,predict,predict,,,tail,wing,color,Yes,wing,7.0,relevant
34,predict,predict,,,tail,color,wing,Yes,wing,0.0,irrelevant
127,predict,predict,,,color,wing,tail,No,wing,0.0,relevant
153,predict,predict,,,tail,wing,color,Yes,wing,3.0,relevant
30,predict,predict,,,tail,color,wing,Yes,wing,0.0,irrelevant
50,predict,predict,,,color,tail,wing,Yes,wing,5.0,irrelevant
184,predict,predict,,,tail,color,wing,Yes,wing,5.0,irrelevant
144,predict,predict,,,tail,color,wing,Yes,wing,0.0,irrelevant
6,predict,predict,,,tail,color,wing,No,wing,0.0,irrelevant
91,predict,predict,,,color,wing,tail,Yes,wing,-6.0,relevant
90,predict,predict,,,color,tail,wing,Yes,wing,0.0,irrelevant
44,predict,predict,,,tail,color,wing,Yes,wing,-4.0,irrelevant
220,predict,predict,,,color,tail,wing,No,wing,4.0,irrelevant
100,predict,predict,,,tail,color,wing,Yes,wing,5.0,irrelevant
20,predict,predict,,,color,tail,wing,Yes,wing,-4.0,irrelevant
63,predict,predict,,,color,wing,tail,Yes,wing,3.0,relevant
78,predict,predict,,,tail,color,wing,Yes,wing,-4.0,irrelevant
145,predict,predict,,,wing,tail,color,Yes,wing,0.0,relevant
65,predict,predict,,,wing,tail,color,Yes,wing,5.0,relevant
176,predict,predict,,,color,tail,wing,Yes,wing,0.0,irrelevant
57,predict,predict,,,tail,wing,color,No,wing,0.0,relevant
101,predict,predict,,,tail,wing,color,Yes,wing,5.0,relevant
86,predict,predict,,,color,tail,wing,Yes,wing,3.0,irrelevant
170,predict,predict,,,tail,color,wing,Yes,wing,5.0,irrelevant
124,predict,predict,,,tail,color,wing,No,wing,0.0,irrelevant
73,predict,predict,,,tail,wing,color,Yes,wing,0.0,relevant
38,predict,predict,,,color,tail,wing,Yes,wing,-6.0,irrelevant
160,predict,predict,,,tail,color,wing,Yes,wing,2.0,irrelevant
41,predict,predict,,,wing,tail,color,Yes,wing,-2.0,relevant
