participant,task,task_explanation_group,explanation_type,has_causal_explanation,relevant_dim,irrelevant_dim,color_high,feet_high,feet_discrete_slider.response,feature_dimension,feature_importance,feature_relevance
20,predict,predict,,False,color,feet,Y,C,No,color,0.0,relevant
44,predict,predict,,False,color,feet,Y,F,No,color,0.0,relevant
84,predict,predict,,False,color,feet,Y,C,No,color,6.0,relevant
80,predict,predict,,False,color,feet,Y,F,No,color,3.0,relevant
99,predict,predict,,False,feet,color,Y,F,No,color,0.0,irrelevant
77,predict,predict,,False,feet,color,Y,C,Yes,color,0.0,irrelevant
1,predict,predict,,False,feet,color,Y,C,No,color,3.0,irrelevant
103,predict,predict,,False,feet,color,Y,F,No,color,-5.0,irrelevant
195,predict,predict,,False,feet,color,G,F,No,color,0.0,irrelevant
95,predict,predict,,False,feet,color,Y,F,No,color,5.0,irrelevant
117,predict,predict,,False,feet,color,Y,C,Yes,color,4.0,irrelevant
35,predict,predict,,False,feet,color,Y,F,No,color,4.0,irrelevant
21,predict,predict,,False,feet,color,G,C,Yes,color,1.0,irrelevant
63,predict,predict,,False,feet,color,G,F,No,color,4.0,irrelevant
4,predict,predict,,False,color,feet,Y,F,No,color,5.0,relevant
6,predict,predict,,False,color,feet,G,F,No,color,0.0,relevant
154,predict,predict,,False,color,feet,G,F,Yes,color,7.0,relevant
71,predict,predict,,False,feet,color,Y,F,No,color,5.0,irrelevant
50,predict,predict,,False,color,feet,G,C,Yes,color,7.0,relevant
45,predict,predict,,False,feet,color,G,C,No,color,0.0,irrelevant
33,predict,predict,,False,feet,color,Y,C,Yes,color,0.0,irrelevant
18,predict,predict,,False,color,feet,G,F,No,color,7.0,relevant
57,predict,predict,,False,feet,color,Y,C,Yes,color,4.0,irrelevant
217,predict,predict,,False,feet,color,G,C,Yes,color,0.0,irrelevant
214,predict,predict,,False,color,feet,G,F,No,color,7.0,relevant
73,predict,predict,,False,feet,color,G,C,No,color,4.0,irrelevant
10,predict,predict,,False,color,feet,G,C,No,color,5.0,relevant
159,predict,predict,,False,feet,color,Y,F,Yes,color,5.0,irrelevant
78,predict,predict,,False,color,feet,G,F,No,color,0.0,relevant
15,predict,predict,,False,feet,color,Y,F,Yes,color,0.0,irrelevant
59,predict,predict,,False,feet,color,G,F,Yes,color,6.0,irrelevant
139,predict,predict,,False,feet,color,Y,F,No,color,0.0,irrelevant
172,predict,predict,,False,color,feet,Y,F,Yes,color,0.0,relevant
191,predict,predict,,False,feet,color,G,F,No,color,3.0,irrelevant
138,predict,predict,,False,color,feet,G,F,Yes,color,4.0,relevant
96,predict,predict,,False,color,feet,Y,C,Yes,color,-5.0,relevant
122,predict,predict,,False,color,feet,G,C,Yes,color,6.0,relevant
56,predict,predict,,False,color,feet,Y,F,Yes,color,0.0,relevant
43,predict,predict,,False,feet,color,G,F,No,color,0.0,irrelevant
36,predict,predict,,False,color,feet,Y,C,Yes,color,6.0,relevant
13,predict,predict,,False,feet,color,Y,C,No,color,3.0,irrelevant
168,predict,predict,,False,color,feet,Y,C,Yes,color,7.0,relevant
89,predict,predict,,False,feet,color,G,C,Yes,color,4.0,irrelevant
213,predict,predict,,False,feet,color,G,C,No,color,0.0,irrelevant
3,predict,predict,,False,feet,color,G,F,Yes,color,4.0,irrelevant
19,predict,predict,,False,feet,color,G,F,No,color,0.0,irrelevant
169,predict,predict,,False,feet,color,G,C,Yes,color,0.0,irrelevant
193,predict,predict,,False,feet,color,G,C,No,color,6.0,irrelevant
115,predict,predict,,False,feet,color,G,F,No,color,0.0,irrelevant
182,predict,predict,,False,color,feet,G,C,No,color,6.0,relevant
207,predict,predict,,False,feet,color,G,F,Yes,color,3.0,irrelevant
106,predict,predict,,False,color,feet,G,C,Yes,color,4.0,relevant
60,predict,predict,,False,color,feet,Y,C,Yes,color,6.0,relevant
123,predict,predict,,False,feet,color,Y,F,Yes,color,0.0,irrelevant
150,predict,predict,,False,color,feet,G,C,Yes,color,7.0,relevant
64,predict,predict,,False,color,feet,Y,F,Yes,color,7.0,relevant
179,predict,predict,,False,feet,color,Y,F,Yes,color,3.0,irrelevant
211,predict,predict,,False,feet,color,G,F,Yes,color,0.0,irrelevant
210,predict,predict,,False,color,feet,G,F,No,color,0.0,relevant
153,predict,predict,,False,feet,color,G,C,No,color,0.0,irrelevant
201,predict,predict,,False,feet,color,Y,C,No,color,0.0,irrelevant
148,predict,predict,,False,color,feet,Y,F,Yes,color,7.0,relevant
98,predict,predict,,False,color,feet,G,C,Yes,color,4.0,relevant
83,predict,predict,,False,feet,color,G,F,Yes,color,5.0,irrelevant
166,predict,predict,,False,color,feet,G,F,Yes,color,0.0,relevant
173,predict,predict,,False,feet,color,G,C,Yes,color,0.0,irrelevant
144,predict,predict,,False,color,feet,Y,F,No,color,5.0,relevant
205,predict,predict,,False,feet,color,G,C,Yes,color,4.0,irrelevant
202,predict,predict,,False,color,feet,G,C,No,color,0.0,relevant
163,predict,predict,,False,feet,color,G,F,No,color,0.0,irrelevant
104,predict,predict,,False,color,feet,Y,C,No,color,6.0,relevant
2,predict,predict,,False,color,feet,G,F,No,color,6.0,relevant
212,predict,predict,,False,color,feet,Y,F,Yes,color,5.0,relevant
49,predict,predict,,False,feet,color,Y,C,Yes,color,4.0,irrelevant
206,predict,predict,,False,color,feet,G,F,Yes,color,0.0,relevant
40,predict,predict,,False,color,feet,Y,C,Yes,color,7.0,relevant
42,predict,predict,,False,color,feet,G,C,Yes,color,0.0,relevant
167,predict,predict,,False,feet,color,Y,F,No,color,0.0,irrelevant
48,predict,predict,,False,color,feet,Y,C,Yes,color,6.0,relevant
194,predict,predict,,False,color,feet,G,F,No,color,5.0,relevant
61,predict,predict,,False,feet,color,Y,C,No,color,6.0,irrelevant
114,predict,predict,,False,color,feet,G,F,Yes,color,3.0,relevant
70,predict,predict,,False,color,feet,G,C,No,color,0.0,relevant
160,predict,predict,,False,color,feet,Y,C,Yes,color,0.0,relevant
51,predict,predict,,False,feet,color,Y,F,No,color,0.0,irrelevant
155,predict,predict,,False,feet,color,Y,F,Yes,color,0.0,irrelevant
91,predict,predict,,False,feet,color,Y,F,Yes,color,3.0,irrelevant
141,predict,predict,,False,feet,color,Y,C,Yes,color,5.0,irrelevant
162,predict,predict,,False,color,feet,G,F,Yes,color,5.0,relevant
25,predict,predict,,False,feet,color,G,C,No,color,-3.0,irrelevant
140,predict,predict,,False,color,feet,Y,C,Yes,color,5.0,relevant
203,predict,predict,,False,feet,color,G,F,Yes,color,5.0,irrelevant
87,predict,predict,,False,feet,color,Y,F,Yes,color,0.0,irrelevant
174,predict,predict,,False,color,feet,G,F,No,color,6.0,relevant
171,predict,predict,,False,feet,color,G,F,No,color,2.0,irrelevant
54,predict,predict,,False,color,feet,G,C,Yes,color,3.0,relevant
101,predict,predict,,False,feet,color,G,C,No,color,6.0,irrelevant
136,predict,predict,,False,color,feet,Y,F,No,color,7.0,relevant
192,predict,predict,,False,color,feet,Y,F,No,color,5.0,relevant
14,predict,predict,,False,color,feet,G,C,No,color,6.0,relevant
133,predict,predict,,False,feet,color,Y,C,Yes,color,3.0,irrelevant
53,predict,predict,,False,feet,color,Y,C,Yes,color,3.0,irrelevant
102,predict,predict,,False,color,feet,G,F,No,color,6.0,relevant
27,predict,predict,,False,feet,color,G,F,No,color,-5.0,irrelevant
17,predict,predict,,False,feet,color,G,C,No,color,0.0,irrelevant
47,predict,predict,,False,feet,color,G,F,Yes,color,0.0,irrelevant
88,predict,predict,,False,color,feet,Y,C,Yes,color,4.0,relevant
145,predict,predict,,False,feet,color,G,C,Yes,color,0.0,irrelevant
134,predict,predict,,False,color,feet,G,F,No,color,6.0,relevant
68,predict,predict,,False,color,feet,Y,F,No,color,7.0,relevant
66,predict,predict,,False,color,feet,G,F,No,color,6.0,relevant
24,predict,predict,,False,color,feet,Y,C,No,color,0.0,relevant
177,predict,predict,,False,feet,color,Y,C,Yes,color,-3.0,irrelevant
135,predict,predict,,False,feet,color,G,F,Yes,color,0.0,irrelevant
29,predict,predict,,False,feet,color,Y,C,Yes,color,0.0,irrelevant
146,predict,predict,,False,color,feet,G,F,No,color,6.0,relevant
107,predict,predict,,False,feet,color,G,F,No,color,0.0,irrelevant
137,predict,predict,,False,feet,color,G,C,No,color,0.0,irrelevant
12,predict,predict,,False,color,feet,Y,C,Yes,color,6.0,relevant
65,predict,predict,,False,feet,color,Y,C,No,color,0.0,irrelevant
11,predict,predict,,False,feet,color,G,F,No,color,0.0,irrelevant
143,predict,predict,,False,feet,color,Y,F,No,color,3.0,irrelevant
184,predict,predict,,False,color,feet,Y,F,No,color,4.0,relevant
219,predict,predict,,False,feet,color,Y,F,Yes,color,5.0,irrelevant
175,predict,predict,,False,feet,color,G,F,Yes,color,6.0,irrelevant
86,predict,predict,,False,color,feet,G,C,Yes,color,7.0,relevant
85,predict,predict,,False,feet,color,G,C,Yes,color,4.0,irrelevant
129,predict,predict,,False,feet,color,Y,C,No,color,6.0,irrelevant
218,predict,predict,,False,color,feet,G,C,No,color,7.0,relevant
76,predict,predict,,False,color,feet,Y,F,Yes,color,3.0,relevant
5,predict,predict,,False,feet,color,Y,C,No,color,4.0,irrelevant
31,predict,predict,,False,feet,color,G,F,No,color,4.0,irrelevant
156,predict,predict,,False,color,feet,Y,C,No,color,6.0,relevant
69,predict,predict,,False,feet,color,Y,C,Yes,color,5.0,irrelevant
183,predict,predict,,False,feet,color,Y,F,Yes,color,6.0,irrelevant
108,predict,predict,,False,color,feet,Y,C,No,color,6.0,relevant
198,predict,predict,,False,color,feet,G,F,Yes,color,5.0,relevant
105,predict,predict,,False,feet,color,Y,C,Yes,color,5.0,irrelevant
74,predict,predict,,False,color,feet,G,F,No,color,0.0,relevant
128,predict,predict,,False,color,feet,Y,F,Yes,color,5.0,relevant
62,predict,predict,,False,color,feet,G,C,No,color,0.0,relevant
126,predict,predict,,False,color,feet,G,C,No,color,7.0,relevant
164,predict,predict,,False,color,feet,Y,C,No,color,5.0,relevant
185,predict,predict,,False,feet,color,G,C,No,color,2.0,irrelevant
100,predict,predict,,False,color,feet,Y,F,No,color,4.0,relevant
151,predict,predict,,False,feet,color,G,F,No,color,0.0,irrelevant
186,predict,predict,,False,color,feet,G,F,No,color,7.0,relevant
165,predict,predict,,False,feet,color,Y,C,No,color,0.0,irrelevant
215,predict,predict,,False,feet,color,G,F,Yes,color,6.0,irrelevant
111,predict,predict,,False,feet,color,Y,F,Yes,color,0.0,irrelevant
132,predict,predict,,False,color,feet,Y,C,Yes,color,7.0,relevant
188,predict,predict,,False,color,feet,Y,C,No,color,4.0,relevant
26,predict,predict,,False,color,feet,G,F,No,color,0.0,relevant
58,predict,predict,,False,color,feet,G,F,No,color,2.0,relevant
32,predict,predict,,False,color,feet,Y,F,No,color,7.0,relevant
209,predict,predict,,False,feet,color,Y,C,No,color,3.0,irrelevant
157,predict,predict,,False,feet,color,Y,C,Yes,color,0.0,irrelevant
7,predict,predict,,False,feet,color,G,F,Yes,color,0.0,irrelevant
158,predict,predict,,False,color,feet,G,F,No,color,7.0,relevant
81,predict,predict,,False,feet,color,Y,C,Yes,color,4.0,irrelevant
116,predict,predict,,False,color,feet,Y,F,Yes,color,6.0,relevant
131,predict,predict,,False,feet,color,Y,F,Yes,color,4.0,irrelevant
94,predict,predict,,False,color,feet,G,C,Yes,color,5.0,relevant
97,predict,predict,,False,feet,color,Y,C,No,color,0.0,irrelevant
82,predict,predict,,False,color,feet,G,C,No,color,0.0,relevant
187,predict,predict,,False,feet,color,Y,F,No,color,-5.0,irrelevant
220,predict,predict,,False,color,feet,Y,F,Yes,color,6.0,relevant
208,predict,predict,,False,color,feet,Y,C,No,color,-4.0,relevant
112,predict,predict,,False,color,feet,Y,C,No,color,6.0,relevant
52,predict,predict,,False,color,feet,Y,C,Yes,color,0.0,relevant
147,predict,predict,,False,feet,color,Y,F,Yes,color,0.0,irrelevant
9,predict,predict,,False,feet,color,Y,C,Yes,color,5.0,irrelevant
204,predict,predict,,False,color,feet,Y,C,No,color,7.0,relevant
120,predict,predict,,False,color,feet,Y,F,No,color,6.0,relevant
