participant,free_texts,feedback,fertility_score,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,feet_discrete_slider_mid.response,feet_direction_slider_mid.response,feet_continuous_slider_mid.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response,stripes_discrete_slider_mid.response,stripes_direction_slider_mid.response,stripes_continuous_slider_mid.response
229,"['maybe green is higher', 'webbed', 'webbed and right angled is lower', 'right angled is lower', 'left angled is low', 'earlier it was 3,\xa0', 'left long is 5', 'i dont know', 'this combo has varied alot', 'webbed would be lower', 'webbed is lower', 'again webbed is lower, i think right webbed is lower than left webbed', 'higher than it should be', 'webbed left maybe is low', 'im confusing myselfleft and long may be high', ""same as before but the drection didn't matter""]",[],"[7.0, 5.0, 3.0, 3.0, 1.0, 8.0, 5.0, 1.0, 7.0, 5.0, 4.0, 1.0, 6.0, 2.0, 6.0, 6.0]",443.6919,"['E_F', 'W_C', 'W_F', 'E_C']","[5.0, 1.0, 6.0, 2.0]","['high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high']","['C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C']","['W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E']","['low', 'high', 'low', 'high']",229,"['W_C', 'W_F', 'E_F', 'E_C', 'W_F', 'E_C', 'W_C', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'E_F', 'W_F', 'W_C', 'E_C']",1,6.0,3.0,feet,stripes,C,E,W,F,Yes,Webbed,3.0,Yes,Webbed,2.0,No,,,Yes, Up/Right,2.0
010,"['Stripes across back and tail', 'Stripes on back and tail', 'Stripes on back and tail with webbed feet', 'Stripes on back and tail with webbed feet', 'Stripes on back and tail with clawed feet', 'Stripes on back and tail with clawed feet', 'Striped on back and tail with webbed feet', 'Stripes on back and tail with webbed feet', 'Right stripes with sharp feet', 'left stripes with web feet', 'left striped with sharp feet', 'right stripes with web feet', 'left stripes with web feet', 'right stripes with sharp feet', 'left stripes with sharp feet', 'right stripes with web feet']",['None.'],"[7.0, 6.0, 10.0, 4.0, 8.0, 7.0, 3.0, 7.0, 7.0, 4.0, 2.0, 4.0, 1.0, 6.0, 3.0, 4.0]",595.641,"['W_C', 'E_F', 'W_F', 'E_C']","[6.0, 3.0, 5.0, 4.0]","['high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high']","['C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'low', 'high', 'low']",10,"['W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F']",1,7.0,7.0,stripes,feet,C,E,W,F,No,,,Yes,Webbed,3.0,Yes,Up/Left,5.0,No,,
065,"['It has stripes', 'he is brighter green', 'he has darker stripes', 'he is brighter but has lighter stripes', 'his stripes are average and his brightness', 'he is brighter and lighter colored green', 'his coloris more dull and less apparent stripes', 'he has better striping and more vibrant colors', 'webbed feet and right swooping stripes', 'curled toes and right swooshed stripes', 'his toes are not webbed', 'his stripes swoop to the left', 'he has webbed feet', 'he has webbed feet and swooshes go tot the right', 'he has pointier toes\xa0', 'he has pointy toes, not webbed feet']",[],"[2.0, 5.0, 10.0, 8.0, 5.0, 7.0, 1.0, 4.0, 3.0, 8.0, 9.0, 8.0, 2.0, 1.0, 7.0, 7.0]",957.3381,"['W_C', 'W_F', 'E_F', 'E_C']","[5.0, 3.0, 4.0, 9.0]","['low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['F', 'F', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C']","['E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'E', 'W']","['high', 'low', 'low', 'high']",65,"['E_F', 'W_F', 'E_C', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'E_F', 'W_F', 'E_C', 'W_C']",1,3.0,5.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,7.0,No,,,Yes, Up/Right,4.0,No,,
289,"['Stripes are up and to the leftFeet are webbed', 'Stripes are up and too the leftFeet are clawed', 'Stripes are up and to the rightFeet are clawed', 'Stripes are up and to the rightFeet are webbed', 'Stripes are up and to the leftFeet are clawed', 'Stripes are up and to the leftFeet are webbed', 'Stripes are up and to the rightFeet are clawed', 'Stripes are up and to the rightFeet are webbed', 'Stripes are up and to the rightFeet are curved', 'Stripes are to the leftFeet are curved', 'Stripes are to the rightFeet are webbed', 'Stripes are to the leftFeet are webbed', 'Stripes are to the leftFeet are webbed', 'Stripes are to the rightFeet are webbed', 'Stripes to the leftFeet are curved', 'Stripes to the rightFeet are curved']","['Everything worked out pretty well, maybe include an image of what was considered webbed or curved at the beginning, as I was a bit confused on how to describe it at first']","[1.0, 8.0, 7.0, 1.0, 6.0, 2.0, 6.0, 2.0, 4.0, 5.0, 6.0, 1.0, 2.0, 5.0, 9.0, 9.0]",326.5761,"['E_C', 'W_F', 'W_C', 'E_F']","[9.0, 1.0, 9.0, 2.0]","['low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high']","['F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C']","['W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E']","['high', 'low', 'high', 'low']",289,"['W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_F', 'E_F', 'W_C', 'E_C']",1,7.0,3.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,7.0,Yes, Curved/Pointy,6.0,No,,,Yes,Up/Left,2.0
253,"['The reptile has stripes up and to the left and it has curly feet.', 'The reptile has webbed feet and strips up and to the right', 'The webbed feet appear to make the reptile less fertile.', 'The stripes that go up and to the right might make them more fertile', 'The stripes that go up and to the right along with webbed feet seem to help fertility\xa0', 'This reptile has stripes that go up and to the right with webbed feet but for some reasson they were not very fertile.', ""This reptile has average fertility with webbed feet and stripes that go up and to the left. Not sure why the fertility isn't higher.\xa0"", 'This reptile has low fertility because the stripes go up and to the left.\xa0', 'This reptile has webbed feet and stripes that go up and to the left which may both be associated with lower fertility .\xa0', 'This reptile has curly feet and stripes that go up and to the right both are associated with higher fertility.\xa0', 'This reptile has webbed feet which lowers fertility.\xa0', 'This reptile has stripes that go up and to the left which is associated with lower fertility..\xa0', 'This reptile has both traits that are associated with fertility. Curly feet and stripes that go up and to the right.\xa0', 'This reptile has webbed feet and stripes that go up and to the left which are both associated with lower fertility', 'This reptile has curly feet which is associated with higher fertility\xa0', 'This reptile has webbed feet which is associated with lower fertility\xa0']",['I knew that the reptiles that had webbed feet has less fertility and I also knew that reptiles with stripes going up and right had higher fertility. Then I would look to confirm this with each picture. I guess I was just using my working memory.\xa0'],"[6.0, 6.0, 5.0, 7.0, 8.0, 2.0, 6.0, 1.0, 5.0, 9.0, 1.0, 3.0, 10.0, 5.0, 8.0, 3.0]",802.3833,"['E_F', 'E_C', 'W_F', 'W_C']","[6.0, 8.0, 3.0, 6.0]","['high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low']","['C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E']","['low', 'high', 'low', 'high']",253,"['W_C', 'E_F', 'W_F', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'W_C', 'E_F']",1,6.0,7.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,6.0,No,,,Yes, Up/Right,6.0,Yes, Up/Right,3.0
059,"[""It only has 3 legs so something must be wrong with it.Stripes don't much color.\xa0smiling, so he is happy."", 'got some funky claws. Also only has 3 legs.', 'The stripes are more powerful.', 'The webbed feet add to the fertility score.', 'the faded stripes make him a 9 out of 10', '3 because he only has 3 legs... claws are bad.', 'stripes are more north south', 'the perfect combo of north south stripes and webbed feet. and 3 legs', 'up and down lines. webbed feet.', 'the claws bring it down', 'claws and left right lines.', 'webbed feet\xa0', 'I have no idea why this is a 5. he should be a 10.', 'this makes sense because of the claws. thats why he is a 5', 'homeboy should be a 10. not sure why he is an 8', 'claws and always will lower fertility score.']","['I tried on this but could not figure it out.I think of myself as a smart person, but could not figure out the pattern.']","[6.0, 2.0, 8.0, 8.0, 9.0, 3.0, 4.0, 10.0, 10.0, 5.0, 4.0, 8.0, 5.0, 5.0, 8.0, 5.0]",493.7213,"['W_C', 'E_C', 'E_F', 'W_F']","[3.0, 6.0, 10.0, 4.0]","['high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low']","['F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C']","['E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W']","['low', 'low', 'high', 'high']",59,"['E_F', 'E_C', 'W_C', 'W_F', 'W_F', 'W_C', 'E_C', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'W_F', 'W_C']",1,4.0,5.0,feet,stripes,F,E,W,C,Yes,Webbed,6.0,Yes,Webbed,5.0,Yes, Up/Right,5.0,Yes, Up/Right,6.0
068,"['They have webbed feet and stripes to the left', '5143772540318160Curled feet and stripes to the right', 'Curled feet and stripes to the right', 'Webbed feet and stripes to the right', 'Curled feet and stripes to right', 'Curled feet snd stripes to left', 'Webbed feet stripes to right', 'Web feet stripes to left', 'Web feet stripes right', 'Point feet stripes left', 'Point feet stripes right', 'Web feet stripes left', 'Point feet stripes left', 'Web feet stripes right', 'Web feet stripes left', 'Point feet stripes right']",[],"[3.0, 1.0, 8.0, 10.0, 8.0, 5.0, 8.0, 1.0, 5.0, 2.0, 10.0, 2.0, 6.0, 4.0, 2.0, 9.0]",506.8038,"['E_F', 'W_C', 'W_F', 'E_C']","[7.0, 4.0, 3.0, 9.0]","['low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C']","['W', 'W', 'E', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E']","['high', 'low', 'low', 'high']",68,"['W_F', 'W_C', 'E_C', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C']",1,5.0,3.0,stripes,feet,C,W,E,F,No,,,No,,,Yes, Up/Right,6.0,Yes, Up/Right,6.0
095,"['This reptile recieved this score because of the stripes on its back.', 'The stripes on its back caused this score.', 'The web feet caused this score.', 'The stripes on its back.', 'The stripes on its back.', 'The webbed feet.', 'The webbed feet.', 'The stripes on its back.', 'The webbed feet.', 'The webbed feet.', 'The curved feet.', 'The webbed feet.', 'The webbed feet.', 'The curved feet.', 'The curved feet.']",[],"[4.0, 4.0, 8.0, 6.0, 5.0, 8.0, 9.0, 5.0, 2.0, 8.0, 9.0, 2.0, 8.0, 10.0, 5.0, 3.0]",876.5626,"['E_C', 'E_F', 'W_F', 'W_C']","[4.0, 8.0, 8.0, 3.0]","['low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low']","['C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C']","['W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W']","['low', 'high', 'high', 'low']",95,"['W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'E_F', 'W_F', 'E_C', 'W_C']",1,7.0,7.0,feet,stripes,F,E,W,C,Yes,Webbed,6.0,Yes,Webbed,5.0,No,,,Yes, Up/Right,3.0
268,"['This reptile received a high fertility score because of its non-webbed feet and right-leaning stripes, both features which aided to its reproductive success.', 'This reptile received a low fertility score because its features, including left-leaning stripes and webbed feet hindered its reproductive success.', 'This reptile received a more moderate fertility score because of its non-webbed feet (which helped increase its score) and its left-leaning stripes (which hindered its score).', 'This reptile earned a relatively high fertility score because of its right-leaning stripes (which increased its score). However, its webbed feet is the trait that prevented its score from being higher.', 'This reptile earned a higher fertility score than it had in the past because its surrounding environment and/or population underwent some kind of change, making the previous traits there were detrimental to its score (left-leaning stripes and webbed feet) now beneficial to its score.', 'This reptile received a low fertility score because its left-leaning stripes and non-webbed feet provided no reproductive or survival advantage.', 'This reptile eared a high fertility score because of its right-leaning stripes and non-webbed feet. These traits directly contributed to its reproductive success.', ""This reptile's webbed feet prevented its fertility score from being higher."", 'This reptile earned a low fertility score mainly due to its webbed feet.\xa0', 'This reptile earned a high fertility score because of its right-pointing stripes.', 'This reptile earned a moderate fertility score because of its combination of right-pointing stripes and pointy feet.', 'This reptile earned a high fertility score because of its left-pointing stripes.', 'This person earned a low fertility score because of its combination of webbed feet and right-pointing stripes.', 'This reptile earned a low fertility score because of its combination of webbed feet and left-pointing stripes.', 'This reptile earned a low fertility score because of its pointy feet.', 'This reptile earned a higher fertility score mainly because of its right-pointing stripes.']",[],"[8.0, 1.0, 4.0, 7.0, 7.0, 1.0, 9.0, 8.0, 3.0, 10.0, 5.0, 9.0, 3.0, 2.0, 1.0, 8.0]",806.654,"['E_C', 'W_C', 'E_F', 'W_F']","[9.0, 5.0, 8.0, 2.0]","['high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C']","['E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E']","['high', 'low', 'high', 'low']",268,"['E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'E_C']",1,7.0,6.0,stripes,feet,C,W,E,F,Yes, Curved/Pointy,6.0,Yes, Curved/Pointy,6.0,Yes,Up/Left,6.0,Yes, Up/Right,5.0
234,"['The reptile has stripes', 'The season is changed', 'Different season or reptile is old', 'Reptile is young or season is good', 'Change of season, different age', 'Good season to mate, young', 'Bad season, old reptile', 'Good season, maybe a little old reptile', 'up right stripes, straight feet', 'up right stripes, webbed feet', 'horizontal stripes, webbed feet', 'horizontal stripes, skinny feet', 'horizontal stripes, webbed feet', 'up right stripes, webbed feet', 'horizontal stripes, straight feet', 'up right stripes, straight feet\xa0']",[],"[6.0, 8.0, 4.0, 8.0, 5.0, 8.0, 2.0, 5.0, 4.0, 4.0, 6.0, 10.0, 9.0, 2.0, 8.0, 6.0]",331.9896,"['W_F', 'W_C', 'E_F', 'E_C']","[3.0, 6.0, 8.0, 9.0]","['high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C']","['W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E']","['high', 'high', 'low', 'low']",234,"['W_F', 'E_C', 'E_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'W_F', 'E_F', 'W_C', 'E_C']",1,6.0,4.0,stripes,feet,C,E,W,F,Yes, Curved/Pointy,4.0,Yes, Curved/Pointy,6.0,Yes, Up/Right,7.0,Yes, Up/Right,6.0
101,"['This reptile does not have webbed feet.', 'This reptile does not have webbed feet.', 'This reptile has webbed feet.', 'This reptile has webbed feet.', 'This reptile’s feet curves up and to the right.', 'This reptile’s feet is webbed and the toes curl up and to the left.', 'This reptile’s feet is webbed and the toes curl up and to the left.', 'This reptile does not have webbed feet and the toes curl up and to the right.', 'This reptile has webbed feet.', 'This reptile has webbed feet.', 'This reptile has curved feet.\xa0', 'This reptile has curved feet.', 'This reptile has curved feet.', 'This reptile has curved feet.Perhaps the stripes being oriented towards the left decreases fertility.', 'This reptile has webbed feet.', 'This reptile has webbed feet.']",[],"[8.0, 8.0, 4.0, 1.0, 5.0, 1.0, 3.0, 7.0, 1.0, 2.0, 9.0, 6.0, 8.0, 5.0, 2.0, 5.0]",339.666,"['W_F', 'W_C', 'E_C', 'E_F']","[4.0, 6.0, 5.0, 8.0]","['high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low']","['C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F']","['W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W']","['low', 'high', 'high', 'low']",101,"['W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_C', 'W_C', 'E_F', 'W_F']",1,6.0,5.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,6.0,Yes, Curved/Pointy,5.0,No,,,No,,
116,"['Not enough info to know at this time. This one looks the same as the previous one that had a 7', 'Angled up stripes appears to be more fertile', 'This one has webbed feet and stripes angled to the right compared to the earlier one that was curled feet and had 2 fertility', 'Still not sure', 'Angled up and webbed toes appears to be a more fertile combination\xa0', 'Curled toes and angled to the right appears to be consistently less fertile', 'The toes are webbed and stripes angled to the right which seemed to be the least ideal combination', 'Curled toes and stripes angled up appeared to be the most fertile combination\xa0', 'Webbed toes and stripes angled to the right are less fertile', 'The stripes are angled up but the toes are webbed so appears to be less fertile than if the toes were curled\xa0', 'Stripes angled up and curled toes seems to be the most fertile combination', 'Stripes angled to the right and toes webbed is the least fertile', 'The stripes being angled to the right seems to be more influential than the toes being curled', 'Stripes being angled up appears to be more influential than the toes being webbed']",['I had a hard time moving through the study on mobile because my keyboard on the screen was covering the continue button'],"[7.0, 2.0, 7.0, 7.0, 3.0, 3.0, 6.0, 2.0, 2.0, 10.0, 5.0, 5.0, 8.0, 1.0, 1.0, 8.0]",676.7377,"['E_F', 'E_C', 'W_C', 'W_F']","[5.0, 9.0, 4.0, 1.0]","['high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E']","['high', 'high', 'low', 'low']",116,"['E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C', 'W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F']",1,7.0,5.0,stripes,feet,F,W,E,C,Yes, Curved/Pointy,4.0,Yes, Curved/Pointy,5.0,Yes, Up/Right,6.0,Yes,Up/Left,6.0
264,"['This\xa0', 'This reptile is striped and has a straight tail\xa0', 'The feet are webbed\xa0', 'It is striped and has webbed feet\xa0', 'It has stripes on it\xa0', 'It does not have webbed feet\xa0', 'The feet are webbed and has stripes\xa0', 'It has webbed feet\xa0', 'The stripes are different\xa0', 'Webbed feet and stripes', 'The stripes make it more fertile\xa0', 'It doesn’t have webbed feet and the stripes are different\xa0', 'It has different stripes\xa0', 'The feet are not webbed\xa0', 'The stripes are different\xa0', 'It does not have webbed feet\xa0']",[],"[7.0, 3.0, 7.0, 9.0, 9.0, 3.0, 6.0, 8.0, 3.0, 7.0, 8.0, 1.0, 4.0, 5.0, 5.0, 4.0]",254.28,"['W_C', 'E_F', 'E_C', 'W_F']","[4.0, 8.0, 6.0, 5.0]","['high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C']","['E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E']","['low', 'high', 'high', 'low']",264,"['E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'W_C', 'W_F', 'E_C']",1,5.0,6.0,stripes,feet,F,W,E,C,Yes,Webbed,5.0,Yes,Webbed,5.0,Yes, Up/Right,3.0,No,,
046,"['stripes are up and to the rightand has webbed feet', 'it has stripes up and to the left.it has webbed feet.', 'it has stripes up and to the right and curly feet', 'It has stripes up and to the left', 'stripes to the left', 'stripes to the right w/ webbed feet', 'its webbed feet decreased the overall score', 'the curly feet increased the score', 'stripes to the left and webbed feet decrease the score', 'webbed feet decrease the score', 'stripes to the left and curly feet give the reptile a high score', 'stripes to the right decrease the score significantly', 'the combination of stripes to the right and webbed feet result in a low score', 'curly feet possibly increased the score', 'webbed feet lowered the score', 'the combination of stripes to the left and curly feet keep the score relatively high, while being lower than normal']",[],"[5.0, 10.0, 3.0, 10.0, 9.0, 1.0, 3.0, 8.0, 4.0, 8.0, 9.0, 4.0, 1.0, 8.0, 8.0, 8.0]",548.5215,"['W_C', 'E_C', 'W_F', 'E_F']","[9.0, 4.0, 4.0, 1.0]","['low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C']","['E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['high', 'low', 'high', 'low']",46,"['E_F', 'W_F', 'E_C', 'W_C', 'W_C', 'E_F', 'W_F', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'E_C', 'W_F', 'W_C']",1,6.0,5.0,stripes,feet,C,E,W,F,Yes, Curved/Pointy,2.0,Yes, Curved/Pointy,2.0,Yes,Up/Left,6.0,Yes,Up/Left,6.0
112,"['It had seven offspring that survived to maturity.', 'It only had two offspring survive.', ""Four of it's offspring survived."", 'Five offspring survived.', 'Eight offspring survived.', 'Eight offspring survived.', 'six offspring survived.', 'It has webbed feet.', 'vertical stripes and non webbed feet.', 'Sideways stripes.', 'Vertical stripes.', 'Sideways stripes.', 'Sideways stripes.', 'Vertical stripes.', 'Vertical stripes.', 'Sideways stripes.']","[""I didn't really get it at first, but I think I had it figurd out as I went.""]","[7.0, 2.0, 4.0, 5.0, 8.0, 8.0, 6.0, 2.0, 10.0, 3.0, 9.0, 1.0, 1.0, 6.0, 8.0, 5.0]",440.8134,"['W_F', 'E_F', 'E_C', 'W_C']","[4.0, 8.0, 7.0, 3.0]","['high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low']","['C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C']","['E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W']","['low', 'high', 'high', 'low']",112,"['E_C', 'W_C', 'W_F', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_F', 'E_C', 'E_F', 'W_C']",1,5.0,5.0,stripes,feet,C,W,E,F,No,,,Yes, Curved/Pointy,3.0,Yes, Up/Right,6.0,No,,
021,"['I believe that this is a middling fertility score for a plain reptile.', ""I believe that this reptile, which is plain, may be especially successful, and doesn't reflect its species."", 'I believe this is a plain reptile with a middling fertility score.', 'This reptile seems like an outlier of its species.', 'This seems like a middling, plain reptile.', 'I believe that this might be a more normal reptile of its species.', 'I believe that this one is just normal.', 'I believe that this one is outstanding for its species.', 'I believe that this score may be related to its claws and stripe patterning.', 'I believe its webbed claws makes it less fertile.', 'I believe its fertility score is due to its webbed claws.', ""I believe it's more fertile due to its sharp claws."", ""I believe it's more fertile because of its sharp claws."", 'sharp claws increase fertility.', 'webbed claws decrease fertility.', 'I believe its fertility score may be influenced by its stripes.']",[],"[2.0, 10.0, 3.0, 6.0, 2.0, 4.0, 4.0, 6.0, 8.0, 2.0, 3.0, 9.0, 9.0, 7.0, 2.0, 6.0]",337.3219,"['W_F', 'W_C', 'E_C', 'E_F']","[2.0, 8.0, 9.0, 6.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E']","['low', 'high', 'high', 'low']",21,"['E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'W_C', 'W_F', 'E_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F']",1,3.0,6.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,6.0,Yes, Curved/Pointy,5.0,Yes,Up/Left,3.0,No,,
