participant,training_responses,fertility_score,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,feet_discrete_slider_mid.response,feet_direction_slider_mid.response,feet_continuous_slider_mid.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response,stripes_discrete_slider_mid.response,stripes_direction_slider_mid.response,stripes_continuous_slider_mid.response
180,"[5.0, 2.0, 3.0, 9.0, 6.0, 7.0, 5.0, 4.0, 5.0, 7.0, 8.0, 5.0, 3.0, 6.0, 5.0, 7.0]","[2.0, 4.0, 10.0, 5.0, 3.0, 6.0, 8.0, 3.0, 8.0, 8.0, 3.0, 5.0, 7.0, 3.0, 9.0, 4.0]","[3.0, 2.0, 7.0, 4.0, 3.0, 1.0, 3.0, 1.0, 3.0, 1.0, 5.0, 0.0, 4.0, 3.0, 4.0, 3.0]",['I thought'],402.3787,"['W_F', 'E_F', 'W_C', 'E_C']","[6.0, 3.0, 7.0, 5.0]","['low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low']","['F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W']","['low', 'high', 'low', 'high']",180,"['W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F']",1,6.0,6.0,stripes,feet,F,W,E,C,Yes,Webbed,4.0,Yes, Curved/Pointy,4.0,Yes, Up/Right,6.0,Yes, Up/Right,4.0
089,"[5.0, 6.0, 6.0, 7.0, 5.0, 6.0, 3.0, 4.0, 4.0, 7.0, 6.0, 5.0, 5.0, 4.0, 5.0, 8.0]","[6.0, 5.0, 8.0, 2.0, 4.0, 8.0, 5.0, 7.0, 8.0, 1.0, 8.0, 5.0, 8.0, 2.0, 3.0, 6.0]","[1.0, 1.0, 2.0, 5.0, 1.0, 2.0, 2.0, 3.0, 4.0, 6.0, 2.0, 0.0, 3.0, 2.0, 2.0, 2.0]","[""I would say i observed and predict even if i wasn't sure""]",1407.9362,"['E_F', 'W_C', 'W_F', 'E_C']","[3.0, 6.0, 3.0, 8.0]","['low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C']","['E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W']","['low', 'high', 'low', 'high']",89,"['E_F', 'E_C', 'W_C', 'W_F', 'E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'E_F', 'W_F', 'W_C']",1,5.0,7.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,5.0,Yes, Curved/Pointy,5.0,Yes,Up/Left,6.0,Yes, Up/Right,5.0
279,"[2.0, 1.0, 1.0, 3.0, 10.0, 1.0, 4.0, 2.0, 10.0, 3.0, 1.0, 10.0, 8.0, 1.0, 8.0, 1.0]","[1.0, 6.0, 10.0, 7.0, 7.0, 2.0, 7.0, 4.0, 8.0, 1.0, 1.0, 10.0, 8.0, 4.0, 9.0, 6.0]","[1.0, 5.0, 9.0, 4.0, 3.0, 1.0, 3.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 3.0, 1.0, 5.0]",[],759.882,"['E_F', 'W_F', 'E_C', 'W_C']","[10.0, 8.0, 1.0, 2.0]","['low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low']","['C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C']","['W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E']","['high', 'high', 'low', 'low']",279,"['W_C', 'E_C', 'W_F', 'E_F', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_F', 'E_C']",1,6.0,7.0,feet,stripes,F,W,E,C,Yes,Webbed,7.0,Yes,Webbed,5.0,No,,,Yes,Up/Left,4.0
095,"[6.0, 4.0, 8.0, 8.0, 6.0, 4.0, 8.0, 6.0, 6.0, 9.0, 6.0, 4.0, 8.0, 2.0, 4.0, 7.0]","[4.0, 4.0, 8.0, 6.0, 5.0, 8.0, 9.0, 5.0, 2.0, 8.0, 9.0, 2.0, 8.0, 10.0, 5.0, 3.0]","[2.0, 0.0, 0.0, 2.0, 1.0, 4.0, 1.0, 1.0, 4.0, 1.0, 3.0, 2.0, 0.0, 8.0, 1.0, 4.0]","['I tried to detect a trend besides the webbed feet, but I did not detect one related to the direction of the stripes.\xa0']",460.9494,"['E_C', 'E_F', 'W_F', 'W_C']","[5.0, 7.0, 8.0, 3.0]","['low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low']","['C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C']","['W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W']","['low', 'high', 'high', 'low']",95,"['W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'E_F', 'W_F', 'E_C', 'W_C']",1,6.0,5.0,feet,stripes,F,E,W,C,Yes,Webbed,6.0,Yes,Webbed,5.0,No,,,No,,
020,"[1.0, 8.0, 9.0, 5.0, 3.0, 9.0, 4.0, 8.0, 8.0, 5.0, 5.0, 6.0, 7.0, 5.0, 7.0, 2.0]","[8.0, 9.0, 5.0, 3.0, 9.0, 4.0, 8.0, 1.0, 5.0, 7.0, 6.0, 7.0, 3.0, 7.0, 2.0, 3.0]","[7.0, 1.0, 4.0, 2.0, 6.0, 5.0, 4.0, 7.0, 3.0, 2.0, 1.0, 1.0, 4.0, 2.0, 5.0, 1.0]",['NONE'],606.1743,"['W_C', 'E_F', 'E_C', 'W_F']","[5.0, 3.0, 6.0, 4.0]","['high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F']","['E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E', 'E', 'E', 'W', 'W']","['low', 'high', 'high', 'low']",20,"['E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'E_F', 'E_C', 'W_C', 'W_F']",1,5.0,5.0,stripes,feet,C,W,E,F,Yes, Curved/Pointy,2.0,No,,,Yes, Up/Right,2.0,No,,
117,"[7.0, 6.0, 4.0, 8.0, 7.0, 4.0, 5.0, 10.0, 4.0, 4.0, 6.0, 7.0, 9.0, 4.0, 6.0, 6.0]","[4.0, 4.0, 10.0, 7.0, 4.0, 6.0, 9.0, 5.0, 1.0, 5.0, 3.0, 7.0, 9.0, 5.0, 2.0, 9.0]","[3.0, 2.0, 6.0, 1.0, 3.0, 2.0, 4.0, 5.0, 3.0, 1.0, 3.0, 0.0, 0.0, 1.0, 4.0, 3.0]",[],540.2084,"['W_F', 'E_C', 'W_C', 'E_F']","[3.0, 7.0, 5.0, 5.0]","['low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C']","['E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'E', 'W', 'E', 'W']","['low', 'high', 'high', 'low']",117,"['E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'E_C', 'W_C', 'W_F', 'W_F', 'W_C', 'E_F', 'E_C', 'E_C', 'W_F', 'E_F', 'W_C']",1,6.0,7.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,4.0,Yes, Curved/Pointy,5.0,Yes, Up/Right,3.0,No,,
160,"[4.0, 3.0, 4.0, 1.0, 9.0, 9.0, 1.0, 7.0, 9.0, 3.0, 3.0, 9.0, 4.0, 3.0, 8.0, 9.0]","[3.0, 9.0, 1.0, 8.0, 5.0, 7.0, 3.0, 9.0, 8.0, 9.0, 1.0, 9.0, 1.0, 4.0, 6.0, 7.0]","[1.0, 6.0, 3.0, 7.0, 4.0, 2.0, 2.0, 2.0, 1.0, 6.0, 2.0, 0.0, 3.0, 1.0, 2.0, 2.0]",[],469.238,"['W_F', 'E_F', 'W_C', 'E_C']","[3.0, 9.0, 3.0, 7.0]","['high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high']","['C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C']","['E', 'E', 'W', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E']","['low', 'high', 'low', 'high']",160,"['E_C', 'E_F', 'W_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F', 'E_F', 'W_F', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F', 'E_C']",1,5.0,4.0,stripes,feet,F,W,E,C,Yes,Webbed,3.0,Yes,Webbed,3.0,Yes, Up/Right,6.0,Yes, Up/Right,5.0
109,"[9.0, 9.0, 10.0, 4.0, 4.0, 4.0, 4.0, 1.0, 10.0, 10.0, 10.0, 3.0, 4.0, 10.0, 6.0, 3.0]","[9.0, 4.0, 1.0, 10.0, 3.0, 10.0, 1.0, 7.0, 3.0, 3.0, 7.0, 6.0, 5.0, 10.0, 8.0, 3.0]","[0.0, 5.0, 9.0, 6.0, 1.0, 6.0, 3.0, 6.0, 7.0, 7.0, 3.0, 3.0, 1.0, 0.0, 2.0, 0.0]",[],489.582,"['W_C', 'E_C', 'W_F', 'E_F']","[7.0, 10.0, 3.0, 4.0]","['high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low']","['C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F']","['W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E']","['high', 'high', 'low', 'low']",109,"['W_C', 'W_F', 'E_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'W_C', 'E_F']",1,6.0,7.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,7.0,Yes,Webbed,4.0,Yes,Up/Left,6.0,Yes,Up/Left,7.0
234,"[5.0, 7.0, 8.0, 7.0, 6.0, 6.0, 7.0, 6.0, 3.0, 4.0, 8.0, 2.0, 6.0, 4.0, 9.0, 5.0]","[6.0, 8.0, 4.0, 8.0, 5.0, 8.0, 2.0, 5.0, 4.0, 4.0, 6.0, 10.0, 9.0, 2.0, 8.0, 6.0]","[1.0, 1.0, 4.0, 1.0, 1.0, 2.0, 5.0, 1.0, 1.0, 0.0, 2.0, 8.0, 3.0, 2.0, 1.0, 1.0]",[],509.7758,"['W_F', 'W_C', 'E_F', 'E_C']","[6.0, 9.0, 4.0, 10.0]","['high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C']","['W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E']","['high', 'high', 'low', 'low']",234,"['W_F', 'E_C', 'E_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'W_F', 'E_F', 'W_C', 'E_C']",1,3.0,4.0,stripes,feet,C,E,W,F,Yes, Curved/Pointy,7.0,Yes,Webbed,7.0,Yes, Up/Right,7.0,Yes,Up/Left,7.0
176,"[6.0, 3.0, 6.0, 7.0, 5.0, 7.0, 6.0, 4.0, 5.0, 8.0, 6.0, 3.0, 9.0, 4.0, 6.0, 5.0]","[3.0, 7.0, 6.0, 9.0, 4.0, 3.0, 7.0, 2.0, 5.0, 10.0, 9.0, 4.0, 8.0, 3.0, 9.0, 6.0]","[3.0, 4.0, 0.0, 2.0, 1.0, 4.0, 1.0, 2.0, 0.0, 2.0, 3.0, 1.0, 1.0, 1.0, 3.0, 1.0]",['i made the decision based off the results id get. i didnt really think about why each was useful until the second part.'],317.6029,"['E_C', 'E_F', 'W_C', 'W_F']","[9.0, 8.0, 4.0, 6.0]","['low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low']","['C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F']","['W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W']","['high', 'high', 'low', 'low']",176,"['W_C', 'E_C', 'W_F', 'E_F', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'W_C', 'E_C', 'W_F']",1,7.0,5.0,stripes,feet,F,W,E,C,Yes,Webbed,3.0,Yes,Webbed,7.0,Yes, Up/Right,7.0,Yes, Up/Right,4.0
018,"[8.0, 4.0, 8.0, 6.0, 1.0, 1.0, 5.0, 8.0, 8.0, 10.0, 3.0, 1.0, 5.0, 6.0, 10.0, 4.0]","[1.0, 6.0, 1.0, 5.0, 6.0, 9.0, 3.0, 2.0, 5.0, 9.0, 6.0, 3.0, 7.0, 3.0, 7.0, 4.0]","[7.0, 2.0, 7.0, 1.0, 5.0, 8.0, 2.0, 6.0, 3.0, 1.0, 3.0, 2.0, 2.0, 3.0, 3.0, 0.0]","['I kept thinking of logical reasons why the webbed feet might be beneficial, and how the fertility ranking should be impacted, but I found myself constantly getting confused by the real rating. It was a very interesting study.']",332.6002,"['W_F', 'E_F', 'E_C', 'W_C']","[10.0, 4.0, 7.0, 1.0]","['low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low']","['C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C']","['E', 'W', 'E', 'W', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E']","['high', 'low', 'low', 'high']",18,"['E_C', 'W_F', 'E_F', 'W_C', 'W_C', 'W_F', 'E_F', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C']",1,2.0,7.0,stripes,feet,F,E,W,C,Yes,Webbed,7.0,Yes,Webbed,5.0,Yes,Up/Left,3.0,No,,
210,"[5.0, 6.0, 8.0, 7.0, 5.0, 5.0, 8.0, 9.0, 9.0, 3.0, 8.0, 4.0, 4.0, 6.0, 9.0, 8.0]","[9.0, 3.0, 3.0, 8.0, 2.0, 2.0, 7.0, 8.0, 10.0, 6.0, 7.0, 5.0, 5.0, 3.0, 5.0, 3.0]","[4.0, 3.0, 5.0, 1.0, 3.0, 3.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0, 3.0, 4.0, 5.0]",['Everything was clear and easy to understand. The first guessing portion was easier to predict fertility and the second guessing portion felt more random.'],417.4011,"['W_C', 'E_F', 'W_F', 'E_C']","[4.0, 5.0, 8.0, 3.0]","['high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'low', 'low', 'high', 'high']","['C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C']","['W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E', 'E', 'E', 'W', 'W']","['high', 'low', 'high', 'low']",210,"['W_C', 'E_F', 'E_C', 'W_F', 'E_F', 'E_C', 'W_F', 'W_C', 'W_C', 'E_F', 'W_F', 'E_C', 'E_C', 'E_F', 'W_F', 'W_C']",1,6.0,2.0,stripes,feet,C,E,W,F,No,,,No,,,No,,,Yes,Up/Left,7.0
005,"[6.0, 4.0, 4.0, 8.0, 7.0, 4.0, 5.0, 8.0, 8.0, 5.0, 4.0, 6.0, 7.0, 5.0, 3.0, 4.0]","[6.0, 7.0, 4.0, 5.0, 2.0, 3.0, 7.0, 3.0, 7.0, 3.0, 3.0, 9.0, 10.0, 5.0, 4.0, 9.0]","[0.0, 3.0, 0.0, 3.0, 5.0, 1.0, 2.0, 5.0, 1.0, 2.0, 1.0, 3.0, 3.0, 0.0, 1.0, 5.0]",[],356.976,"['W_F', 'E_C', 'W_C', 'E_F']","[5.0, 8.0, 7.0, 5.0]","['high', 'high', 'low', 'low', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high']","['C', 'C', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C']","['E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W']","['low', 'high', 'high', 'low']",5,"['E_C', 'W_C', 'W_F', 'E_F', 'E_F', 'W_F', 'W_C', 'E_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C']",1,3.0,1.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,5.0,Yes, Curved/Pointy,3.0,Yes, Up/Right,5.0,Yes, Up/Right,3.0
106,"[3.0, 8.0, 4.0, 3.0, 3.0, 6.0, 8.0, 7.0, 7.0, 2.0, 7.0, 7.0, 8.0, 2.0, 3.0, 8.0]","[8.0, 7.0, 2.0, 6.0, 6.0, 8.0, 7.0, 6.0, 2.0, 3.0, 9.0, 9.0, 10.0, 9.0, 1.0, 4.0]","[5.0, 1.0, 2.0, 3.0, 3.0, 2.0, 1.0, 1.0, 5.0, 1.0, 2.0, 2.0, 2.0, 7.0, 2.0, 4.0]",[],304.6501,"['E_F', 'E_C', 'W_F', 'W_C']","[7.0, 8.0, 6.0, 3.0]","['high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F']","['W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W']","['low', 'low', 'high', 'high']",106,"['W_F', 'W_C', 'E_C', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F']",1,6.0,2.0,stripes,feet,C,E,W,F,Yes, Curved/Pointy,2.0,Yes,Webbed,2.0,Yes,Up/Left,5.0,Yes,Up/Left,5.0
127,"[6.0, 6.0, 8.0, 8.0, 6.0, 8.0, 3.0, 1.0, 1.0, 6.0, 5.0, 8.0, 3.0, 8.0, 1.0, 4.0]","[6.0, 3.0, 8.0, 1.0, 8.0, 5.0, 1.0, 6.0, 1.0, 5.0, 6.0, 4.0, 2.0, 6.0, 1.0, 7.0]","[0.0, 3.0, 0.0, 7.0, 2.0, 3.0, 2.0, 5.0, 0.0, 1.0, 1.0, 4.0, 1.0, 2.0, 0.0, 3.0]",['i tried ver hard to pay attention to the features on the reptile and the score you gave it for the next time they appeared'],404.1624,"['W_F', 'E_C', 'W_C', 'E_F']","[6.0, 3.0, 1.0, 8.0]","['high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high']","['F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'E', 'E', 'W', 'W']","['high', 'low', 'low', 'high']",127,"['W_F', 'W_C', 'E_F', 'E_C', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'E_F', 'W_C', 'W_F']",1,7.0,5.0,feet,stripes,F,E,W,C,Yes,Webbed,6.0,Yes, Curved/Pointy,5.0,Yes, Up/Right,5.0,Yes, Up/Right,5.0
120,"[5.0, 5.0, 7.0, 4.0, 7.0, 4.0, 4.0, 9.0, 4.0, 5.0, 7.0, 2.0, 10.0, 2.0, 3.0, 4.0]","[5.0, 2.0, 6.0, 3.0, 6.0, 10.0, 4.0, 4.0, 3.0, 5.0, 3.0, 8.0, 9.0, 8.0, 1.0, 8.0]","[0.0, 3.0, 1.0, 1.0, 1.0, 6.0, 0.0, 5.0, 1.0, 0.0, 4.0, 6.0, 1.0, 6.0, 2.0, 4.0]",['No Comment'],403.0279,"['E_C', 'W_F', 'E_F', 'W_C']","[9.0, 2.0, 10.0, 4.0]","['high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C']","['E', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E']","['high', 'low', 'high', 'low']",120,"['E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F', 'E_F', 'W_F', 'W_C', 'E_C']",1,5.0,7.0,stripes,feet,F,W,E,C,Yes,Webbed,6.0,Yes,Webbed,4.0,Yes, Up/Right,6.0,No,,
025,"[6.0, 7.0, 8.0, 3.0, 2.0, 7.0, 2.0, 7.0, 8.0, 5.0, 8.0, 7.0, 9.0, 7.0, 7.0, 9.0]","[5.0, 7.0, 1.0, 5.0, 5.0, 2.0, 9.0, 5.0, 8.0, 6.0, 7.0, 4.0, 4.0, 6.0, 4.0, 1.0]","[1.0, 0.0, 7.0, 2.0, 3.0, 5.0, 7.0, 2.0, 0.0, 1.0, 1.0, 3.0, 5.0, 1.0, 3.0, 8.0]",['At first i thought curved feet did not matter but it does and stripes up to the right definitely matters in my opinion\xa0'],683.593,"['W_C', 'E_C', 'W_F', 'E_F']","[6.0, 8.0, 3.0, 5.0]","['low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F']","['E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E']","['high', 'high', 'low', 'low']",25,"['E_F', 'W_C', 'W_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'W_C', 'W_F', 'E_F']",1,7.0,7.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,7.0,No,,,Yes, Up/Right,5.0,Yes, Up/Right,7.0
182,"[7.0, 7.0, 8.0, 3.0, 8.0, 8.0, 3.0, 5.0, 3.0, 8.0, 4.0, 9.0, 9.0, 4.0, 4.0, 7.0]","[4.0, 8.0, 6.0, 5.0, 9.0, 3.0, 8.0, 4.0, 8.0, 9.0, 3.0, 6.0, 6.0, 6.0, 5.0, 6.0]","[3.0, 1.0, 2.0, 2.0, 1.0, 5.0, 5.0, 1.0, 5.0, 1.0, 1.0, 3.0, 3.0, 2.0, 1.0, 1.0]",[],653.9048,"['W_C', 'E_F', 'W_F', 'E_C']","[8.0, 3.0, 9.0, 4.0]","['low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C']","['E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W']","['high', 'low', 'high', 'low']",182,"['E_F', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'W_F', 'E_F', 'E_C', 'W_C']",1,5.0,5.0,stripes,feet,F,E,W,C,No,,,No,,,Yes,Up/Left,5.0,Yes,Up/Left,6.0
205,"[10.0, 10.0, 6.0, 8.0, 8.0, 8.0, 3.0, 3.0, 4.0, 3.0, 4.0, 7.0, 3.0, 7.0, 5.0, 6.0]","[4.0, 7.0, 6.0, 1.0, 4.0, 8.0, 4.0, 5.0, 9.0, 6.0, 1.0, 3.0, 7.0, 6.0, 8.0, 9.0]","[6.0, 3.0, 0.0, 7.0, 4.0, 0.0, 1.0, 2.0, 5.0, 3.0, 3.0, 4.0, 4.0, 1.0, 3.0, 3.0]",[],586.3156,"['E_C', 'E_F', 'W_C', 'W_F']","[9.0, 7.0, 4.0, 2.0]","['high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low']","['C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E']","['high', 'low', 'high', 'low']",205,"['W_C', 'E_C', 'W_F', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'W_F', 'E_C', 'E_F']",1,7.0,7.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,4.0,Yes, Curved/Pointy,6.0,Yes,Up/Left,7.0,Yes,Up/Left,7.0
