participant,training_responses,food_amount,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_tail,training_wing,training_color,testing_categories,conditionOrder,training_image_order,attention_check,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,wing_high,wing_low,tail_high,tail_low,wing_discrete_slider.response,wing_direction_slider.response,wing_continuous_slider.response,color_discrete_slider.response,color_direction_slider.response,color_continuous_slider.response,tail_discrete_slider.response,tail_direction_slider.response,tail_continuous_slider.response
031,"[5.0, 5.0, 8.0, 3.0, 2.0, 3.0, 3.0, 5.0, 5.0, 3.0, 5.0, 8.0, 3.0, 5.0, 3.0, 3.0, 6.0, 3.0, 3.0, 8.0, 5.0, 3.0, 5.0, 5.0]","[8.0, 5.0, 5.0, 2.0, 3.0, 3.0, 3.0, 6.0, 4.0, 3.0, 8.0, 6.0, 4.0, 7.0, 2.0, 6.0, 5.0, 5.0, 6.0, 7.0, 3.0, 2.0, 6.0, 5.0]","[3.0, 0.0, 3.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 3.0, 2.0, 1.0, 2.0, 1.0, 3.0, 1.0, 2.0, 3.0, 1.0, 2.0, 1.0, 1.0, 0.0]",[],463.9657,"['T_B_S', 'N_Y_C', 'T_B_C', 'N_B_S', 'N_Y_S', 'N_B_C', 'T_Y_C', 'T_Y_S']","[3.0, 7.0, 5.0, 7.0, 5.0, 8.0, 4.0, 3.0]","['high', 'medium', 'high', 'low', 'low', 'medium', 'medium', 'medium', 'medium', 'low', 'high', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'medium', 'low', 'high', 'low', 'medium', 'medium', 'high']","['I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2']","['H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2']","['H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1']","['low', 'high', 'low', 'medium', 'high', 'medium', 'medium', 'medium']",31,"['N_Y_S', 'N_B_C', 'N_Y_C', 'T_B_S', 'T_B_C', 'T_Y_S', 'T_Y_C', 'N_B_S', 'N_B_C', 'T_B_C', 'N_Y_S', 'N_B_S', 'T_Y_S', 'N_Y_C', 'T_B_S', 'T_Y_C', 'N_B_S', 'T_Y_C', 'T_B_C', 'N_Y_C', 'T_B_S', 'T_Y_S', 'N_B_C', 'N_Y_S']",1,color,wing,tail,Y,B,N,T,C,S,Yes, Paws,6.0,Yes, Yellow,5.0,Yes,Curly,5.0
112,"[3.0, 3.0, 3.0, 3.0, 4.0, 6.0, 6.0, 8.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 8.0, 4.0, 8.0, 4.0, 6.0, 5.0, 4.0, 6.0, 5.0]","[4.0, 5.0, 8.0, 6.0, 4.0, 4.0, 5.0, 6.0, 8.0, 6.0, 5.0, 4.0, 2.0, 2.0, 7.0, 5.0, 6.0, 7.0, 6.0, 7.0, 6.0, 5.0, 7.0, 6.0]","[1.0, 2.0, 5.0, 3.0, 0.0, 2.0, 1.0, 2.0, 3.0, 2.0, 0.0, 0.0, 2.0, 2.0, 2.0, 3.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0]",[],514.907,"['N_B_C', 'T_Y_S', 'N_B_S', 'N_Y_S', 'T_Y_C', 'T_B_C', 'T_B_S', 'N_Y_C']","[5.0, 6.0, 5.0, 4.0, 6.0, 7.0, 8.0, 4.0]","['low', 'medium', 'high', 'high', 'medium', 'low', 'medium', 'medium', 'high', 'medium', 'medium', 'medium', 'low', 'low', 'high', 'medium', 'medium', 'high', 'low', 'medium', 'low', 'medium', 'high', 'medium']","['L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1']","['I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1']","['L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2']","['medium', 'medium', 'high', 'medium', 'low', 'medium', 'high', 'low']",112,"['T_Y_C', 'N_Y_S', 'T_B_S', 'N_B_S', 'T_Y_S', 'N_Y_C', 'N_B_C', 'T_B_C', 'T_B_S', 'T_Y_S', 'N_B_C', 'N_Y_S', 'T_Y_C', 'N_Y_C', 'N_B_S', 'T_B_C', 'N_B_C', 'T_B_S', 'N_Y_C', 'T_B_C', 'T_Y_C', 'N_Y_S', 'N_B_S', 'T_Y_S']",1,tail,color,wing,B,Y,T,N,S,C,Yes,Wings,5.0,Yes,Blue,5.0,Yes,Curly,4.0
095,"[6.0, 9.0, 3.0, 7.0, 8.0, 7.0, 8.0, 3.0, 8.0, 7.0, 4.0, 4.0, 5.0, 6.0, 3.0, 6.0, 4.0, 4.0, 5.0, 8.0, 6.0, 8.0, 6.0, 7.0]","[7.0, 3.0, 2.0, 6.0, 6.0, 9.0, 6.0, 6.0, 8.0, 3.0, 3.0, 7.0, 7.0, 5.0, 3.0, 4.0, 3.0, 8.0, 4.0, 7.0, 7.0, 6.0, 8.0, 1.0]","[1.0, 6.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 0.0, 4.0, 1.0, 3.0, 2.0, 1.0, 0.0, 2.0, 1.0, 4.0, 1.0, 1.0, 1.0, 2.0, 2.0, 6.0]",[],429.8363,"['T_B_S', 'T_Y_C', 'T_B_C', 'N_Y_S', 'N_Y_C', 'N_B_S', 'T_Y_S', 'N_B_C']","[4.0, 3.0, 7.0, 6.0, 7.0, 5.0, 3.0, 8.0]","['high', 'low', 'low', 'medium', 'medium', 'high', 'medium', 'medium', 'high', 'medium', 'medium', 'medium', 'high', 'low', 'low', 'medium', 'medium', 'medium', 'medium', 'high', 'high', 'low', 'medium', 'low']","['I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2']","['H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1']","['H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2']","['low', 'medium', 'low', 'high', 'high', 'medium', 'medium', 'medium']",95,"['N_Y_C', 'T_B_C', 'T_B_S', 'T_Y_C', 'N_B_S', 'N_Y_S', 'N_B_C', 'T_Y_S', 'N_Y_S', 'N_B_C', 'T_Y_S', 'N_B_S', 'N_Y_C', 'T_B_C', 'T_B_S', 'T_Y_C', 'T_Y_S', 'T_Y_C', 'N_B_S', 'N_Y_C', 'N_Y_S', 'T_B_C', 'N_B_C', 'T_B_S']",1,wing,color,tail,Y,B,N,T,C,S,Yes, Paws,4.0,No,,,Yes, Straight,3.0
211,"[1.0, 5.0, 5.0, 6.0, 6.0, 5.0, 5.0, 6.0, 5.0, 5.0, 6.0, 5.0, 5.0, 5.0, 6.0, 5.0, 5.0, 6.0, 5.0, 6.0, 6.0, 5.0, 6.0, 5.0]","[6.0, 4.0, 7.0, 6.0, 5.0, 3.0, 4.0, 1.0, 6.0, 8.0, 1.0, 6.0, 4.0, 4.0, 7.0, 2.0, 1.0, 3.0, 6.0, 6.0, 5.0, 5.0, 4.0, 6.0]","[5.0, 1.0, 2.0, 0.0, 1.0, 2.0, 1.0, 5.0, 1.0, 3.0, 5.0, 1.0, 1.0, 1.0, 1.0, 3.0, 4.0, 3.0, 1.0, 0.0, 1.0, 0.0, 2.0, 1.0]",['very clunky interface'],364.754,"['T_Y_C', 'N_B_C', 'T_Y_S', 'T_B_C', 'N_Y_C', 'N_B_S', 'T_B_S', 'N_Y_S']","[5.0, 5.0, 6.0, 4.0, 6.0, 6.0, 7.0, 5.0]","['medium', 'low', 'high', 'high', 'medium', 'medium', 'medium', 'low', 'medium', 'high', 'low', 'medium', 'medium', 'low', 'high', 'medium', 'low', 'medium', 'medium', 'medium', 'high', 'medium', 'low', 'high']","['I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2']","['H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2']","['L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1']","['medium', 'medium', 'medium', 'low', 'high', 'medium', 'low', 'high']",211,"['N_B_C', 'T_B_S', 'N_Y_S', 'N_Y_C', 'N_B_S', 'T_Y_S', 'T_Y_C', 'T_B_C', 'N_B_C', 'N_Y_C', 'T_B_S', 'T_Y_S', 'N_B_S', 'T_B_C', 'N_Y_S', 'T_Y_C', 'T_B_C', 'T_Y_C', 'N_B_S', 'T_Y_S', 'N_Y_C', 'N_B_C', 'T_B_S', 'N_Y_S']",1,color,wing,tail,Y,B,N,T,S,C,Yes,Wings,4.0,Yes,Blue,3.0,Yes, Straight,2.0
066,"[5.0, 3.0, 6.0, 5.0, 4.0, 5.0, 6.0, 4.0, 6.0, 5.0, 6.0, 4.0, 5.0, 4.0, 5.0, 6.0, 3.0, 6.0, 4.0, 5.0, 4.0, 4.0, 6.0, 4.0]","[3.0, 5.0, 5.0, 6.0, 3.0, 5.0, 5.0, 6.0, 7.0, 8.0, 6.0, 4.0, 3.0, 5.0, 3.0, 5.0, 6.0, 5.0, 6.0, 3.0, 4.0, 8.0, 9.0, 3.0]","[2.0, 2.0, 1.0, 1.0, 1.0, 0.0, 1.0, 2.0, 1.0, 3.0, 0.0, 0.0, 2.0, 1.0, 2.0, 1.0, 3.0, 1.0, 2.0, 2.0, 0.0, 4.0, 3.0, 1.0]",[],311.774,"['N_B_S', 'T_Y_S', 'N_Y_S', 'N_Y_C', 'T_B_C', 'T_Y_C', 'T_B_S', 'N_B_C']","[5.0, 3.0, 5.0, 5.0, 6.0, 3.0, 7.0, 6.0]","['low', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'high', 'medium', 'medium', 'medium', 'medium', 'low', 'high', 'low', 'high', 'medium', 'medium', 'medium', 'low', 'medium', 'high', 'high', 'low']","['L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2']","['I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1']","['L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1']","['high', 'medium', 'medium', 'low', 'medium', 'low', 'high', 'medium']",66,"['T_Y_C', 'T_Y_S', 'N_Y_S', 'N_B_S', 'N_Y_C', 'T_B_C', 'N_B_C', 'T_B_S', 'T_Y_S', 'N_B_C', 'N_Y_S', 'T_B_C', 'N_Y_C', 'N_B_S', 'T_Y_C', 'T_B_S', 'N_B_C', 'T_B_C', 'N_Y_S', 'T_Y_C', 'T_Y_S', 'T_B_S', 'N_B_S', 'N_Y_C']",1,color,tail,wing,B,Y,N,T,S,C,No,,,Yes,Blue,5.0,No,,
019,"[3.0, 8.0, 5.0, 6.0, 5.0, 6.0, 6.0, 4.0, 4.0, 4.0, 6.0, 4.0, 7.0, 5.0, 6.0, 4.0, 6.0, 7.0, 6.0, 5.0, 3.0, 5.0, 4.0, 4.0]","[6.0, 5.0, 5.0, 5.0, 7.0, 3.0, 5.0, 2.0, 6.0, 4.0, 8.0, 10.0, 5.0, 7.0, 6.0, 6.0, 7.0, 4.0, 3.0, 1.0, 5.0, 5.0, 6.0, 5.0]","[3.0, 3.0, 0.0, 1.0, 2.0, 3.0, 1.0, 2.0, 2.0, 0.0, 2.0, 6.0, 2.0, 2.0, 0.0, 2.0, 1.0, 3.0, 3.0, 4.0, 2.0, 0.0, 2.0, 1.0]",[],539.595,"['T_Y_C', 'N_Y_C', 'T_Y_S', 'T_B_S', 'T_B_C', 'N_B_S', 'N_Y_S', 'N_B_C']","[5.0, 6.0, 5.0, 4.0, 5.0, 3.0, 6.0, 4.0]","['high', 'medium', 'medium', 'medium', 'high', 'low', 'medium', 'low', 'medium', 'low', 'high', 'high', 'low', 'medium', 'medium', 'medium', 'high', 'medium', 'medium', 'low', 'low', 'medium', 'high', 'medium']","['I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2']","['H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1']","['H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2']","['medium', 'high', 'medium', 'low', 'low', 'medium', 'high', 'medium']",19,"['N_Y_S', 'T_Y_C', 'T_Y_S', 'N_B_C', 'N_Y_C', 'T_B_S', 'N_B_S', 'T_B_C', 'N_B_S', 'T_B_C', 'N_Y_C', 'N_Y_S', 'T_B_S', 'T_Y_C', 'N_B_C', 'T_Y_S', 'N_Y_C', 'T_Y_C', 'N_B_C', 'T_B_C', 'T_B_S', 'T_Y_S', 'N_Y_S', 'N_B_S']",1,wing,color,tail,Y,B,N,T,S,C,Yes, Paws,3.0,Yes, Yellow,5.0,Yes, Straight,4.0
152,"[3.0, 4.0, 5.0, 4.0, 5.0, 5.0, 8.0, 3.0, 5.0, 5.0, 4.0, 3.0, 4.0, 6.0, 3.0, 3.0, 8.0, 6.0, 3.0, 5.0, 3.0, 5.0, 7.0, 4.0]","[5.0, 4.0, 5.0, 1.0, 9.0, 3.0, 4.0, 6.0, 3.0, 5.0, 7.0, 6.0, 5.0, 1.0, 3.0, 6.0, 3.0, 8.0, 4.0, 7.0, 6.0, 6.0, 6.0, 5.0]","[2.0, 0.0, 0.0, 3.0, 4.0, 2.0, 4.0, 3.0, 2.0, 0.0, 3.0, 3.0, 1.0, 5.0, 0.0, 3.0, 5.0, 2.0, 1.0, 2.0, 3.0, 1.0, 1.0, 1.0]",['This was really tricky to figure out'],411.2893,"['T_B_S', 'T_B_C', 'T_Y_S', 'N_B_S', 'N_Y_C', 'N_B_C', 'N_Y_S', 'T_Y_C']","[6.0, 4.0, 5.0, 5.0, 2.0, 3.0, 4.0, 7.0]","['high', 'medium', 'medium', 'low', 'high', 'medium', 'medium', 'low', 'high', 'medium', 'high', 'medium', 'medium', 'low', 'medium', 'low', 'low', 'high', 'low', 'high', 'medium', 'medium', 'medium', 'medium']","['H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2']","['I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2']","['H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1']","['high', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'low']",152,"['N_B_S', 'N_Y_S', 'T_Y_S', 'T_Y_C', 'T_B_S', 'N_B_C', 'T_B_C', 'N_Y_C', 'T_B_S', 'T_Y_S', 'N_B_S', 'T_B_C', 'N_Y_S', 'T_Y_C', 'N_B_C', 'N_Y_C', 'T_Y_C', 'N_B_S', 'N_Y_C', 'T_B_S', 'T_B_C', 'N_Y_S', 'T_Y_S', 'N_B_C']",1,color,tail,wing,B,Y,N,T,S,C,Yes, Paws,2.0,No,,,Yes, Straight,4.0
140,"[3.0, 5.0, 3.0, 6.0, 6.0, 6.0, 4.0, 3.0, 7.0, 4.0, 8.0, 4.0, 6.0, 3.0, 6.0, 6.0, 4.0, 3.0, 6.0, 7.0, 4.0, 5.0, 4.0, 5.0]","[4.0, 6.0, 4.0, 3.0, 5.0, 4.0, 10.0, 2.0, 5.0, 5.0, 6.0, 7.0, 2.0, 4.0, 5.0, 5.0, 5.0, 5.0, 6.0, 5.0, 3.0, 4.0, 5.0, 2.0]","[1.0, 1.0, 1.0, 3.0, 1.0, 2.0, 6.0, 1.0, 2.0, 1.0, 2.0, 3.0, 4.0, 1.0, 1.0, 1.0, 1.0, 2.0, 0.0, 2.0, 1.0, 1.0, 1.0, 3.0]",[],428.6984,"['N_Y_S', 'N_B_S', 'T_B_C', 'T_B_S', 'T_Y_S', 'T_Y_C', 'N_Y_C', 'N_B_C']","[5.0, 6.0, 3.0, 5.0, 7.0, 5.0, 5.0, 3.0]","['medium', 'high', 'low', 'medium', 'medium', 'medium', 'high', 'low', 'high', 'medium', 'high', 'medium', 'low', 'low', 'medium', 'medium', 'medium', 'high', 'high', 'medium', 'low', 'medium', 'medium', 'low']","['L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2']","['I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2']","['H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1']","['medium', 'high', 'medium', 'high', 'medium', 'low', 'low', 'medium']",140,"['T_B_C', 'N_B_S', 'T_Y_C', 'N_B_C', 'N_Y_S', 'T_Y_S', 'T_B_S', 'N_Y_C', 'N_B_S', 'N_B_C', 'T_B_S', 'T_B_C', 'T_Y_C', 'N_Y_C', 'N_Y_S', 'T_Y_S', 'T_B_C', 'N_B_S', 'T_B_S', 'T_Y_S', 'T_Y_C', 'N_Y_S', 'N_B_C', 'N_Y_C']",1,color,tail,wing,B,Y,T,N,S,C,No,,,Yes, Yellow,3.0,Yes, Straight,3.0
028,"[3.0, 5.0, 5.0, 3.0, 5.0, 6.0, 4.0, 4.0, 6.0, 6.0, 5.0, 5.0, 5.0, 5.0, 4.0, 7.0, 6.0, 7.0, 5.0, 7.0, 5.0, 7.0, 6.0, 6.0]","[7.0, 7.0, 3.0, 6.0, 5.0, 3.0, 6.0, 9.0, 7.0, 4.0, 5.0, 4.0, 8.0, 7.0, 4.0, 4.0, 6.0, 7.0, 3.0, 8.0, 4.0, 4.0, 2.0, 6.0]","[4.0, 2.0, 2.0, 3.0, 0.0, 3.0, 2.0, 5.0, 1.0, 2.0, 0.0, 1.0, 3.0, 2.0, 0.0, 3.0, 0.0, 0.0, 2.0, 1.0, 1.0, 3.0, 4.0, 0.0]",[],369.7,"['N_B_S', 'T_B_C', 'T_Y_C', 'T_B_S', 'N_B_C', 'T_Y_S', 'N_Y_C', 'N_Y_S']","[7.0, 7.0, 6.0, 6.0, 7.0, 6.0, 5.0, 5.0]","['medium', 'high', 'low', 'medium', 'medium', 'low', 'medium', 'high', 'high', 'medium', 'low', 'medium', 'high', 'medium', 'low', 'medium', 'medium', 'medium', 'low', 'high', 'medium', 'medium', 'low', 'high']","['L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1']","['I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1']","['H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2']","['high', 'medium', 'low', 'high', 'medium', 'medium', 'low', 'medium']",28,"['T_B_C', 'T_B_S', 'N_Y_C', 'N_Y_S', 'N_B_C', 'T_Y_C', 'T_Y_S', 'N_B_S', 'T_B_S', 'N_B_C', 'T_Y_C', 'N_Y_S', 'N_B_S', 'T_Y_S', 'N_Y_C', 'T_B_C', 'T_Y_S', 'T_B_C', 'N_Y_C', 'T_B_S', 'N_Y_S', 'N_B_C', 'T_Y_C', 'N_B_S']",1,tail,color,wing,B,Y,T,N,S,C,Yes,Wings,2.0,Yes,Blue,3.0,Yes,Curly,2.0
114,"[5.0, 7.0, 10.0, 7.0, 7.0, 9.0, 4.0, 6.0, 8.0, 9.0, 5.0, 5.0, 5.0, 6.0, 5.0, 5.0, 6.0, 4.0, 4.0, 3.0, 8.0, 3.0, 5.0, 7.0]","[5.0, 7.0, 5.0, 8.0, 6.0, 4.0, 4.0, 3.0, 9.0, 6.0, 4.0, 3.0, 2.0, 4.0, 8.0, 2.0, 3.0, 1.0, 7.0, 5.0, 9.0, 3.0, 5.0, 8.0]","[0.0, 0.0, 5.0, 1.0, 1.0, 5.0, 0.0, 3.0, 1.0, 3.0, 1.0, 2.0, 3.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 1.0, 0.0, 0.0, 1.0]",[],504.0116,"['T_Y_C', 'T_Y_S', 'T_B_S', 'N_B_S', 'N_Y_S', 'N_B_C', 'T_B_C', 'N_Y_C']","[3.0, 4.0, 8.0, 7.0, 4.0, 5.0, 7.0, 4.0]","['medium', 'high', 'medium', 'medium', 'high', 'medium', 'low', 'low', 'high', 'medium', 'medium', 'low', 'low', 'medium', 'high', 'medium', 'medium', 'low', 'medium', 'medium', 'high', 'low', 'medium', 'high']","['H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1']","['I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1']","['L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2']","['low', 'medium', 'high', 'high', 'medium', 'medium', 'medium', 'low']",114,"['N_Y_S', 'T_B_S', 'N_B_C', 'T_B_C', 'N_B_S', 'T_Y_S', 'N_Y_C', 'T_Y_C', 'T_B_S', 'T_B_C', 'N_B_C', 'N_Y_C', 'T_Y_C', 'T_Y_S', 'N_B_S', 'N_Y_S', 'T_B_C', 'N_Y_C', 'T_Y_S', 'N_Y_S', 'T_B_S', 'T_Y_C', 'N_B_C', 'N_B_S']",1,tail,color,wing,B,Y,T,N,S,C,No,,,Yes,Blue,4.0,No,,
054,"[5.0, 5.0, 6.0, 6.0, 7.0, 5.0, 4.0, 3.0, 8.0, 5.0, 2.0, 5.0, 7.0, 4.0, 4.0, 7.0, 7.0, 3.0, 6.0, 5.0, 6.0, 5.0, 3.0, 3.0]","[6.0, 3.0, 7.0, 5.0, 5.0, 4.0, 8.0, 2.0, 5.0, 6.0, 5.0, 2.0, 5.0, 3.0, 7.0, 5.0, 10.0, 3.0, 4.0, 8.0, 5.0, 5.0, 6.0, 6.0]","[1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 4.0, 1.0, 3.0, 1.0, 3.0, 3.0, 2.0, 1.0, 3.0, 2.0, 3.0, 0.0, 2.0, 3.0, 1.0, 0.0, 3.0, 3.0]",[],927.767,"['T_Y_S', 'T_B_C', 'N_B_S', 'T_B_S', 'N_Y_S', 'N_B_C', 'T_Y_C', 'N_Y_C']","[10.0, 5.0, 7.0, 5.0, 6.0, 6.0, 3.0, 3.0]","['high', 'low', 'high', 'medium', 'medium', 'medium', 'medium', 'low', 'medium', 'medium', 'low', 'low', 'medium', 'medium', 'high', 'high', 'high', 'low', 'medium', 'high', 'medium', 'medium', 'low', 'medium']","['H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2']","['I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2']","['H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1']","['medium', 'medium', 'high', 'high', 'medium', 'medium', 'low', 'low']",54,"['N_B_S', 'N_Y_C', 'T_B_S', 'N_B_C', 'T_B_C', 'T_Y_S', 'N_Y_S', 'T_Y_C', 'N_Y_S', 'T_B_C', 'T_Y_C', 'N_Y_C', 'N_B_C', 'T_Y_S', 'N_B_S', 'T_B_S', 'N_B_S', 'T_Y_C', 'N_Y_S', 'T_B_S', 'T_B_C', 'N_B_C', 'N_Y_C', 'T_Y_S']",1,color,tail,wing,B,Y,N,T,S,C,Yes, Paws,2.0,No,,,Yes, Straight,3.0
