participant,training_responses,fertility_score,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response
040,"[6.0, 9.0, 7.0, 7.0, 8.0, 4.0, 8.0, 4.0, 4.0, 5.0, 7.0, 8.0, 7.0, 8.0, 4.0, 4.0]","[9.0, 6.0, 7.0, 3.0, 7.0, 5.0, 1.0, 10.0, 3.0, 8.0, 6.0, 4.0, 6.0, 6.0, 7.0, 3.0]","[3.0, 3.0, 0.0, 4.0, 1.0, 1.0, 7.0, 6.0, 1.0, 3.0, 1.0, 4.0, 1.0, 2.0, 3.0, 1.0]",[],480.4059,"['E_C', 'W_C', 'E_F', 'W_F']","[5.0, 7.0, 9.0, 3.0]","['high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low']","['C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F']","['E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W']","['high', 'low', 'high', 'low']",40,"['E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'W_C', 'E_F', 'E_C', 'W_F']",1,1.0,1.0,stripes,feet,C,W,E,F,Yes, Curved/Pointy,4.0,No,,
037,"[5.0, 6.0, 5.0, 5.0, 7.0, 5.0, 4.0, 7.0, 8.0, 5.0, 7.0, 4.0, 7.0, 5.0, 6.0, 8.0]","[4.0, 5.0, 8.0, 8.0, 3.0, 3.0, 8.0, 10.0, 5.0, 1.0, 10.0, 8.0, 7.0, 7.0, 2.0, 3.0]","[1.0, 1.0, 3.0, 3.0, 4.0, 2.0, 4.0, 3.0, 3.0, 4.0, 3.0, 4.0, 0.0, 2.0, 4.0, 5.0]",[],421.8895,"['E_C', 'W_C', 'E_F', 'W_F']","[8.0, 7.0, 6.0, 4.0]","['low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low']","['F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F']","['E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E']","['high', 'high', 'low', 'low']",37,"['E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F']",1,5.0,4.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,5.0,Yes, Up/Right,5.0
017,"[5.0, 1.0, 7.0, 4.0, 1.0, 9.0, 6.0, 7.0, 4.0, 8.0, 1.0, 7.0, 8.0, 1.0, 9.0, 2.0]","[1.0, 7.0, 5.0, 4.0, 8.0, 1.0, 7.0, 1.0, 4.0, 4.0, 8.0, 8.0, 1.0, 10.0, 3.0, 10.0]","[4.0, 6.0, 2.0, 0.0, 7.0, 8.0, 1.0, 6.0, 0.0, 4.0, 7.0, 1.0, 7.0, 9.0, 6.0, 8.0]",[],753.0663,"['E_F', 'E_C', 'W_F', 'W_C']","[9.0, 7.0, 1.0, 7.0]","['low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high']","['F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W']","['low', 'high', 'low', 'high']",17,"['W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'E_F', 'W_C', 'W_F', 'W_F', 'E_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C']",1,5.0,5.0,feet,stripes,C,W,E,F,No,,,No,,
057,"[1.0, 7.0, 6.0, 6.0, 7.0, 6.0, 5.0, 7.0, 7.0, 6.0, 7.0, 7.0, 6.0, 5.0, 8.0, 7.0]","[7.0, 4.0, 8.0, 6.0, 4.0, 1.0, 10.0, 1.0, 10.0, 2.0, 4.0, 6.0, 9.0, 9.0, 3.0, 1.0]","[6.0, 3.0, 2.0, 0.0, 3.0, 5.0, 5.0, 6.0, 3.0, 4.0, 3.0, 1.0, 3.0, 4.0, 5.0, 6.0]",[],1031.6303,"['W_C', 'E_F', 'W_F', 'E_C']","[9.0, 5.0, 8.0, 5.0]","['high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F']","['W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E']","['high', 'low', 'low', 'high']",57,"['W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'E_F']",1,6.0,6.0,feet,stripes,C,W,E,F,No,,,Yes, Up/Right,6.0
046,"[1.0, 6.0, 7.0, 8.0, 7.0, 4.0, 7.0, 5.0, 7.0, 4.0, 3.0, 4.0, 7.0, 5.0, 5.0, 6.0]","[7.0, 7.0, 8.0, 7.0, 5.0, 4.0, 5.0, 6.0, 7.0, 4.0, 4.0, 7.0, 4.0, 7.0, 8.0, 8.0]","[6.0, 1.0, 1.0, 1.0, 2.0, 0.0, 2.0, 1.0, 0.0, 0.0, 1.0, 3.0, 3.0, 2.0, 3.0, 2.0]",[],285.8187,"['W_C', 'E_C', 'E_F', 'W_F']","[7.0, 8.0, 5.0, 4.0]","['low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high']","['C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F']","['E', 'E', 'W', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W']","['high', 'low', 'low', 'high']",46,"['E_C', 'E_F', 'W_C', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F']",1,2.0,5.0,stripes,feet,F,E,W,C,Yes, Curved/Pointy,2.0,Yes,Up/Left,3.0
059,"[4.0, 6.0, 6.0, 7.0, 2.0, 1.0, 3.0, 3.0, 5.0, 5.0, 1.0, 10.0, 6.0, 5.0, 7.0, 8.0]","[6.0, 7.0, 6.0, 2.0, 8.0, 5.0, 10.0, 5.0, 5.0, 6.0, 4.0, 10.0, 9.0, 2.0, 1.0, 9.0]","[2.0, 1.0, 0.0, 5.0, 6.0, 4.0, 7.0, 2.0, 0.0, 1.0, 3.0, 0.0, 3.0, 3.0, 6.0, 1.0]","['I was still trying to establish what the number would be based on the stripes so I only vaguely thought about the reason why the stripes would affect fertility. I was thinking that was I could confidently predict the correct number, I would then move on to what the correlation is or was. Ugh.\xa0']",964.0647,"['W_C', 'E_C', 'W_F', 'E_F']","[5.0, 9.0, 4.0, 8.0]","['high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'W']","['low', 'low', 'high', 'high']",59,"['E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F']",1,7.0,3.0,feet,stripes,F,E,W,C,No,,,Yes, Up/Right,7.0
145,"[5.0, 4.0, 7.0, 4.0, 7.0, 1.0, 4.0, 7.0, 6.0, 10.0, 6.0, 3.0, 3.0, 7.0, 10.0, 4.0]","[4.0, 7.0, 8.0, 1.0, 7.0, 6.0, 3.0, 6.0, 10.0, 3.0, 7.0, 3.0, 6.0, 8.0, 4.0, 5.0]","[1.0, 3.0, 1.0, 3.0, 0.0, 5.0, 1.0, 1.0, 4.0, 7.0, 1.0, 0.0, 3.0, 1.0, 6.0, 1.0]",[],383.4745,"['E_F', 'E_C', 'W_C', 'W_F']","[4.0, 4.0, 7.0, 7.0]","['low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C']","['E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E']","['low', 'high', 'high', 'low']",145,"['E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'W_F', 'E_C', 'E_F', 'W_F', 'W_C', 'E_F', 'E_C']",1,7.0,1.0,feet,stripes,C,E,W,F,No,,,Yes,Up/Left,7.0
219,"[8.0, 4.0, 4.0, 8.0, 4.0, 7.0, 10.0, 8.0, 8.0, 7.0, 5.0, 5.0, 9.0, 3.0, 4.0, 5.0]","[3.0, 4.0, 10.0, 4.0, 8.0, 6.0, 10.0, 5.0, 4.0, 9.0, 7.0, 5.0, 10.0, 5.0, 2.0, 8.0]","[5.0, 0.0, 6.0, 4.0, 4.0, 1.0, 0.0, 3.0, 4.0, 2.0, 2.0, 0.0, 1.0, 2.0, 2.0, 3.0]",['It was clear and fun'],305.674,"['E_F', 'E_C', 'W_C', 'W_F']","[3.0, 9.0, 7.0, 5.0]","['low', 'low', 'high', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['C', 'C', 'F', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F']","['W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W']","['high', 'low', 'low', 'high']",219,"['W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F']",1,6.0,6.0,feet,stripes,F,W,E,C,Yes, Curved/Pointy,5.0,Yes, Up/Right,6.0
033,"[6.0, 4.0, 4.0, 4.0, 6.0, 6.0, 6.0, 4.0, 8.0, 3.0, 8.0, 5.0, 3.0, 8.0, 6.0, 2.0]","[4.0, 1.0, 7.0, 8.0, 6.0, 9.0, 2.0, 9.0, 1.0, 8.0, 5.0, 7.0, 8.0, 6.0, 2.0, 1.0]","[2.0, 3.0, 3.0, 4.0, 0.0, 3.0, 4.0, 5.0, 7.0, 5.0, 3.0, 2.0, 5.0, 2.0, 4.0, 1.0]",[],305.1685,"['E_F', 'W_C', 'E_C', 'W_F']","[4.0, 8.0, 5.0, 8.0]","['low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F']","['E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E']","['low', 'high', 'high', 'low']",33,"['E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'W_C', 'W_F', 'E_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_C', 'E_C', 'W_F', 'E_F']",1,6.0,4.0,feet,stripes,C,W,E,F,No,,,Yes,Up/Left,5.0
127,"[6.0, 9.0, 8.0, 5.0, 8.0, 6.0, 8.0, 9.0, 5.0, 8.0, 8.0, 4.0, 8.0, 2.0, 4.0, 8.0]","[9.0, 5.0, 2.0, 7.0, 8.0, 8.0, 4.0, 7.0, 7.0, 4.0, 9.0, 4.0, 8.0, 3.0, 6.0, 5.0]","[3.0, 4.0, 6.0, 2.0, 0.0, 2.0, 4.0, 2.0, 2.0, 4.0, 1.0, 0.0, 0.0, 1.0, 2.0, 3.0]",[],331.624,"['W_C', 'E_C', 'E_F', 'W_F']","[3.0, 4.0, 9.0, 6.0]","['high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high']","['F', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F']","['E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E']","['low', 'low', 'high', 'high']",127,"['E_F', 'W_C', 'E_C', 'W_F', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'E_C', 'W_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_F']",1,6.0,5.0,feet,stripes,F,E,W,C,Yes,Webbed,5.0,Yes, Up/Right,5.0
203,"[8.0, 6.0, 4.0, 4.0, 6.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 4.0, 7.0]","[6.0, 1.0, 7.0, 7.0, 6.0, 5.0, 7.0, 1.0, 7.0, 6.0, 3.0, 10.0, 4.0, 7.0, 1.0, 7.0]","[2.0, 5.0, 3.0, 3.0, 0.0, 2.0, 4.0, 6.0, 0.0, 1.0, 4.0, 4.0, 3.0, 0.0, 3.0, 0.0]",['i didnt pay attention to the stripes'],336.7951,"['W_F', 'W_C', 'E_F', 'E_C']","[7.0, 3.0, 5.0, 10.0]","['low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high']","['C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F']","['W', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'W']","['high', 'low', 'high', 'low']",203,"['W_C', 'E_C', 'W_F', 'E_F', 'W_C', 'E_F', 'W_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F']",1,2.0,1.0,feet,stripes,F,E,W,C,Yes,Webbed,6.0,Yes, Up/Right,5.0
173,"[5.0, 1.0, 8.0, 9.0, 3.0, 10.0, 7.0, 5.0, 9.0, 10.0, 3.0, 7.0, 6.0, 6.0, 8.0, 4.0]","[1.0, 10.0, 2.0, 6.0, 9.0, 9.0, 3.0, 1.0, 4.0, 6.0, 10.0, 4.0, 8.0, 2.0, 8.0, 5.0]","[4.0, 9.0, 6.0, 3.0, 6.0, 1.0, 4.0, 4.0, 5.0, 4.0, 7.0, 3.0, 2.0, 4.0, 0.0, 1.0]",[],416.755,"['E_F', 'E_C', 'W_C', 'W_F']","[2.0, 4.0, 8.0, 10.0]","['low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low']","['F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F']","['W', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E']","['low', 'high', 'high', 'low']",173,"['W_F', 'E_C', 'E_F', 'W_C', 'W_C', 'E_C', 'E_F', 'W_F', 'E_F', 'W_C', 'E_C', 'W_F', 'E_C', 'W_F', 'W_C', 'E_F']",1,5.0,6.0,feet,stripes,C,W,E,F,No,,,Yes, Up/Right,5.0
131,"[3.0, 2.0, 6.0, 5.0, 9.0, 8.0, 7.0, 3.0, 5.0, 4.0, 3.0, 4.0, 6.0, 1.0, 4.0, 8.0]","[4.0, 7.0, 3.0, 8.0, 6.0, 3.0, 6.0, 8.0, 10.0, 5.0, 8.0, 3.0, 2.0, 6.0, 10.0, 1.0]","[1.0, 5.0, 3.0, 3.0, 3.0, 5.0, 1.0, 5.0, 5.0, 1.0, 5.0, 1.0, 4.0, 5.0, 6.0, 7.0]","[""I enjoyed this and it took me a lot of rounds to realize the difference and by then I couldn't remember which was which""]",471.1292,"['W_F', 'E_F', 'E_C', 'W_C']","[10.0, 1.0, 8.0, 4.0]","['low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'F', 'C']","['E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'W', 'W', 'E', 'W', 'E']","['high', 'high', 'low', 'low']",131,"['E_C', 'W_F', 'W_C', 'E_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_F', 'W_F', 'E_C', 'W_C', 'W_C', 'E_F', 'W_F', 'E_C']",1,5.0,6.0,feet,stripes,F,W,E,C,Yes,Webbed,6.0,Yes, Up/Right,5.0
094,"[5.0, 2.0, 6.0, 6.0, 6.0, 6.0, 7.0, 6.0, 7.0, 6.0, 6.0, 8.0, 8.0, 8.0, 5.0, 8.0]","[4.0, 6.0, 1.0, 7.0, 5.0, 8.0, 7.0, 3.0, 2.0, 9.0, 6.0, 7.0, 5.0, 5.0, 7.0, 6.0]","[1.0, 4.0, 5.0, 1.0, 1.0, 2.0, 0.0, 3.0, 5.0, 3.0, 0.0, 1.0, 3.0, 3.0, 2.0, 2.0]",[],321.4815,"['E_F', 'W_F', 'E_C', 'W_C']","[7.0, 6.0, 3.0, 6.0]","['high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F']","['W', 'E', 'E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['low', 'high', 'low', 'high']",94,"['W_C', 'E_F', 'E_C', 'W_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C', 'E_F', 'W_C', 'W_F']",1,1.0,1.0,stripes,feet,F,E,W,C,No,,,No,,
183,"[5.0, 6.0, 5.0, 5.0, 6.0, 2.0, 4.0, 8.0, 5.0, 4.0, 5.0, 8.0, 5.0, 9.0, 6.0, 2.0]","[6.0, 5.0, 5.0, 6.0, 1.0, 3.0, 8.0, 5.0, 4.0, 2.0, 7.0, 10.0, 9.0, 7.0, 1.0, 2.0]","[1.0, 1.0, 0.0, 1.0, 5.0, 1.0, 4.0, 3.0, 1.0, 2.0, 2.0, 2.0, 4.0, 2.0, 5.0, 0.0]",['I did not encounter any issues. Everything was clear and easy to understand. It took me a great deal of time to figure out the stripe pattern and the feet. So I may have been more accurate had I figured it out sooner. :(\xa0'],452.5101,"['W_C', 'W_F', 'E_F', 'E_C']","[5.0, 8.0, 8.0, 4.0]","['low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low']","['C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'F', 'C']","['W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E']","['low', 'high', 'high', 'low']",183,"['W_C', 'E_C', 'E_F', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'E_F', 'W_F', 'W_C', 'E_F', 'E_C']",1,3.0,3.0,feet,stripes,F,E,W,C,Yes,Webbed,4.0,Yes, Up/Right,4.0
114,"[5.0, 3.0, 8.0, 5.0, 4.0, 6.0, 3.0, 3.0, 7.0, 7.0, 7.0, 8.0, 8.0, 4.0, 7.0, 2.0]","[2.0, 6.0, 4.0, 10.0, 10.0, 5.0, 1.0, 5.0, 4.0, 1.0, 2.0, 9.0, 10.0, 5.0, 7.0, 4.0]","[3.0, 3.0, 4.0, 5.0, 6.0, 1.0, 2.0, 2.0, 3.0, 6.0, 5.0, 1.0, 2.0, 1.0, 0.0, 2.0]",['I hope my answers help to further your research. Thank you!'],324.2865,"['W_F', 'E_F', 'E_C', 'W_C']","[9.0, 5.0, 2.0, 6.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low']","['C', 'C', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'F', 'F', 'C', 'C']","['E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E']","['high', 'low', 'low', 'high']",114,"['E_C', 'W_C', 'E_F', 'W_F', 'W_F', 'E_F', 'E_C', 'W_C', 'E_C', 'E_F', 'W_C', 'W_F', 'W_F', 'E_F', 'W_C', 'E_C']",1,7.0,6.0,stripes,feet,F,E,W,C,Yes,Webbed,6.0,Yes,Up/Left,6.0
201,"[6.0, 4.0, 9.0, 4.0, 4.0, 8.0, 3.0, 9.0, 6.0, 8.0, 9.0, 3.0, 5.0, 10.0, 9.0, 5.0]","[4.0, 9.0, 8.0, 3.0, 4.0, 10.0, 6.0, 4.0, 2.0, 7.0, 7.0, 6.0, 2.0, 3.0, 3.0, 3.0]","[2.0, 5.0, 1.0, 1.0, 0.0, 2.0, 3.0, 5.0, 4.0, 1.0, 2.0, 3.0, 3.0, 7.0, 6.0, 2.0]",[],328.9873,"['W_C', 'E_C', 'E_F', 'W_F']","[10.0, 8.0, 2.0, 4.0]","['low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low']","['F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F']","['W', 'W', 'E', 'E', 'E', 'E', 'W', 'W', 'W', 'W', 'E', 'E', 'E', 'W', 'E', 'W']","['high', 'high', 'low', 'low']",201,"['W_F', 'W_C', 'E_C', 'E_F', 'E_F', 'E_C', 'W_F', 'W_C', 'W_F', 'W_C', 'E_C', 'E_F', 'E_F', 'W_C', 'E_C', 'W_F']",1,7.0,5.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,5.0,Yes, Up/Right,3.0
130,"[6.0, 10.0, 7.0, 4.0, 5.0, 8.0, 6.0, 8.0, 5.0, 9.0, 4.0, 9.0, 6.0, 7.0, 5.0, 8.0]","[10.0, 4.0, 10.0, 5.0, 7.0, 6.0, 4.0, 5.0, 9.0, 10.0, 3.0, 4.0, 5.0, 10.0, 5.0, 5.0]","[4.0, 6.0, 3.0, 1.0, 2.0, 2.0, 2.0, 3.0, 4.0, 1.0, 1.0, 5.0, 1.0, 3.0, 0.0, 3.0]",[],363.685,"['E_F', 'W_F', 'W_C', 'E_C']","[5.0, 8.0, 8.0, 4.0]","['high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high']","['C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F']","['W', 'E', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'W', 'E', 'E', 'E', 'W', 'E', 'W']","['low', 'high', 'high', 'low']",130,"['W_C', 'E_C', 'W_F', 'E_F', 'E_C', 'W_F', 'E_F', 'W_C', 'W_F', 'W_C', 'E_F', 'E_C', 'E_F', 'W_C', 'E_C', 'W_F']",1,3.0,5.0,stripes,feet,C,E,W,F,No,,,No,,
136,"[6.0, 4.0, 2.0, 5.0, 9.0, 6.0, 6.0, 8.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 5.0, 7.0]","[4.0, 1.0, 5.0, 7.0, 5.0, 6.0, 7.0, 6.0, 3.0, 7.0, 5.0, 5.0, 6.0, 3.0, 5.0, 2.0]","[2.0, 3.0, 3.0, 2.0, 4.0, 0.0, 1.0, 2.0, 2.0, 2.0, 0.0, 1.0, 0.0, 3.0, 0.0, 5.0]",[],486.7324,"['E_F', 'W_F', 'E_C', 'W_C']","[6.0, 6.0, 6.0, 6.0]","['low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low']","['F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'F']","['W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W']","['high', 'low', 'high', 'low']",136,"['W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'W_F', 'E_C', 'E_C', 'W_C', 'E_F', 'W_F']",1,1.0,1.0,stripes,feet,F,W,E,C,No,,,No,,
138,"[5.0, 5.0, 7.0, 5.0, 6.0, 4.0, 6.0, 7.0, 4.0, 3.0, 3.0, 4.0, 2.0, 3.0, 5.0, 5.0]","[5.0, 4.0, 5.0, 4.0, 6.0, 8.0, 1.0, 4.0, 5.0, 2.0, 4.0, 2.0, 4.0, 2.0, 5.0, 10.0]","[0.0, 1.0, 2.0, 1.0, 0.0, 4.0, 5.0, 3.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 5.0]",[],556.2841,"['E_F', 'E_C', 'W_F', 'W_C']","[7.0, 5.0, 7.0, 4.0]","['low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high']","['C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'F', 'F']","['E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W']","['low', 'low', 'high', 'high']",138,"['E_C', 'W_C', 'W_F', 'E_F', 'W_C', 'W_F', 'E_C', 'E_F', 'W_F', 'E_F', 'W_C', 'E_C', 'W_C', 'E_C', 'E_F', 'W_F']",1,7.0,6.0,stripes,feet,F,E,W,C,Yes,Webbed,5.0,No,,
