participant,training_responses,food_amount,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_tail,training_shape,training_color,testing_categories,conditionOrder,training_image_order,attention_check,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,shape_high,shape_low,tail_high,tail_low,shape_discrete_slider.response,shape_direction_slider.response,shape_continuous_slider.response,color_discrete_slider.response,color_direction_slider.response,color_continuous_slider.response,tail_discrete_slider.response,tail_direction_slider.response,tail_continuous_slider.response
149,"[6.0, 5.0, 6.0, 5.0, 5.0, 6.0, 7.0, 5.0, 5.0, 5.0, 6.0, 7.0, 6.0, 6.0, 7.0, 7.0, 3.0, 5.0, 6.0, 6.0, 7.0, 3.0, 7.0, 6.0]","[4.0, 7.0, 7.0, 5.0, 8.0, 7.0, 6.0, 4.0, 6.0, 4.0, 3.0, 7.0, 3.0, 7.0, 4.0, 3.0, 6.0, 6.0, 6.0, 4.0, 5.0, 3.0, 8.0, 8.0]","[2.0, 2.0, 1.0, 0.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 0.0, 3.0, 1.0, 3.0, 4.0, 3.0, 1.0, 0.0, 2.0, 2.0, 0.0, 1.0, 2.0]",[],308.943,"['N_B_S', 'N_Y_C', 'N_B_C', 'N_Y_S', 'T_Y_S', 'T_Y_C', 'T_B_S', 'T_B_C']","[6.0, 4.0, 7.0, 4.0, 3.0, 3.0, 6.0, 5.0]","['medium', 'high', 'high', 'low', 'medium', 'medium', 'medium', 'low', 'medium', 'low', 'medium', 'high', 'low', 'high', 'medium', 'medium', 'medium', 'medium', 'medium', 'low', 'medium', 'low', 'high', 'high']","['I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1']","['H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1']","['L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2']","['high', 'low', 'medium', 'medium', 'medium', 'low', 'high', 'medium']",149,"['T_Y_S', 'T_B_S', 'N_B_S', 'N_Y_C', 'N_Y_S', 'N_B_C', 'T_B_C', 'T_Y_C', 'T_Y_S', 'N_Y_C', 'N_Y_S', 'N_B_S', 'T_Y_C', 'T_B_S', 'N_B_C', 'T_B_C', 'T_B_C', 'T_Y_S', 'N_Y_S', 'N_Y_C', 'N_B_C', 'T_Y_C', 'N_B_S', 'T_B_S']",1,shape,color,tail,B,Y,S,C,N,T,Yes, Circular,1.0,Yes,Blue,3.0,Yes, Straight,3.0
101,"[4.0, 4.0, 4.0, 8.0, 2.0, 4.0, 1.0, 4.0, 4.0, 4.0, 1.0, 4.0, 4.0, 1.0, 2.0, 8.0, 5.0, 6.0, 2.0, 4.0, 5.0, 2.0, 1.0, 8.0]","[2.0, 8.0, 4.0, 4.0, 1.0, 1.0, 5.0, 5.0, 6.0, 4.0, 4.0, 6.0, 7.0, 5.0, 5.0, 8.0, 7.0, 9.0, 5.0, 5.0, 5.0, 5.0, 4.0, 6.0]","[2.0, 4.0, 0.0, 4.0, 1.0, 3.0, 4.0, 1.0, 2.0, 0.0, 3.0, 2.0, 3.0, 4.0, 3.0, 0.0, 2.0, 3.0, 3.0, 1.0, 0.0, 3.0, 3.0, 2.0]",[],1191.2429,"['T_B_S', 'N_Y_C', 'N_B_S', 'T_Y_S', 'N_B_C', 'T_Y_C', 'T_B_C', 'N_Y_S']","[4.0, 5.0, 8.0, 4.0, 5.0, 4.0, 4.0, 4.0]","['medium', 'high', 'medium', 'medium', 'low', 'low', 'medium', 'high', 'medium', 'medium', 'low', 'medium', 'high', 'low', 'medium', 'high', 'medium', 'high', 'medium', 'medium', 'medium', 'low', 'low', 'high']","['L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2']","['I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1']","['H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1']","['medium', 'medium', 'high', 'low', 'high', 'low', 'medium', 'medium']",101,"['T_B_C', 'N_B_S', 'T_B_S', 'N_Y_S', 'T_Y_S', 'T_Y_C', 'N_Y_C', 'N_B_C', 'N_Y_S', 'T_B_S', 'T_Y_C', 'N_Y_C', 'N_B_C', 'T_Y_S', 'T_B_C', 'N_B_S', 'N_Y_C', 'N_B_C', 'T_B_C', 'T_B_S', 'N_Y_S', 'T_Y_C', 'T_Y_S', 'N_B_S']",1,color,tail,shape,B,Y,C,S,N,T,No,,,No,,,Yes, Straight,4.0
031,"[3.0, 7.0, 6.0, 6.0, 5.0, 6.0, 4.0, 4.0, 3.0, 7.0, 6.0, 5.0, 8.0, 8.0, 5.0, 3.0, 6.0, 1.0, 10.0, 10.0, 1.0, 7.0, 5.0, 5.0]","[6.0, 4.0, 9.0, 6.0, 3.0, 9.0, 2.0, 5.0, 2.0, 4.0, 3.0, 4.0, 10.0, 3.0, 5.0, 4.0, 9.0, 6.0, 6.0, 8.0, 5.0, 1.0, 3.0, 6.0]","[3.0, 3.0, 3.0, 0.0, 2.0, 3.0, 2.0, 1.0, 1.0, 3.0, 3.0, 1.0, 2.0, 5.0, 0.0, 1.0, 3.0, 5.0, 4.0, 2.0, 4.0, 6.0, 2.0, 1.0]",[],624.4002,"['T_Y_S', 'T_B_S', 'N_Y_C', 'N_Y_S', 'N_B_S', 'T_B_C', 'T_Y_C', 'N_B_C']","[7.0, 10.0, 1.0, 5.0, 6.0, 8.0, 3.0, 4.0]","['medium', 'medium', 'high', 'medium', 'low', 'high', 'low', 'medium', 'low', 'high', 'low', 'medium', 'high', 'medium', 'medium', 'medium', 'medium', 'medium', 'high', 'high', 'low', 'low', 'medium', 'medium']","['L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1']","['I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1']","['H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2']","['medium', 'high', 'low', 'low', 'medium', 'high', 'medium', 'medium']",31,"['N_B_S', 'T_Y_S', 'T_B_S', 'T_Y_C', 'N_Y_S', 'T_B_C', 'N_Y_C', 'N_B_C', 'N_Y_S', 'T_B_C', 'N_Y_C', 'T_Y_C', 'T_B_S', 'N_B_S', 'N_B_C', 'T_Y_S', 'N_B_S', 'T_Y_C', 'T_B_S', 'T_B_C', 'N_Y_C', 'N_Y_S', 'N_B_C', 'T_Y_S']",1,tail,color,shape,B,Y,S,C,T,N,Yes,Square,4.0,Yes,Blue,4.0,Yes,Curly,4.0
147,"[7.0, 5.0, 4.0, 8.0, 4.0, 3.0, 8.0, 4.0, 8.0, 5.0, 4.0, 8.0, 3.0, 6.0, 4.0, 4.0, 8.0, 4.0, 3.0, 8.0, 3.0, 6.0, 4.0, 8.0]","[4.0, 8.0, 4.0, 4.0, 3.0, 4.0, 7.0, 6.0, 3.0, 4.0, 6.0, 3.0, 6.0, 6.0, 7.0, 3.0, 5.0, 4.0, 3.0, 8.0, 7.0, 3.0, 6.0, 2.0]","[3.0, 3.0, 0.0, 4.0, 1.0, 1.0, 1.0, 2.0, 5.0, 1.0, 2.0, 5.0, 3.0, 0.0, 3.0, 1.0, 3.0, 0.0, 0.0, 0.0, 4.0, 3.0, 2.0, 6.0]",[],714.5162,"['N_B_S', 'T_B_C', 'T_Y_C', 'T_Y_S', 'N_Y_C', 'T_B_S', 'N_Y_S', 'N_B_C']","[3.0, 6.0, 8.0, 6.0, 4.0, 7.0, 3.0, 2.0]","['low', 'high', 'medium', 'medium', 'low', 'medium', 'medium', 'high', 'medium', 'medium', 'medium', 'low', 'high', 'high', 'medium', 'low', 'medium', 'low', 'medium', 'high', 'high', 'medium', 'medium', 'low']","['L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2']","['L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1']","['I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2']","['medium', 'medium', 'medium', 'low', 'high', 'low', 'medium', 'high']",147,"['T_B_S', 'N_Y_C', 'N_B_S', 'T_B_C', 'T_Y_S', 'T_Y_C', 'N_Y_S', 'N_B_C', 'N_B_S', 'T_Y_C', 'N_Y_S', 'T_Y_S', 'N_B_C', 'N_Y_C', 'T_B_C', 'T_B_S', 'N_B_S', 'T_Y_S', 'T_B_C', 'N_B_C', 'N_Y_C', 'N_Y_S', 'T_Y_C', 'T_B_S']",1,shape,tail,color,Y,B,C,S,N,T,Yes,Square,5.0,No,,,Yes, Straight,4.0
116,"[5.0, 7.0, 6.0, 6.0, 2.0, 8.0, 5.0, 7.0, 6.0, 4.0, 5.0, 5.0, 7.0, 5.0, 7.0, 8.0, 6.0, 6.0, 6.0, 3.0, 8.0, 5.0, 6.0, 2.0]","[6.0, 5.0, 6.0, 10.0, 4.0, 3.0, 4.0, 8.0, 6.0, 2.0, 5.0, 9.0, 4.0, 7.0, 2.0, 7.0, 2.0, 7.0, 3.0, 6.0, 6.0, 3.0, 7.0, 3.0]","[1.0, 2.0, 0.0, 4.0, 2.0, 5.0, 1.0, 1.0, 0.0, 2.0, 0.0, 4.0, 3.0, 2.0, 5.0, 1.0, 4.0, 1.0, 3.0, 3.0, 2.0, 2.0, 1.0, 1.0]",[],375.4784,"['T_Y_S', 'N_Y_S', 'T_Y_C', 'N_B_S', 'N_B_C', 'T_B_C', 'N_Y_C', 'T_B_S']","[6.0, 6.0, 8.0, 3.0, 4.0, 6.0, 7.0, 5.0]","['medium', 'medium', 'high', 'high', 'medium', 'low', 'low', 'medium', 'medium', 'low', 'medium', 'high', 'high', 'medium', 'low', 'medium', 'low', 'high', 'medium', 'medium', 'medium', 'medium', 'high', 'low']","['I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2']","['L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2']","['H1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1']","['high', 'high', 'medium', 'medium', 'low', 'low', 'medium', 'medium']",116,"['T_Y_C', 'N_B_S', 'T_Y_S', 'N_Y_S', 'T_B_S', 'N_B_C', 'T_B_C', 'N_Y_C', 'T_Y_C', 'N_B_C', 'N_B_S', 'T_Y_S', 'N_Y_S', 'T_B_S', 'T_B_C', 'N_Y_C', 'T_B_C', 'N_Y_S', 'N_Y_C', 'N_B_S', 'T_Y_C', 'T_B_S', 'T_Y_S', 'N_B_C']",1,color,shape,tail,Y,B,S,C,N,T,Yes, Circular,3.0,Yes, Yellow,5.0,Yes,Curly,6.0
058,"[2.0, 4.0, 5.0, 6.0, 5.0, 6.0, 5.0, 4.0, 3.0, 3.0, 8.0, 4.0, 8.0, 6.0, 6.0, 5.0, 5.0, 7.0, 7.0, 5.0, 6.0, 4.0, 6.0, 5.0]","[4.0, 5.0, 7.0, 6.0, 6.0, 5.0, 5.0, 3.0, 8.0, 3.0, 2.0, 7.0, 2.0, 7.0, 7.0, 4.0, 6.0, 5.0, 7.0, 5.0, 3.0, 2.0, 7.0, 3.0]","[2.0, 1.0, 2.0, 0.0, 1.0, 1.0, 0.0, 1.0, 5.0, 0.0, 6.0, 3.0, 6.0, 1.0, 1.0, 1.0, 1.0, 2.0, 0.0, 0.0, 3.0, 2.0, 1.0, 2.0]",['none thank you!!'],1567.822,"['N_Y_C', 'T_B_C', 'T_Y_C', 'N_B_S', 'T_Y_S', 'T_B_S', 'N_Y_S', 'N_B_C']","[5.0, 4.0, 7.0, 3.0, 5.0, 4.0, 4.0, 7.0]","['medium', 'low', 'high', 'medium', 'high', 'low', 'medium', 'medium', 'high', 'medium', 'medium', 'medium', 'low', 'high', 'medium', 'low', 'high', 'medium', 'high', 'medium', 'low', 'medium', 'medium', 'low']","['L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1']","['H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2']","['I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2']","['medium', 'low', 'low', 'high', 'medium', 'medium', 'high', 'medium']",58,"['T_B_S', 'T_Y_C', 'N_Y_S', 'N_Y_C', 'N_B_S', 'T_B_C', 'N_B_C', 'T_Y_S', 'N_Y_S', 'T_Y_S', 'N_Y_C', 'T_B_S', 'T_Y_C', 'N_B_S', 'N_B_C', 'T_B_C', 'N_B_S', 'N_B_C', 'N_Y_S', 'T_Y_S', 'T_Y_C', 'T_B_S', 'N_Y_C', 'T_B_C']",1,tail,shape,color,B,Y,S,C,N,T,Yes, Circular,5.0,Yes,Blue,3.0,Yes,Curly,4.0
056,"[3.0, 7.0, 5.0, 10.0, 3.0, 5.0, 7.0, 7.0, 6.0, 7.0, 7.0, 6.0, 10.0, 8.0, 7.0, 8.0, 10.0, 8.0, 4.0, 6.0, 7.0, 6.0, 4.0, 7.0]","[10.0, 6.0, 7.0, 5.0, 5.0, 7.0, 3.0, 6.0, 5.0, 4.0, 4.0, 4.0, 9.0, 8.0, 4.0, 6.0, 7.0, 4.0, 5.0, 4.0, 3.0, 1.0, 6.0, 4.0]","[7.0, 1.0, 2.0, 5.0, 2.0, 2.0, 4.0, 1.0, 1.0, 3.0, 3.0, 2.0, 1.0, 0.0, 3.0, 2.0, 3.0, 4.0, 1.0, 2.0, 4.0, 5.0, 2.0, 3.0]",['Thanks! I did the best that I could...I even got one guess right! :)'],518.7531,"['T_B_C', 'N_Y_S', 'N_B_C', 'N_B_S', 'T_Y_S', 'N_Y_C', 'T_B_S', 'T_Y_C']","[6.0, 7.0, 4.0, 6.0, 5.0, 6.0, 8.0, 4.0]","['high', 'low', 'medium', 'medium', 'high', 'medium', 'low', 'medium', 'medium', 'low', 'medium', 'medium', 'high', 'high', 'low', 'medium', 'high', 'high', 'medium', 'low', 'medium', 'low', 'medium', 'medium']","['H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2']","['H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1']","['I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1']","['low', 'high', 'medium', 'high', 'medium', 'medium', 'medium', 'low']",56,"['N_Y_S', 'T_Y_C', 'N_Y_C', 'T_Y_S', 'N_B_S', 'T_B_S', 'T_B_C', 'N_B_C', 'N_Y_C', 'T_Y_C', 'T_B_S', 'N_B_C', 'N_B_S', 'N_Y_S', 'T_B_C', 'T_Y_S', 'N_B_S', 'N_Y_S', 'T_B_S', 'T_B_C', 'T_Y_S', 'T_Y_C', 'N_Y_C', 'N_B_C']",1,shape,tail,color,Y,B,S,C,N,T,Yes,Square,5.0,No,,,Yes, Straight,5.0
114,"[5.0, 5.0, 3.0, 5.0, 5.0, 7.0, 2.0, 7.0, 2.0, 7.0, 5.0, 2.0, 2.0, 7.0, 7.0, 5.0, 7.0, 2.0, 5.0, 7.0, 2.0, 5.0, 3.0, 5.0]","[5.0, 3.0, 7.0, 8.0, 6.0, 2.0, 5.0, 8.0, 1.0, 7.0, 4.0, 3.0, 2.0, 6.0, 5.0, 7.0, 6.0, 3.0, 3.0, 6.0, 5.0, 8.0, 6.0, 8.0]","[0.0, 2.0, 4.0, 3.0, 1.0, 5.0, 3.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 1.0, 3.0, 3.0, 3.0, 3.0]",[],1374.9665,"['N_B_S', 'N_Y_S', 'N_Y_C', 'T_B_S', 'N_B_C', 'T_Y_C', 'T_B_C', 'T_Y_S']","[4.0, 5.0, 5.0, 2.0, 5.0, 8.0, 2.0, 8.0]","['medium', 'low', 'medium', 'medium', 'high', 'low', 'medium', 'high', 'low', 'high', 'medium', 'medium', 'low', 'medium', 'medium', 'high', 'medium', 'low', 'low', 'high', 'medium', 'high', 'medium', 'medium']","['I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2']","['L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1']","['H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2']","['medium', 'high', 'medium', 'medium', 'low', 'medium', 'low', 'high']",114,"['N_Y_C', 'N_B_C', 'N_B_S', 'T_Y_C', 'N_Y_S', 'T_B_C', 'T_B_S', 'T_Y_S', 'T_B_C', 'T_Y_S', 'N_Y_C', 'N_B_S', 'N_B_C', 'T_Y_C', 'T_B_S', 'N_Y_S', 'T_Y_C', 'T_B_C', 'N_B_C', 'T_Y_S', 'T_B_S', 'N_Y_S', 'N_B_S', 'N_Y_C']",1,shape,color,tail,Y,B,S,C,T,N,Yes,Square,4.0,Yes, Yellow,7.0,Yes,Curly,7.0
119,"[4.0, 6.0, 4.0, 3.0, 7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 5.0, 6.0, 6.0, 4.0, 5.0, 7.0, 4.0, 4.0, 6.0, 7.0, 6.0, 4.0]","[7.0, 7.0, 3.0, 6.0, 5.0, 6.0, 7.0, 4.0, 4.0, 3.0, 7.0, 6.0, 2.0, 6.0, 5.0, 6.0, 3.0, 7.0, 5.0, 6.0, 7.0, 7.0, 10.0, 4.0]","[3.0, 1.0, 1.0, 3.0, 2.0, 1.0, 1.0, 2.0, 2.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.0, 2.0, 2.0, 0.0, 1.0, 2.0, 1.0, 0.0, 4.0, 0.0]",[],459.6517,"['N_B_C', 'T_B_C', 'T_Y_S', 'N_B_S', 'N_Y_C', 'T_B_S', 'T_Y_C', 'N_Y_S']","[7.0, 7.0, 4.0, 10.0, 8.0, 7.0, 4.0, 5.0]","['medium', 'high', 'medium', 'low', 'low', 'high', 'medium', 'medium', 'medium', 'low', 'high', 'medium', 'low', 'high', 'medium', 'medium', 'low', 'high', 'low', 'medium', 'medium', 'medium', 'high', 'medium']","['L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2']","['I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2']","['H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1']","['high', 'medium', 'low', 'high', 'medium', 'medium', 'low', 'medium']",119,"['T_B_C', 'N_B_C', 'N_Y_C', 'T_Y_C', 'T_Y_S', 'N_B_S', 'N_Y_S', 'T_B_S', 'T_B_S', 'T_Y_S', 'N_B_C', 'T_B_C', 'T_Y_C', 'N_B_S', 'N_Y_S', 'N_Y_C', 'T_Y_S', 'N_B_C', 'T_Y_C', 'N_Y_C', 'T_B_S', 'T_B_C', 'N_B_S', 'N_Y_S']",1,color,tail,shape,B,Y,C,S,N,T,Yes, Circular,5.0,Yes,Blue,6.0,Yes,Curly,4.0
075,"[5.0, 5.0, 5.0, 6.0, 5.0, 3.0, 4.0, 5.0, 6.0, 4.0, 6.0, 3.0, 5.0, 7.0, 6.0, 3.0, 6.0, 4.0, 7.0, 3.0, 6.0, 5.0, 7.0, 3.0]","[4.0, 6.0, 4.0, 3.0, 4.0, 3.0, 6.0, 7.0, 7.0, 1.0, 6.0, 4.0, 7.0, 5.0, 3.0, 7.0, 5.0, 4.0, 7.0, 4.0, 8.0, 5.0, 5.0, 2.0]","[1.0, 1.0, 1.0, 3.0, 1.0, 0.0, 2.0, 2.0, 1.0, 3.0, 0.0, 1.0, 2.0, 2.0, 3.0, 4.0, 1.0, 0.0, 0.0, 1.0, 2.0, 0.0, 2.0, 1.0]",[],296.9889,"['N_Y_S', 'N_B_C', 'T_Y_C', 'N_B_S', 'T_B_C', 'T_B_S', 'N_Y_C', 'T_Y_S']","[3.0, 3.0, 6.0, 4.0, 6.0, 7.0, 4.0, 6.0]","['low', 'high', 'medium', 'medium', 'low', 'medium', 'medium', 'high', 'high', 'low', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'medium', 'low', 'high', 'medium', 'high', 'medium', 'medium', 'low']","['L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2']","['L1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1']","['I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1']","['medium', 'low', 'medium', 'medium', 'medium', 'high', 'low', 'high']",75,"['N_Y_C', 'T_Y_S', 'N_Y_S', 'T_Y_C', 'N_B_C', 'T_B_C', 'N_B_S', 'T_B_S', 'T_B_S', 'N_Y_C', 'N_B_S', 'N_Y_S', 'T_Y_S', 'N_B_C', 'T_B_C', 'T_Y_C', 'T_Y_C', 'N_Y_C', 'T_B_S', 'N_Y_S', 'T_Y_S', 'N_B_S', 'T_B_C', 'N_B_C']",1,shape,tail,color,B,Y,S,C,T,N,Yes,Square,1.0,No,,,Yes,Curly,5.0
